FeatureID,Name,Formula,MW,# ChemSpider Results,# mzCloud Results,KEGG Pathways,Area: 60_CTRL_1246.1,Area: 59_CTRL_1154.1,Area: 58_ERLE_1154.1,Area: 57_CTRL_1246.3,Area: 56_BOCU_1246.1,Area: 55_LEDU_CTRL.2,Area: 54_LEDU_CTRL.1,Area: 53_ERIN_1177.1,Area: 52_BOCU_1246.2,Area: 51_ERLE_1246.2,Area: 50_BOCU_CTRL.2,Area: 49_ERIN_1246.3,Area: 48_LEDU_CTRL.2,Area: 47_CTRL_1177.1,Area: 46_CTRL_1154.2,Area: 45_LEDU_1154.1,Area: 44_BOCU_1154.2,Area: 43_ERIN_1154.3,Area: 42_ERIN_1154.2,Area: 41_CTRL_CTRL.1,Area: 40_CTRL_CTRL.3,Area: 39_ERIN_1177.2,Area: 38_BOCU_1177.2,Area: 37_ERLE_1246.3,Area: 36_ERIN_CTRL.1,Area: 35_LEDU_1246.3,Area: 34_ERLE_1177.2,Area: 33_BOCU_1177.1,Area: 32_ERLE_CTRL.2,Area: 31_BOCU_CTRL.1,Area: 30_ERLE_1154.3,Area: 29_LEDU_1246.1,Area: 28_ERLE_CTRL.1,Area: 27_LEDU_1177.2,Area: 26_LEDU_1246.2,Area: 25_ERIN_CTRL.2,Area: 24_ERLE_1177.1,Area: 22_BOCU_CTRL.2,Area: 21_LEDU_1177.3,Area: 20_ERIN_1154.1,Area: 19_CTRL_1246.2,Area: 18_BOCU_1154.3,Area: 17_ERIN_CTRL.2,Area: 16_ERLE_CTRL.2,Area: 15_BOCU_1177.3,Area: 14_CTRL_1177.3,Area: 13_ERLE_1246.1,Area: 12_ERLE_1177.3,Area: 11_ERIN_1246.1,Area: 10_CTRL_1154.3,Area: 9_ERLE_1154.2,Area: 8_ERIN_1246.2,Area: 7_BOCU_1154.1,Area: 6_LEDU_1177.1,Area: 5_LEDU_1154.2,Area: 4_BOCU_1246.3,Area: 3_LEDU_1154.3,Area: 2_CTRL_CTRL.2,Area: 1_ERIN_1177.3,Gap Status: 60_CTRL_1246.1,Gap Status: 59_CTRL_1154.1,Gap Status: 58_ERLE_1154.1,Gap Status: 57_CTRL_1246.3,Gap Status: 56_BOCU_1246.1,Gap Status: 55_LEDU_CTRL.2,Gap Status: 54_LEDU_CTRL.1,Gap Status: 53_ERIN_1177.1,Gap Status: 52_BOCU_1246.2,Gap Status: 51_ERLE_1246.2,Gap Status: 50_BOCU_CTRL.2,Gap Status: 49_ERIN_1246.3,Gap Status: 48_LEDU_CTRL.2,Gap Status: 47_CTRL_1177.1,Gap Status: 46_CTRL_1154.2,Gap Status: 45_LEDU_1154.1,Gap Status: 44_BOCU_1154.2,Gap Status: 43_ERIN_1154.3,Gap Status: 42_ERIN_1154.2,Gap Status: 41_CTRL_CTRL.1,Gap Status: 40_CTRL_CTRL.3,Gap Status: 39_ERIN_1177.2,Gap Status: 38_BOCU_1177.2,Gap Status: 37_ERLE_1246.3,Gap Status: 36_ERIN_CTRL.1,Gap Status: 35_LEDU_1246.3,Gap Status: 34_ERLE_1177.2,Gap Status: 33_BOCU_1177.1,Gap Status: 32_ERLE_CTRL.2,Gap Status: 31_BOCU_CTRL.1,Gap Status: 30_ERLE_1154.3,Gap Status: 29_LEDU_1246.1,Gap Status: 28_ERLE_CTRL.1,Gap Status: 27_LEDU_1177.2,Gap Status: 26_LEDU_1246.2,Gap Status: 25_ERIN_CTRL.2,Gap Status: 24_ERLE_1177.1,Gap Status: 22_BOCU_CTRL.2,Gap Status: 21_LEDU_1177.3,Gap Status: 20_ERIN_1154.1,Gap Status: 19_CTRL_1246.2,Gap Status: 18_BOCU_1154.3,Gap Status: 17_ERIN_CTRL.2,Gap Status: 16_ERLE_CTRL.2,Gap Status: 15_BOCU_1177.3,Gap Status: 14_CTRL_1177.3,Gap Status: 13_ERLE_1246.1,Gap Status: 12_ERLE_1177.3,Gap Status: 11_ERIN_1246.1,Gap Status: 10_CTRL_1154.3,Gap Status: 9_ERLE_1154.2,Gap Status: 8_ERIN_1246.2,Gap Status: 7_BOCU_1154.1,Gap Status: 6_LEDU_1177.1,Gap Status: 5_LEDU_1154.2,Gap Status: 4_BOCU_1246.3,Gap Status: 3_LEDU_1154.3,Gap Status: 2_CTRL_CTRL.2,Gap Status: 1_ERIN_1177.3,Gap Status: 1plus_RP_pos_MS2.raw (F193),name4plot,C,H,N,O,S,P,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class
Feature0097,4-Penten-1-amine,C5 H11 N,85.08916,17,0,"Protein digestion and absorption;Tropane, piperidine and pyridine alkaloid biosynthesis",13421664.72,115466454.9,77946660.49,29520937.1,114498862.7,929855.807,445179.4463,714414.6483,5573246.384,718918.2377,1220796.77,1432373.645,1387463.231,9580386.462,3660269.308,4699083.436,1382367.666,1853985.1,1259702.211,747609.9291,2576827.778,2121136.226,2911224.271,1135070.821,1979956.464,1786800.151,2240113.125,3696987.949,5335415.559,1027677.043,3021560.518,2586974.954,1524756.109,2539863.039,1608601.144,1041892.618,2138397.622,1191655.637,11653621.4,785641.6536,1707713.163,1460134.004,307865.6088,10813505.73,1812615.853,1720634.867,385837.6211,1790543.639,660022.8835,3654723.033,1045297.838,1508781.443,681978.1598,811349.575,1842360.385,465800.1273,2351260.289,9538340.33,1337586.431,Full gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,4-Penten-1-amine-peak3,5,11,1,0,0,0,0,2.2,0,-1.5999999999999996,105.89999999999998,1,1,0,0,0,Lipid
Feature0096,4-Penten-1-amine,C5 H11 N,85.08916,17,0,"Protein digestion and absorption;Tropane, piperidine and pyridine alkaloid biosynthesis",442959.052,2050925.241,393952.8919,565519.9326,2102308.662,66144396.86,38803126.84,20971240.89,49612446.49,8372114.92,21696132.99,33057777.48,25343734.96,114053546.8,42593792.25,98320869.92,81085773.13,30141956.75,22395443.03,68465700.18,52458471.29,23286900.46,58070589.23,18159233.36,72574002.71,38903670.82,47008109.85,51781312.16,71104898.72,40516637.97,28403714.66,37748945.86,43893201.52,53124632.02,16989730.68,62094800.14,25728275.23,18348474.44,75384720.05,31434431.61,19409727.45,55417540.99,21710544.35,67543023.71,70284464.02,26837292.39,10429887.84,18664179.08,10950967.2,45516479.27,18032601.49,23747922.83,60216799.8,87152806.5,65404007.27,19868551.69,80242854.89,50631830.34,21360696.49,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,Full gap,4-Penten-1-amine-peak2,5,11,1,0,0,0,0,2.2,0,-1.5999999999999996,105.89999999999998,1,1,0,0,0,Lipid
Feature0095,4-Penten-1-amine,C5 H11 N,85.08916,17,0,"Protein digestion and absorption;Tropane, piperidine and pyridine alkaloid biosynthesis",3687552.744,74790000.01,41337359.78,11143449.92,58234723.2,92492.27465,1145132.538,321246.6348,3224405.132,256599.17310000001,425209.356,897137.4216,729592.6089,1269808.527,1166196.045,5039449.872,1634865.688,685212.2365,660050.3463,844641.2243,238162.5156,1370317.274,1593113.684,407912.4985,1344330.576,588393.7176,966951.0564,181062.5444,1728489.882,1277212.626,1034556.295,563391.5047,397317.5524,360297.9672,413567.3659,379490.462,1062930.953,49803.46681,698619.6179,158835.8128,548080.8976,901275.8308,340191.2386,829328.3746,3542796.53,165088.5016,625100.5839,341348.0502,169698.4974,112069.7091,792319.8703,1469373.603,1719317.422,2092883.951,2948994.997,601090.5915,85114.99428,2069871.991,525864.516,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,4-Penten-1-amine-peak1,5,11,1,0,0,0,0,2.2,0,-1.5999999999999996,105.89999999999998,1,1,0,0,0,Lipid
Feature0094,4-Methoxycinnamaldehyde,C10 H10 O2,162.0681,108,140,Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,470268.3231,46359963.05,39135501.95,480274.9264,518069.4671,301528.7898,487596.5418,3485435.736,462107.2222,465265.9496,612456.201,458688.7536,370837.4235,5517676.248,47808364.73,55761858.52,88308544.88,50426382.59,27565665.34,552437.62990000006,620946.7849,805534.1194,6125170.259,469243.4123,544901.2207,579595.015,2493921,5539657.646,169511.9136,450838.3412,38017219.93,545191.5237,473472.0975,6709728.133,610298.7174,531364.1776,1122035.481,122172.2422,6138734.917,33029234.29,291789.5884,31078181.94,579286.5473,535735.8598,13713973.22,9348370.137,559381.0028,696623.3287,477246.3349,25079485.52,26534891.34,464919.661,96639789.6,9657804.836,62414616.97,587523.1575,69773487.22,710065.1493,400316.9258,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,4-Methoxycinnamaldehyde,10,10,0,2,0,0,0,1,0.2,-0.5999999999999996,77.39999999999999,6,4,0.5,0.5555555555555556,4,Lignin
Feature0093,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,90,41,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,2921464881,1973903.471,2928294.795,2717200157,2696385086,6018382.604,1134582.464,3113552.435,3311030211,3537447644,2463362.693,2889007953,866625.5557,1195948.337,560250.8132,873500.0538,628513.5699,1271819.314,1421004.752,1114134.814,7610830.249,2420634.426,8842235.936,3253125958,3181290.211,2738002075,947295.1296,1030166.785,1019143.783,1034002.946,768371.2311,3683488140,1598569.787,3842554.469,2542404197,489895.7405,1084500.901,1405968.526,807561.1044,2371426.754,2962285072,2853139.231,935956.4383,1485382.902,9040821.329,2448625.87,2727133793,19633163.72,3400228231,992672.5103,3074072.224,3437995406,1038612.831,1493802.381,2652842.302,3144662694,525856.2527,1067934.423,911964.5575,Full gap,Missing ions,Full gap,Full gap,Missing ions,Missing ions,Full gap,Full gap,Full gap,No gap,Missing ions,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak8",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Lignin
Feature0092,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,90,19,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,1660881001,986598.8568,1221881.749,1381738130,1131121259,1359003.922,676912.2531,955249.2354,1274225267,1722669065,837523.6988,1366231330,408153.3742,1001818.626,405459.3776,517153.1542,661357.8327,1085607.214,381226.7543,642616.104,2395047.185,690627.2654,844689.2986,1673476069,461977.7879,1029053728,482802.1774,636668.0064,389269.8988,428411.5754,383043.2268,1317345756,679663.2505,1447225.394,833896490.8,414773.7443,616627.6837,374551.9064,963543.4026,614852.4471,1196825378,673689.498,357732.7225,370011.8255,1589505.235,718816.6738,800034450.9,4603979.121,1703327472,551197.3328,1570210.519,1407773456,468446.6419,1153973.389,1169274.774,1359175145,378266.3429,381221.5256,557579.4303,Full gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak7",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Lignin
Feature0091,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,90,59,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,1246987609,619738.1238,602534.4317,1159643148,1182588899,1102912.2,630642.2665,843825.0353,1128241669,1262454123,623593.8065,1315862098,205303.8937,631276.2147,561174.6192,202534.5513,701840.8307,745777.2399,673356.5439,617131.915,918753.3326,910882.2575,2134486.65,1260642942,290050.4012,1245369642,564076.5391,248900.3177,191747.8198,763007.6468,663701.5354,1236820526,876857.6818,559320.9561,848438907.4,192219.7422,184843.4201,659945.6729,579611.1307,409116.5876,1262630331,586481.4439,189860.0146,444878.5204,1802791.116,692874.3561,816046868.7,3577729.911,1307260252,600307.6428,933118.1315,1387220619,604443.2799,407642.1239,842766.0745,948211892.7,602458.5852,809990.4968,646918.7357,Full gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak6",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Lignin
Feature0090,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,90,37,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,158170373.4,907801.3252,945281.4713,169033784.7,332038775.6,860413.403,369080.7319,476206.4845,287797051.6,395679123.5,327954.776,187336403.9,321101.4203,360123.7201,652634.2971,737401.9135,276021.165,479436.9345,511998.1603,1095036.354,953685.52,756317.089,1314382.234,405521184.5,754744.534,362107384.3,395990.6103,429344.3424,389572.4829,315030.8037,331111.8293,776945193.5,352672.235,997346.6436,299565875.5,560555.8929,322080.1781,312304.2223,343742.3661,605300.0858,414308335.1,757896.4971,317967.1152,289130.8235,444747.5258,612531.5078,193768575.1,1210904.605,370139823.9,379132.4258,778859.6608,628689633.2,652027.8372,499700.4938,793015.9362,397599473.5,322571.758,646657.4985,553689.4948,Full gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak5",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Lignin
Feature0089,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,90,50,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,151071230,932351.4341,1481942.092,194362075.4,395836723.6,1130214.95,938391.8325,1482669.61,307756370,467783379.5,427927.6851,451196627.2,842137.7851,926084.0047,970511.2755,756000.1922,892219.1353,971926.3983,882534.1503,983410.4417,1129410.49,1019624.299,1563712.914,545265193.1,1147133.942,318698240.5,1034022.301,757027.0047,723701.8415,934715.516,897800.9384,282668717.9,1179437.847,1415551.484,254579657,824580.3654,686615.6424,805121.8005,799227.8643,1171444.315,165975016.6,666711.3732,1011290.158,1069446.781,2916561.985,1187382.352,439357757.9,9270435.823,455700190,760874.2979,954159.8877,459496447.9,886913.5408,891349.5685,763467.6082,293119238.3,744298.2207,780990.8372,694196.9337,Full gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak4",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Lignin
Feature0088,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,90,83,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,255742378.2,512936.654,791851.1937,234090129.7,224249015.7,752012.9866,839403.9054,715001.2163,194558473.2,177748154.3,638357.3142,196952462.6,647263.6821,183665.4322,778924.7484,728484.9259,644101.9981,684759.4369,369377.0812,427105.4741,685235.2147,671222.4407,1028609.71,243330225,788033.8439,195434114.3,330619.6901,647523.8896,209833.0704,638726.601,655555.28,179800394.4,164511.0243,839916.7719,117552934.1,654467.0189,632892.3951,694007.7788,557245.1009,510203.8281,235255107.7,805750.3403,179419.8437,517345.0786,602144.2294,578959.1218,98884921.28,922394.8967,194168301.9,602218.9834,847974.76,198685554.1,491657.2253,444026.8283,939708.7397,172749598.6,658566.2579,181193.2911,577737.9504,Full gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak3",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Lignin
Feature0087,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,90,37,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,49599126.79,722135.1392,911444.9559,52063558.48,66437617.75,610857.7694,780133.9179,1014296.889,37752732.8,85927255.75,759600.2783,79640422.08,621762.9562,722816.1821,298166.1914,697228.763,454626.6324,627753.0498,611895.9776,581292.9586,761656.7433,787403.876,674378.185,100777002.8,737694.296,45757157.64,485812.0824,617015.255,687355.932,563804.9009,596064.268,26156936.33,547284.9811,717815.3312,25066400.73,567541.7727,471500.931,589804.7958,582825.515,652950.0178,26687238.02,602152.1143,427656.0584,380713.82,988226.7438,768835.4261,44359003.75,1660321.564,74478852.47,343719.387,582649.8801,50294826.22,514787.6938,612594.1898,625100.6061,57063619.74,511139.0585,326119.9709,583076.0497,Full gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak2",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Lignin
Feature0086,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,90,36,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,8386706.939,748709.5741,811825.9026,10768116.74,37654003.91,844586.4862,767722.7066,1078349.663,64555394.87,25886993.9,708489.8214,31248346.63,417752.1368,818963.1941,629013.2915,379825.1385,382955.6188,800111.3282,254047.211,1111150.202,803742.3172,510599.7712,802765.9334,20568580.97,831004.5628,91297153.65,289039.6453,663481.3349,744206.0411,462486.5422,875316.881,71041912.57,657966.9702,1118189.915,55007621.09,784421.7949,676838.9496,720820.6337,643749.1538,876756.349,16397633.83,251020.1298,237173.8742,569989.5927,717063.3196,743585.2959,38791556.75,751564.2547,20137255.48,394029.3574,661938.6733,30882331.93,319529.986,618029.6584,651231.4684,33918550.01,433643.7442,453378.7849,647011.922,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak1",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Lignin
Feature0085,"4-Hydroxy-N-(2-hydroxy-8-methyl-4-oxo-7-{[(2R,3R,4R,5R)-3,4,5-trihydroxy-6,6-dimethyltetrahydro-2H-pyran-2-yl]oxy}-4H-chromen-3-yl)-3-(3-methyl-2-buten-1-yl)benzamide",C29 H33 N O10,555.21068,3,75,Metabolic pathways;Biosynthesis of secondary metabolites;Other,100447393.3,179223.4172,174402.8679,87710256.15,77754175.33,198982.2433,195087.2884,195666.4825,66152179.53,61501999.97,192066.0803,62586807.01,197847.3531,197825.9683,181524.984,184880.7106,190160.9294,179602.179,187136.6778,183412.9975,188979.8737,191359.2922,187574.618,88260567,177695.24,70446278.08,181376.9517,197802.0976,178229.8828,188018.0244,182113.0978,65142805.29,177194.7628,183053.1405,45154033.46,195490.5482,191173.8087,203535.7958,189531.8095,186149.4658,85232025.11,189571.5193,211566.949,178472.3775,186256.0785,199942.6284,34549532.94,187627.6285,73521976.27,178766.3747,173643.2869,67542129.04,178080.1275,184604.3833,183719.6596,55512325.7,187854.7562,195163.2261,209783.4216,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"4-Hydroxy-N-(2-hydroxy-8-methyl-4-oxo-7-{[(2R,3R,4R,5R)-3,4,5-trihydroxy-6,6-dimethyltetrahydro-2H-pyran-2-yl]oxy}-4H-chromen-3-yl)-3-(3-methyl-2-buten-1-yl)benzamide",29,33,1,10,0,0,0,1.1379310344827587,0.3448275862068966,-0.3448275862068968,70.12758620689655,14,4,0.16666666666666666,0.34782608695652173,3,Lignin
