"","FeatureID","Name","Formula","MW","KEGG Pathways","Metabolika Pathways","name4plot","C","H","O","N","S","P","H_to_C","O_to_C","NOSC","GFE","DBE","DBE_O","AI","AI_mod","DBE_AI","Class","control_means","treatment_means","ratio","log2FC","pval","pval.adj","Comment","Plant"
"419","Feature0308","2-(2,4-Dihydroxyphenyl)-5,7-dihydroxy-6-(3-hydroxy-3-methylbutyl)-4H-chromen-4-one","C20 H20 O7",372.12097,"Metabolic pathways;Biosynthesis of secondary metabolites;Other","Other","2-(2,4-Dihydroxyphenyl)-5,7-dihydroxy-6-(3-hydroxy-3-methylbutyl)-4H-chromen-4-one",20,20,7,0,0,0,1,0.35,-0.3,68.85,11,4,0.307692307692308,0.454545454545455,4,"Phenol",170268.110291081,281653.765179151,1.65417801781938,0.726114501501513,0.0484894314885955,0.223270641767664,"Upregulated","ERIN"
"420","Feature0303","pro-gln","C10 H17 N3 O4",243.1219,NA,NA,"pro-gln",10,17,4,3,0,0,1.7,0.4,0,60.3,4,0,-1,-0.2,-3,"Protein",3332154.95319974,628683.71525585,0.188671812711515,-2.4060491923457,0.0478938872205089,0.223270641767664,"Downregulated","ERIN"
"421","Feature0301",NA,"C19 H36 N4 O6",416.26354,NA,NA,"Feature0301",19,36,6,4,0,0,1.89473684210526,0.315789473684211,-0.631578947368421,78.3,4,-2,-0.666666666666667,-0.25,-6,"Protein",105292.717986939,160829.229286153,1.52744873872572,0.611123963921496,0.0308241760862532,0.207625655224754,"Upregulated","ERIN"
"422","Feature0296","asn-tyr","C13 H17 N3 O5",295.11689,NA,NA,"asn-tyr-peak2",13,17,5,3,0,0,1.30769230769231,0.384615384615385,0.153846153846154,55.9153846153846,7,2,-0.2,0.2,-1,"Phenol",568339.343353608,1010734.79219496,1.77840018294511,0.830580001888466,0.0327385300606998,0.208264363987052,"Upregulated","ERIN"
"423","Feature0293","Asp-Trp","C15 H17 N3 O5",319.11688,NA,NA,"Asp-Trp",15,17,5,3,0,0,1.13333333333333,0.333333333333333,0.133333333333333,56.5,9,4,0.142857142857143,0.368421052631579,1,"Phenol",487573.353471903,870011.156432132,1.78436977787439,0.835414618299231,0.00790625414180821,0.167373908436015,"Upregulated","ERIN"
"424","Feature0284","?-Ribazole","C14 H18 N2 O4",278.12667,"Metabolic pathways;Biosynthesis of cofactors;Other",NA,"?-Ribazole-peak2",14,18,4,2,0,0,1.28571428571429,0.285714285714286,-0.285714285714286,68.4428571428571,7,3,0.125,0.3,1,"Phenol",3693112.99779026,1409440.99940968,0.381640366881005,-1.38971431867233,0.0024976862548508,0.14329541834281,"Downregulated","ERIN"
"425","Feature0282","pyricarbate","C11 H15 N3 O4",253.10625,NA,NA,"pyricarbate",11,15,4,3,0,0,1.36363636363636,0.363636363636364,0.181818181818182,55.1181818181818,6,2,-0.25,0.166666666666667,-1,"Phenol",7172753.99677277,3893494.53364694,0.542817240825315,-0.881461550884152,0.0340197078493266,0.210884597828422,"Downregulated","ERIN"
"426","Feature0281",NA,"C31 H37 N O11",599.23689,NA,NA,"Feature0281",31,37,11,1,0,0,1.19354838709677,0.354838709677419,-0.387096774193548,71.3322580645161,14,3,0.105263157894737,0.306122448979592,2,"Phenol",168866.772599809,279335.703193941,1.65417801793328,0.726114501600852,0.0484894314154784,0.223270641767664,"Upregulated","ERIN"
"427","Feature0273",NA,"C13 H17 N5 O7",355.11296,NA,NA,"Feature0273",13,17,7,5,0,0,1.30769230769231,0.538461538461538,0.923076923076923,33.9923076923077,8,1,-4,-0.111111111111111,-4,"Phenol",4124026.6026954,2769378.6100335,0.671522974227052,-0.574491336729131,0.0189774279258431,0.190597808713272,"Downregulated","ERIN"
"428","Feature0272","Aniflorine","C20 H21 N3 O3",351.15844,NA,NA,"Aniflorine",20,21,3,3,0,0,1.05,0.15,-0.3,68.85,12,9,0.428571428571429,0.483870967741935,6,"Phenol",1227971.1473371,2192588.97251407,1.78553785833549,0.836358723368864,0.047720838190534,0.223270641767664,"Upregulated","ERIN"
"429","Feature0265","Leu-Gly-Pro","C13 H23 N3 O4",285.16889,NA,NA,"Leu-Gly-Pro-peak2",13,23,4,3,0,0,1.76923076923077,0.307692307692308,-0.461538461538462,73.4538461538462,4,0,-0.5,-0.125,-3,"Protein",5066233.69003474,3403925.13565334,0.671884745930462,-0.573714318334449,0.0413716549707603,0.222737179731739,"Downregulated","ERIN"
"430","Feature0260","Gly-Ser","C5 H10 N2 O4",162.06409,NA,NA,"Gly-Ser",5,10,4,2,0,0,2,0.8,0.8,37.5,2,-2,4,-2,-4,"Carbohydrate",2653979.02384146,3814370.33446162,1.4372270090291,0.523287952494324,0.00677646849377526,0.166859965344082,"Upregulated","ERIN"
"431","Feature0257","(5-Benzyl-3,6-dioxo-2-piperazinyl)acetic acid","C13 H14 N2 O4",262.09538,NA,NA,"(5-Benzyl-3,6-dioxo-2-piperazinyl)acetic acid",13,14,4,2,0,0,1.07692307692308,0.307692307692308,0,60.3,8,4,0.285714285714286,0.444444444444444,2,"Phenol",5409207.56493807,3160089.32393235,0.584205594996156,-0.775451919817573,0.02479567396081,0.204804024859825,"Downregulated","ERIN"
"432","Feature0254","N-Acetyl-L-leucine","C8 H15 N O3",173.10526,"Other",NA,"N-Acetyl-L-leucine-peak2",8,15,3,1,0,0,1.875,0.375,-0.75,81.675,2,-1,-0.5,-0.0909090909090909,-2,"Protein",3710696.93569331,1993910.3414227,0.537341199234897,-0.896089637722302,0.0204171562262813,0.192062461153606,"Downregulated","ERIN"
"433","Feature0249","pre-putrebactin","C16 H30 N4 O7",390.2116,NA,NA,"pre-putrebactin",16,30,7,4,0,0,1.875,0.4375,-0.25,67.425,4,-3,-1.4,-0.411764705882353,-7,"Protein",269612.754461854,121148.964722285,0.449344338193857,-1.15410667082612,0.0288334279898539,0.204804024859825,"Downregulated","ERIN"
"434","Feature0244","Bis(methylbenzylidene)sorbitol","C22 H26 O6",386.17299,NA,NA,"Bis(methylbenzylidene)sorbitol",22,26,6,0,0,0,1.18181818181818,0.272727272727273,-0.636363636363637,78.4363636363636,10,4,0.25,0.368421052631579,4,"Phenol",1423324.0532186,7987235.36771203,5.61167736163125,2.48843206488169,4.49031829806732e-05,0.0251906856521576,"Upregulated","ERIN"
"435","Feature0242","Asp-tyr","C13 H16 N2 O6",296.10088,NA,NA,"Asp-tyr",13,16,6,2,0,0,1.23076923076923,0.461538461538462,0.153846153846154,55.9153846153846,7,1,-0.2,0.25,-1,"Phenol",986921.959555521,1399538.28920825,1.41808404976474,0.503943043568423,0.0143188892007481,0.175739880607489,"Upregulated","ERIN"
"436","Feature0238",NA,"C13 H23 N3 O6",317.15873,NA,NA,"Feature0238",13,23,6,3,0,0,1.76923076923077,0.461538461538462,-0.153846153846154,64.6846153846154,4,-2,-1.25,-0.285714285714286,-5,"Protein",1094952.09148645,2159221.82151402,1.97197835257137,0.979643714591408,0.019541969852273,0.190597808713272,"Upregulated","ERIN"
"437","Feature0233","(E)-5-(methylsulfanyl)pentanal oxime","C6 H13 N O S",147.0718,"2-Oxocarboxylic acid metabolism;Other",NA,"(E)-5-(methylsulfanyl)pentanal oxime",6,13,1,1,1,0,2.16666666666667,0.166666666666667,-1,88.8,1,0,-0.666666666666667,-0.428571428571429,-2,"Lipid",88399.6890009162,130169.160058174,1.47250699102374,0.558274483557498,0.0416218563477581,0.222737179731739,"Upregulated","ERIN"
"438","Feature0230","ser-trp","C14 H17 N3 O4",291.12193,NA,NA,"ser-trp",14,17,4,3,0,0,1.21428571428571,0.285714285714286,0,60.3,8,4,0.142857142857143,0.333333333333333,1,"Phenol",1572575.79497903,3809150.60851821,2.42223657561065,1.27633977741553,0.0124075986943248,0.175739880607489,"Upregulated","ERIN"
"439","Feature0229","Caffeic acid","C9 H8 O4",180.04231,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Biosynthesis of cofactors;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Biosynthesis of plant secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of various antibiotics;Phenylalanine metabolism;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Other","Superpathway of chorismate metabolism;Superpathway of scopolin and esculin biosynthesis;Superpathway of aromatic amino acid biosynthesis;Superpathway of 4-hydroxybenzoate biosynthesis (yeast);Other","Caffeic acid-peak1",9,8,4,0,0,0,0.888888888888889,0.444444444444444,0,60.3,6,2,0.4,0.571428571428571,2,"Phenol",2555668.73473527,1001485.21169372,0.391868162756024,-1.35155972863209,0.0137770582150968,0.175739880607489,"Downregulated","ERIN"
"440","Feature0226",NA,"C16 H21 N5 O9",427.13397,NA,NA,"Feature0226",16,21,9,5,0,0,1.3125,0.5625,0.75,38.925,9,0,-2.5,-0.0769230769230769,-5,"Phenol",4288815.7895054,3040709.29215269,0.70898575303542,-0.496171457876253,0.030090308791095,0.207124702230728,"Downregulated","ERIN"
"441","Feature0216",NA,"C19 H41 N O",299.31886,NA,NA,"Feature0216",19,41,1,1,0,0,2.15789473684211,0.0526315789473684,-1.89473684210526,114.3,0,-1,-0.117647058823529,-0.0857142857142857,-2,"Lipid",2151644.47882101,264558.94355488,0.122956625111155,-3.02377862300744,9.63292612924433e-05,0.0360271437233738,"Downregulated","ERIN"
"442","Feature0211","Prolylaspartic acid","C9 H14 N2 O5",230.09029,"Biosynthesis of secondary metabolites;Other",NA,"Prolylaspartic acid",9,14,5,2,0,0,1.55555555555556,0.555555555555556,0.222222222222222,53.9666666666667,4,-1,-1.5,-0.111111111111111,-3,"Amino Sugar",135159.326674074,78822.7131475022,0.583183677272799,-0.777977754247094,0.0212261543520919,0.192062461153606,"Downregulated","ERIN"
"443","Feature0203","asn-leu","C10 H19 N3 O4",245.13756,NA,NA,"asn-leu",10,19,4,3,0,0,1.9,0.4,-0.2,66,3,-1,-1.33333333333333,-0.4,-4,"Protein",1862289.89516039,2808882.46060904,1.50829495875406,0.592918586378893,0.00438535570265742,0.14329541834281,"Upregulated","ERIN"
"444","Feature0201",NA,"C13 H24 N4 O6",332.1696,NA,NA,"Feature0201",13,24,6,4,0,0,1.84615384615385,0.461538461538462,0,60.3,4,-2,-2,-0.5,-6,"Protein",2328946.40509047,3390522.91918545,1.4558183527859,0.541830356990293,0.0191215496871959,0.190597808713272,"Upregulated","ERIN"
"445","Feature0194","asn-lys","C10 H20 N4 O4",260.14846,NA,NA,"asn-lys",10,20,4,4,0,0,2,0.4,0,60.3,3,-1,-2.5,-0.75,-5,"Protein",2031367.07231457,3193634.27896982,1.57216010956156,0.652748149853535,0.0349306654606132,0.210926113897992,"Upregulated","ERIN"
"446","Feature0191","Leonurine","C14 H21 N3 O5",311.14813,NA,NA,"Leonurine-peak1",14,21,5,3,0,0,1.5,0.357142857142857,-0.142857142857143,64.3714285714286,6,1,-0.333333333333333,0.0588235294117647,-2,"Protein",3239508.5193082,1807419.88429653,0.55793027662187,-0.841843252146222,0.0393950591023304,0.219638115237784,"Downregulated","ERIN"
"447","Feature0188",NA,"C20 H36 N4 O7",444.25844,NA,NA,"Feature0188",20,36,7,4,0,0,1.8,0.35,-0.5,74.55,5,-2,-0.666666666666667,-0.2,-6,"Protein",179018.667743054,515594.47640387,2.88011570471469,1.52612677113461,0.0122481757428311,0.175739880607489,"Upregulated","ERIN"
"448","Feature0176","Arachidonoyl Serinol","C23 H39 N O3",377.29295,NA,NA,"Arachidonoyl Serinol",23,39,3,1,0,0,1.69565217391304,0.130434782608696,-1.30434782608696,97.4739130434782,5,2,0.0526315789473684,0.121951219512195,1,"Lipid",162099.147941992,275316.057235914,1.69844234674471,0.764212247079533,0.0208613348881717,0.192062461153606,"Upregulated","ERIN"
"449","Feature0174",NA,"C16 H21 N5 O9",427.13399,NA,NA,"Feature0174",16,21,9,5,0,0,1.3125,0.5625,0.75,38.925,9,0,-2.5,-0.0769230769230769,-5,"Phenol",4129206.21485986,2995647.00560066,0.725477694676562,-0.462996836590105,0.0459311391680745,0.223270641767664,"Downregulated","ERIN"
"450","Feature0170","Diacetin","C7 H12 O5",176.0685,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Other","Superpathway of branched chain amino acid biosynthesis","Diacetin",7,12,5,0,0,0,1.71428571428571,0.714285714285714,-0.285714285714286,68.4428571428571,2,-3,-1.5,-0.111111111111111,-3,"Carbohydrate",2858935.4534904,1532647.73473742,0.536090359391028,-0.899451903796901,0.0496917280854837,0.223270641767664,"Downregulated","ERIN"
"451","Feature0169","Marimastat","C15 H29 N3 O5",331.21071,NA,NA,"Marimastat-peak2",15,29,5,3,0,0,1.93333333333333,0.333333333333333,-0.666666666666667,79.3,3,-2,-0.714285714285714,-0.263157894736842,-5,"Protein",1103446.22536256,2173233.15928825,1.9694962104512,0.977826641034961,0.0091346134398785,0.168369745598029,"Upregulated","ERIN"
"452","Feature0164",NA,"C15 H20 N2 O3",276.14743,NA,NA,"Feature0164",15,20,3,2,0,0,1.33333333333333,0.2,-0.533333333333333,75.5,7,4,0.2,0.304347826086957,2,"Phenol",83979.3404413961,152386.740474422,1.81457415208879,0.859631013369967,0.0287786649238533,0.204804024859825,"Upregulated","ERIN"
"453","Feature0157","DLK","C16 H30 N4 O6",374.21636,NA,NA,"DLK",16,30,6,4,0,0,1.875,0.375,-0.375,70.9875,4,-2,-1,-0.333333333333333,-6,"Protein",903124.999905816,2570905.37189992,2.84667722869817,1.50927892196847,0.0197128524682814,0.190597808713272,"Upregulated","ERIN"
"454","Feature0156","NP-007065","C8 H10 O3",154.06303,"Microbial metabolism in diverse environments;Aminobenzoate degradation",NA,"NP-007065-peak1",8,10,3,0,0,0,1.25,0.375,-0.5,74.55,4,1,0.2,0.384615384615385,1,"Phenol",2149988.63125757,6452698.4953416,3.00127098419459,1.58557358548198,0.0207810268396419,0.192062461153606,"Upregulated","ERIN"
"455","Feature0151",NA,"C23 H32",308.25044,NA,NA,"Feature0151",23,32,0,0,0,0,1.39130434782609,0,-1.39130434782609,99.9521739130435,8,8,0.347826086956522,0.347826086956522,8,"Unsaturated HC",364094.928104267,827490.289260691,2.27273226125171,1.18442773777852,0.00445824575395805,0.14329541834281,"Upregulated","ERIN"
"456","Feature0150",NA,"C15 H27 N3 O5",329.19521,NA,NA,"Feature0150",15,27,5,3,0,0,1.8,0.333333333333333,-0.533333333333333,75.5,4,-1,-0.571428571428571,-0.157894736842105,-4,"Protein",3786767.27394052,5162840.54718753,1.36338997717572,0.447198282367314,0.023081521757745,0.201684608149587,"Upregulated","ERIN"
"457","Feature0142","4-hydroxy-5,8-dimethylquinoline-3-carboxylic acid","C12 H11 N O3",217.07394,"Metabolic pathways;Other",NA,"4-hydroxy-5,8-dimethylquinoline-3-carboxylic acid",12,11,3,1,0,0,0.916666666666667,0.25,-0.166666666666667,65.05,8,5,0.5,0.578947368421053,4,"Phenol",3351092.06590341,1561054.25809363,0.465834488397677,-1.10211064040002,0.000208629239161132,0.0468164012677581,"Downregulated","ERIN"
"458","Feature0139","Ser-met","C8 H16 N2 O4 S",236.08315,"Microbial metabolism in diverse environments;Other",NA,"Ser-met",8,16,4,2,1,0,2,0.5,0,60.3,2,-2,-5,-1,-5,"Protein",385171.990961938,1035730.01487878,2.68900657156332,1.42707328096394,0.0465865694062757,0.223270641767664,"Upregulated","ERIN"
"459","Feature0138","DL-TYROSINE","C9 H11 N O3",181.07393,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Biosynthesis of plant secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of various plant secondary metabolites;Biosynthesis of various antibiotics;Phenylalanine metabolism;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Other","Superpathway of chorismate metabolism;Superpathway of aromatic amino acid biosynthesis;Superpathway of 4-hydroxybenzoate biosynthesis (yeast);Other","DL-TYROSINE",9,11,3,1,0,0,1.22222222222222,0.333333333333333,-0.222222222222222,66.6333333333333,5,2,0.2,0.384615384615385,1,"Phenol",1896855.60146502,1480813.39138085,0.780667432058168,-0.357220010416637,0.031372155059052,0.207625655224754,"Downregulated","ERIN"
"460","Feature0132","Maclurin","C13 H10 O6",262.04778,"Metabolic pathways;Microbial metabolism in diverse environments;Other",NA,"Maclurin",13,10,6,0,0,0,0.769230769230769,0.461538461538462,0.153846153846154,55.9153846153846,9,3,0.428571428571429,0.6,3,"Condensed HC",109949.929090872,175640.470300084,1.59745869553877,0.675778628817488,0.0459465471992825,0.223270641767664,"Upregulated","ERIN"
"461","Feature0129","NP-019811","C6 H7 N O2",125.04763,"Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Aminobenzoate degradation;Other","Other","NP-019811-peak1",6,7,2,1,0,0,1.16666666666667,0.333333333333333,0,60.3,4,2,0.333333333333333,0.5,1,"Phenol",3618790.45225911,794758.488661255,0.219619925261246,-2.18691914449899,0.0104175509397603,0.175739880607489,"Downregulated","ERIN"
"462","Feature0124","Pivagabine","C9 H17 N O3",187.12087,"Metabolic pathways;Biosynthesis of cofactors;Other","Other","Pivagabine-peak1",9,17,3,1,0,0,1.88888888888889,0.333333333333333,-0.888888888888889,85.6333333333333,2,-1,-0.4,-0.0769230769230769,-2,"Protein",3030426.35813669,1469745.46610806,0.484996265347876,-1.0439544568347,0.0113789594168167,0.175739880607489,"Downregulated","ERIN"
"463","Feature0117","Isobutyric acid","C4 H8 O2",88.05244,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other","Superpathway of L-lysine degradation;Other","Isobutyric acid",4,8,2,0,0,0,2,0.5,-1,88.8,1,-1,-0.5,0,-1,"Protein",640356.381010088,235388.223304732,0.367589408468818,-1.44383289673062,0.0190740828559856,0.190597808713272,"Downregulated","ERIN"
"464","Feature0111","lamifiban","C24 H28 N4 O6",468.20092,NA,NA,"lamifiban-peak1",24,28,6,4,0,0,1.16666666666667,0.25,-0.166666666666667,65.05,13,7,0.214285714285714,0.352941176470588,3,"Phenol",4049638.99160236,1678287.13728416,0.414428827054555,-1.27080373664524,0.0130051504304718,0.175739880607489,"Downregulated","ERIN"
"465","Feature0108","Cyclo(leucylleucine)","C12 H22 N2 O2",226.16814,"Microbial metabolism in diverse environments;Other",NA,"Cyclo(leucylleucine)",12,22,2,2,0,0,1.83333333333333,0.166666666666667,-1,88.8,3,1,-0.125,0,-1,"Lipid",4436544.93710316,7915568.63953928,1.78417411561433,0.835256413170763,0.046678921964729,0.223270641767664,"Upregulated","ERIN"
"466","Feature0096","Fasoracetam","C10 H16 N2 O2",196.12116,NA,NA,"Fasoracetam",10,16,2,2,0,0,1.6,0.2,-0.6,77.4,4,2,0,0.142857142857143,0,"Lipid",1950210.43036693,897204.874046563,0.460055417649344,-1.12012043816921,0.0134561167933035,0.175739880607489,"Downregulated","ERIN"
"467","Feature0088",NA,"C14 H27 N O10",369.16362,NA,NA,"Feature0088",14,27,10,1,0,0,1.92857142857143,0.714285714285714,-0.285714285714286,68.4428571428571,2,-8,-3,-0.5,-9,"Carbohydrate",1825661.51691039,173395.93526317,0.094977044571007,-3.39627732565144,0.000155504536596695,0.0436190225153729,"Downregulated","ERIN"
"468","Feature0085","N,N-diacetyllegionaminic acid","C13 H22 N2 O8",334.13758,"Metabolic pathways;Other",NA,"N,N-diacetyllegionaminic acid",13,22,8,2,0,0,1.69230769230769,0.615384615384615,0,60.3,4,-4,-2,-0.285714285714286,-6,"Amino Sugar",1778280.7305897,891966.683836663,0.501589354533957,-0.99542136541576,0.0452269172698694,0.223270641767664,"Downregulated","ERIN"
"469","Feature0084",NA,"C16 H31 N3 O9",409.20616,NA,NA,"Feature0084",16,31,9,3,0,0,1.9375,0.5625,-0.25,67.425,3,-6,-2.25,-0.529411764705882,-9,"Amino Sugar",4322708.98830849,2816312.11549956,0.651515548031746,-0.618128486622515,0.0330209855811355,0.208264363987052,"Downregulated","ERIN"
"470","Feature0078",NA,"C14 H25 N3 O5",315.17946,NA,NA,"Feature0078",14,25,5,3,0,0,1.78571428571429,0.357142857142857,-0.428571428571429,72.5142857142857,4,-1,-0.666666666666667,-0.176470588235294,-4,"Protein",606088.380457633,1534400.4145398,2.531644664399,1.34007492574404,0.0272127597758038,0.204804024859825,"Upregulated","ERIN"
"471","Feature0077","Methyl N-{[(2R)-1-(methoxyacetyl)-4-(3-pyridinylcarbonyl)-2-piperazinyl]carbonyl}-O-methyl-L-tyrosinate","C25 H30 N4 O7",498.21169,NA,NA,"Methyl N-{[(2R)-1-(methoxyacetyl)-4-(3-pyridinylcarbonyl)-2-piperazinyl]carbonyl}-O-methyl-L-tyrosinate",25,30,7,4,0,0,1.2,0.28,-0.16,64.86,13,6,0.142857142857143,0.314285714285714,2,"Phenol",4196079.99823163,1647867.46709385,0.392715931962288,-1.34844196747958,0.0299682910491376,0.207124702230728,"Downregulated","ERIN"
"472","Feature0076",NA,"C19 H34 N4 O8",446.2376,NA,NA,"Feature0076",19,34,8,4,0,0,1.78947368421053,0.421052631578947,-0.315789473684211,69.3,5,-3,-1,-0.272727272727273,-7,"Protein",2943645.87959856,657695.594144422,0.223428911304411,-2.16211221481022,0.000958507647596288,0.0977677800548214,"Downregulated","ERIN"
"473","Feature0068","Deferiprone","C7 H9 N O2",139.06334,NA,NA,"Deferiprone",7,9,2,1,0,0,1.28571428571429,0.285714285714286,-0.285714285714286,68.4428571428571,4,2,0.25,0.4,1,"Phenol",3285904.92256315,1991938.24475859,0.606206902421508,-0.722117815789556,0.0121920730163358,0.175739880607489,"Downregulated","ERIN"
"474","Feature0057",NA,"C11 H13 N3 O3",235.09569,NA,NA,"Feature0057",11,13,3,3,0,0,1.18181818181818,0.272727272727273,0.181818181818182,55.1181818181818,7,4,0.2,0.384615384615385,1,"Phenol",2930336.57344046,79610.2991581326,0.027167629780037,-5.20196748559681,0.011714267505934,0.175739880607489,"Downregulated","ERIN"
"475","Feature0051","Ajmaline","C20 H26 N2 O2",326.19951,"Biosynthesis of secondary metabolites;Other",NA,"Ajmaline",20,26,2,2,0,0,1.3,0.1,-0.8,83.1,9,7,0.3125,0.352941176470588,5,"Unsaturated HC",152817.7966276,5004609.88496623,32.7488682300655,5.03337314422186,0.0123023152098118,0.175739880607489,"Upregulated","ERIN"
"476","Feature0042",NA,"C14 H27 N3 O5",317.19516,NA,NA,"Feature0042",14,27,5,3,0,0,1.92857142857143,0.357142857142857,-0.571428571428571,76.5857142857143,3,-2,-0.833333333333333,-0.294117647058824,-5,"Protein",572138.739297132,1200614.24713882,2.09846697081509,1.06933575585366,0.00534631568675105,0.146306492695968,"Upregulated","ERIN"
"477","Feature0040",NA,"C7 H9 N O3 S",187.03034,NA,NA,"Feature0040",7,9,3,1,1,0,1.28571428571429,0.428571428571429,0.285714285714286,52.1571428571429,4,1,-0.5,0.142857142857143,-1,"Phenol",3090985.67660225,2210300.48623126,0.715079498091016,-0.483824454218589,0.0396514512312877,0.219638115237784,"Downregulated","ERIN"
"478","Feature0038",NA,"C12 H17 N O4",239.11576,NA,NA,"Feature0038",12,17,4,1,0,0,1.41666666666667,0.333333333333333,-0.5,74.55,5,1,0,0.222222222222222,0,"Phenol",2961807.03813131,433727.233613423,0.146440071223233,-2.77161771445663,0.00927508187900391,0.168369745598029,"Downregulated","ERIN"
"479","Feature0032",NA,"C8 H9 N5 O3",223.07052,NA,NA,"Feature0032",8,9,3,5,0,0,1.125,0.375,1.5,17.55,7,4,-Inf,0.333333333333333,-1,"Phenol",2206275.72222276,1596088.82671255,0.723431260488394,-0.46707215465264,0.00308003565294011,0.14329541834281,"Downregulated","ERIN"
"480","Feature0029","(2Z)-8-Hydroxy-2-octene-4,6-diynoic acid","C8 H6 O3",150.03174,"Metabolic pathways;Microbial metabolism in diverse environments;Phenylalanine metabolism;Aminobenzoate degradation;Other","Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Anaerobic aromatic compound degradation (Thauera aromatica);Superpathway of aromatic compound degradation via 3-oxoadipate;Other","(2Z)-8-Hydroxy-2-octene-4,6-diynoic acid-peak1",8,6,3,0,0,0,0.75,0.375,0,60.3,6,3,0.6,0.692307692307692,3,"Condensed HC",115904.045918903,196482.743850784,1.69521902616119,0.761471684891125,0.0257523131000656,0.204804024859825,"Upregulated","ERIN"
"481","Feature0020",NA,"C16 H30 N4 O5",358.22177,NA,NA,"Feature0020",16,30,5,4,0,0,1.875,0.3125,-0.5,74.55,4,-1,-0.714285714285714,-0.263157894736842,-5,"Protein",1280482.7834953,834430.572934176,0.651653098104492,-0.617823932320736,0.025015547078584,0.204804024859825,"Downregulated","ERIN"
"482","Feature0014",NA,"C17 H31 N3 O6",373.22133,NA,NA,"Feature0014",17,31,6,3,0,0,1.82352941176471,0.352941176470588,-0.588235294117647,77.0647058823529,4,-2,-0.625,-0.181818181818182,-5,"Protein",852045.722270269,1479702.74376408,1.73664711304626,0.796304627980323,0.0176751009080465,0.190597808713272,"Upregulated","ERIN"
"483","Feature1062","2-Hydroxy-N-(2-hydroxyethyl)propionamide","C5 H11 N O3",133.07387,"Metabolic pathways;Biosynthesis of secondary metabolites;Other","Superpathway of linamarin and lotaustralin biosynthesis","2-Hydroxy-N-(2-hydroxyethyl)propionamide",5,11,3,1,0,0,2.2,0.6,-0.4,71.7,1,-2,-3,-0.6,-3,"Amino Sugar",51263220.708419,26310899.4761776,0.513251003596357,-0.96226355154604,0.00704157179123096,0.989734053160542,"Downregulated","BOCU"
"484","Feature0890","4-Hydroxyprolyllysine","C11 H21 N3 O4",259.15318,NA,NA,"4-Hydroxyprolyllysine-peak2",11,21,4,3,0,0,1.90909090909091,0.363636363636364,-0.363636363636363,70.6636363636364,3,-1,-1,-0.333333333333333,-4,"Protein",11935382.3309547,14079855.0959018,1.17967357102465,0.238387704828821,0.0437265523589758,0.989734053160542,"Upregulated","BOCU"
"485","Feature0809","10-Deoxymethymycin","C25 H43 N O6",453.30918,"Metabolic pathways;Biosynthesis of secondary metabolites;Other",NA,"10-Deoxymethymycin",25,43,6,1,0,0,1.72,0.24,-1.12,92.22,5,-1,-0.111111111111111,0.0476190476190476,-2,"Lipid",1019691.75287547,650377.05580321,0.637817314859305,-0.648784831849428,0.022767816301851,0.989734053160542,"Downregulated","BOCU"
"486","Feature0777","4-Methyl-6-[(1-methyl-2-piperidinyl)methyl]-5,6-dihydro-2H-pyran-2-one","C13 H21 N O2",223.15721,NA,NA,"4-Methyl-6-[(1-methyl-2-piperidinyl)methyl]-5,6-dihydro-2H-pyran-2-one",13,21,2,1,0,0,1.61538461538462,0.153846153846154,-1.07692307692308,90.9923076923077,4,2,0.1,0.181818181818182,1,"Lipid",29136705.1513806,22075894.6275835,0.757666129814181,-0.400365838802121,0.0403630328614038,0.989734053160542,"Downregulated","BOCU"
"487","Feature0736","1726033","C6 H13 N O6",195.07432,"Metabolic pathways;Microbial metabolism in diverse environments;Other",NA,"1726033-peak2",6,13,6,1,0,0,2.16666666666667,1,0.333333333333333,50.8,1,-5,6,-1.5,-6,"Carbohydrate",10446262.8200646,8335281.77351797,0.797919975506269,-0.325684031058073,0.0411197329479127,0.989734053160542,"Downregulated","BOCU"
"488","Feature0388",NA,"C14 H25 N3 O7",347.16934,NA,NA,"Feature0388",14,25,7,3,0,0,1.78571428571429,0.5,-0.142857142857143,64.3714285714286,4,-3,-1.5,-0.333333333333333,-6,"Protein",892035.3231211,1196818.02321651,1.34167111121679,0.424031061725825,0.0192518262796914,0.989734053160542,"Upregulated","BOCU"
