FeatureID,Name,Formula,MW,KEGG Pathways,name4plot,C,H,O,NA,F,N,Cl,P,S,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,gap_status,control_means,treatment_means,log2FC,pval,pval.adj,Comment,isolate
Feature0296,"3,4-Dihydroxyphenylpropionic acid",C9 H10 O4,164.04739,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Degradation of aromatic compounds;Phenylalanine, tyrosine and tryptophan biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Biosynthesis of various plant secondary metabolites;D-Amino acid metabolism;Other","3,4-Dihydroxyphenylpropionic acid-peak2",9,10,4,0,0,0,0,0,0,1.111111111,0.444444444,-0.222222222,66.63333333,5,1,0.2,0.428571429,1,Phenol,Full gap,20.92229253,21.45541824,0.533125713,0.037122474,0.049677277,Upregulated,1177
Feature0293,"3',4'-Dimethoxyacetophenone",C10 H12 O3,180.07864,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of various plant secondary metabolites;Other,"3',4'-Dimethoxyacetophenone",10,12,3,0,0,0,0,0,0,1.2,0.3,-0.6,77.4,5,2,0.285714286,0.411764706,2,Phenol,Full gap,18.96324659,25.36120313,6.397956537,5.97E-05,1.14E-04,Upregulated,1177
Feature0291,3696,C10 H14 O2,166.09939,Metabolic pathways;Biosynthesis of secondary metabolites;Other,3696,10,14,2,0,0,0,0,0,0,1.4,0.2,-1,88.8,4,2,0.25,0.333333333,2,Phenol,Full gap,22.52416935,25.01910223,2.494932884,6.66E-05,1.26E-04,Upregulated,1177
Feature0286,4-guanidinobutanal,C5 H11 N3 O,129.09017,Metabolic pathways;Other,4-guanidinobutanal,5,11,1,0,0,3,0,0,0,2.2,0.2,0,60.3,2,1,-2,-1,-2,Lipid,Full gap,25.87227762,22.97378863,-2.898488993,3.42E-10,1.35E-09,Downregulated,1177
Feature0285,4-Guanidinobutyric acid,C5 H11 N3 O2,145.08514,Metabolic pathways;Other,4-Guanidinobutyric acid,5,11,2,0,0,3,0,0,0,2.2,0.4,0.4,48.9,2,0,#NAME?,-2,-3,Protein,Full gap,25.92101973,22.79859144,-3.122428291,1.78E-07,4.65E-07,Downregulated,1177
Feature0282,4-Methoxycinnamaldehyde,C10 H10 O2,162.0681,Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,4-Methoxycinnamaldehyde,10,10,2,0,0,0,0,0,0,1,0.2,-0.6,77.4,6,4,0.5,0.555555556,4,Phenol,Full gap,20.88481662,23.52549789,2.640681264,1.53E-06,3.55E-06,Upregulated,1177
Feature0280,"4,5-Dideoxypentonic acid",C5 H10 O4,134.05785,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Other,"4,5-Dideoxypentonic acid",5,10,4,0,0,0,0,0,0,2,0.8,-0.4,71.7,1,-3,-3,-0.333333333,-3,Carbohydrate,Full gap,23.41736021,26.38833572,2.970975509,4.56E-08,1.29E-07,Upregulated,1177
Feature0276,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",C6 H8 O4,144.04225,Microbial metabolism in diverse environments;Other,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",6,8,4,0,0,0,0,0,0,1.333333333,0.666666667,0,60.3,3,-1,-0.5,0.25,-1,Other,Full gap,26.25697165,22.20623209,-4.050739555,2.56E-13,1.93E-12,Downregulated,1177
Feature0275,5-Methylhexan-3-one,C8 H15 N O4,189.10013,NA,5-Methylhexan-3-one,8,15,4,0,0,1,0,0,0,1.875,0.5,-0.5,74.55,2,-2,-1,-0.2,-3,Protein,Full gap,22.59363648,25.3056109,2.711974427,1.47E-15,1.65E-14,Upregulated,1177
Feature0274,6-(alpha-D-glucosaminyl)-1D-myo-inositol,C12 H23 N O10,341.13224,Metabolic pathways;Other,6-(alpha-D-glucosaminyl)-1D-myo-inositol,12,23,10,0,0,1,0,0,0,1.916666667,0.833333333,0,60.3,2,-8,-9,-0.666666667,-9,Carbohydrate,Full gap,26.86717937,24.33331065,-2.533868714,1.41E-09,4.88E-09,Downregulated,1177
Feature0273,6-Aminocaproic acid,C6 H13 N O2,131.09459,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Tropane, piperidine and pyridine alkaloid biosynthesis;Cyanoamino acid metabolism;Other",6-Aminocaproic acid,6,13,2,0,0,1,0,0,0,2.166666667,0.333333333,-1,88.8,1,-1,-0.666666667,-0.25,-2,Protein,Full gap,21.0415239,23.56547681,2.523952913,0.008496359,0.012461327,Upregulated,1177
Feature0272,"6-chloro-2-(3-ethyl-5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)-4-phenylquinoline",C31 H32 Cl N,453.2239,NA,"6-chloro-2-(3-ethyl-5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)-4-phenylquinoline",32,32,0,0,0,1,1,0,0,1,0,-0.90625,86.128125,17.5,17.5,0.532258065,0.532258065,16.5,UnsaturatedHC,Full gap,20.24057323,28.26902963,8.028456408,6.95E-14,5.62E-13,Upregulated,1177
Feature0270,6-hydroxypropylthymine,C8 H12 N2 O3,184.08482,NA,6-hydroxypropylthymine,8,12,3,0,0,2,0,0,0,1.5,0.375,0,60.3,4,1,-0.333333333,0.111111111,-1,Protein,Full gap,25.31880651,25.95399687,0.635190359,3.08E-11,1.51E-10,Upregulated,1177
Feature0267,"7-(tert-butyl)-4-imino-1,2,3,4,5,6-hexahydropyrido[3,4-d]pyridazine-1,5-dione",C11 H14 N4 O2,234.11166,NA,"7-(tert-butyl)-4-imino-1,2,3,4,5,6-hexahydropyrido[3,4-d]pyridazine-1,5-dione",11,14,2,0,0,4,0,0,0,1.272727273,0.181818182,0.181818182,55.11818182,7,5,0.2,0.333333333,1,Phenol,Full gap,26.68718516,21.83005423,-4.857130933,3.75E-12,2.24E-11,Downregulated,1177
Feature0266,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid,C18 H28 O3,292.20383,Metabolic pathways;Biosynthesis of secondary metabolites;Other,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid,18,28,3,0,0,0,0,0,0,1.555555556,0.166666667,-1.222222222,95.13333333,5,2,0.133333333,0.212121212,2,Lipid,Full gap,22.38878452,24.66732304,2.27853852,0.001074361,0.00177447,Upregulated,1177
Feature0265,8-hydroxy-deoxyguanosine,C10 H13 N5 O5,283.0917,Metabolic pathways;ABC transporters;Other,8-hydroxy-deoxyguanosine,10,13,5,0,0,5,0,0,0,1.3,0.5,1.2,26.1,7,2,#NAME?,-0.2,-3,Phenol,Full gap,26.61595968,27.62517551,1.009215831,1.14E-06,2.72E-06,Upregulated,1177
Feature0264,"9-Hydroxy-10-azatricyclo[7.2.1.0~1,6~]dodecan-11-one",C11 H17 N O2,195.12596,NA,"9-Hydroxy-10-azatricyclo[7.2.1.0~1,6~]dodecan-11-one",11,17,2,0,0,1,0,0,0,1.545454545,0.181818182,-0.909090909,86.20909091,4,2,0.125,0.222222222,1,Lipid,Full gap,19.83395632,22.53477142,2.700815096,0.009272684,0.013492,Upregulated,1177
Feature0263,Acetyl-L-carnitine,C9 H17 N O4,203.11568,NA,Acetyl-L-carnitine,9,17,4,0,0,1,0,0,0,1.888888889,0.444444444,-0.666666667,79.3,2,-2,-0.75,-0.166666667,-3,Protein,Full gap,22.51011313,20.84352136,-1.666591771,0.007133314,0.010552242,Downregulated,1177
Feature0262,Adenine,C5 H5 N5,135.05448,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Adenine,5,5,0,0,0,5,0,0,0,1,0,2,3.3,6,6,Inf,Inf,1,UnsaturatedHC,Full gap,27.636503,22.80255539,-4.833947603,8.43E-10,3.03E-09,Downregulated,1177
Feature0261,Adenosine,C10 H13 N5 O4,267.09675,Metabolic pathways;ABC transporters;Other,Adenosine,10,13,4,0,0,5,0,0,0,1.3,0.4,1,31.8,7,3,-2,0,-2,Phenol,Full gap,22.37070062,25.12142567,2.750725051,1.05E-07,2.80E-07,Upregulated,1177
Feature0260,Adenosine isomer,C10 H13 N5 O4,267.09676,Metabolic pathways;ABC transporters;Other,Adenosine isomer,10,13,4,0,0,5,0,0,0,1.3,0.4,1,31.8,7,3,-2,0,-2,Phenol,Full gap,26.53549343,29.38457293,2.849079498,1.25E-09,4.36E-09,Upregulated,1177
Feature0257,AMIDINOPROLINE,C6 H11 N3 O2,157.08515,NA,AMIDINOPROLINE,6,11,2,0,0,3,0,0,0,1.833333333,0.333333333,0.333333333,50.8,3,1,-2,-0.5,-2,Protein,Full gap,26.16993202,26.87725644,0.707324427,2.47E-10,1.02E-09,Upregulated,1177
Feature0256,Anhydroecgonine,C9 H13 N O2,167.09467,Metabolic pathways;Other,Anhydroecgonine,9,13,2,0,0,1,0,0,0,1.444444444,0.222222222,-0.666666667,79.3,4,2,0.166666667,0.285714286,1,Phenol,Full gap,22.39078644,25.3336847,2.942898266,0.004773189,0.007212237,Upregulated,1177
Feature0253,Asparagine,C4 H8 N2 O3,132.05347,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Cyanoamino acid metabolism;Other,Asparagine,4,8,3,0,0,2,0,0,0,2,0.75,1,31.8,2,-1,3,-3,-3,Carbohydrate,Full gap,25.32359785,22.54122327,-2.782374581,5.66E-08,1.58E-07,Downregulated,1177
Feature0251,Beauvericin,C45 H57 N3 O9,805.39159,NA,Beauvericin,45,57,9,0,0,3,0,0,0,1.266666667,0.2,-0.666666667,79.3,19,10,0.212121212,0.306666667,7,Phenol,Full gap,20.36375625,28.72390964,8.360153389,1.51E-11,8.01E-11,Upregulated,1177
Feature0249,"beta-D-Galactopyranosyl-(1->4)-3,6-anhydro-alpha-L-galactopyranosyl-(1->3)-beta-D-galactopyranose",C18 H30 O15,486.15857,Metabolic pathways;ABC transporters;Other,"beta-D-Galactopyranosyl-(1->4)-3,6-anhydro-alpha-L-galactopyranosyl-(1->3)-beta-D-galactopyranose",18,30,15,0,0,0,0,0,0,1.666666667,0.833333333,0,60.3,4,-11,-3.666666667,-0.333333333,-11,Carbohydrate,Full gap,26.84754091,22.24270362,-4.604837287,3.65E-15,3.94E-14,Downregulated,1177
Feature0248,Betaine,C5 H11 N O2,117.07895,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;D-Amino acid metabolism;Cyanoamino acid metabolism;Other,Betaine,5,11,2,0,0,1,0,0,0,2.2,0.4,-0.8,83.1,1,-1,-1,-0.333333333,-2,Protein,Full gap,29.89749162,30.50143078,0.603939158,0.00627498,0.009378367,Upregulated,1177
Feature0247,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",C12 H20 O10,324.10571,NA,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride-peak2",12,20,10,0,0,0,0,0,0,1.666666667,0.833333333,0,60.3,3,-7,-3.5,-0.285714286,-7,Carbohydrate,Full gap,29.39800293,23.36892252,-6.029080408,1.15E-15,1.35E-14,Downregulated,1177
Feature0246,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",C12 H20 O10,324.10571,NA,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride-peak1",12,20,10,0,0,0,0,0,0,1.666666667,0.833333333,0,60.3,3,-7,-3.5,-0.285714286,-7,Carbohydrate,Full gap,27.14243682,23.18960282,-3.952833995,1.30E-16,2.06E-15,Downregulated,1177
Feature0245,Bis(triaminomethyl) carbonate,C3 H12 N6 O3,180.0979,NA,Bis(triaminomethyl) carbonate,3,12,3,0,0,6,0,0,0,4,1,4,-53.7,1,-2,1.333333333,1.444444444,-8,Other,Full gap,22.31553868,28.01710951,5.701570824,2.82E-11,1.41E-10,Upregulated,1177
Feature0244,Buphedrine,C11 H17 N O,179.13104,NA,Buphedrine,11,17,1,0,0,1,0,0,0,1.545454545,0.090909091,-1.090909091,91.39090909,4,3,0.222222222,0.263157895,2,Lipid,Full gap,20.05729854,24.57573348,4.518434943,9.40E-05,1.76E-04,Upregulated,1177
Feature0243,Butyl glyoxylate,C6 H10 O3,130.06295,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Other,Butyl glyoxylate,6,10,3,0,0,0,0,0,0,1.666666667,0.5,-0.666666667,79.3,2,-1,-0.333333333,0.111111111,-1,Protein,Full gap,20.50186831,26.15592785,5.654059533,2.50E-19,6.55E-18,Upregulated,1177
Feature0241,Cafestol,C20 H28 O3,294.21942,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Cafestol,20,28,3,0,0,0,0,0,0,1.4,0.15,-1.1,91.65,7,4,0.235294118,0.297297297,4,Phenol,Full gap,22.8591924,27.2654073,4.406214894,1.75E-08,5.30E-08,Upregulated,1177
Feature0240,Caffeic acid,C9 H8 O4,180.04228,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Degradation of aromatic compounds;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",Caffeic acid,9,8,4,0,0,0,0,0,0,0.888888889,0.444444444,0,60.3,6,2,0.4,0.571428571,2,Phenol,Full gap,20.53341801,24.1697486,3.636330595,1.88E-08,5.65E-08,Upregulated,1177
Feature0239,Cantharidin,C10 H12 O4,196.07358,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Degradation of aromatic compounds;Other,Cantharidin,10,12,4,0,0,0,0,0,0,1.2,0.4,-0.4,71.7,5,1,0.166666667,0.375,1,Phenol,Full gap,20.50160816,22.77146459,2.269856426,1.31E-04,2.38E-04,Upregulated,1177
Feature0236,Choline O-Sulfate,C5 H13 N O4 S,183.05656,ABC transporters,Choline O-Sulfate,5,13,4,0,0,1,0,0,1,2.6,0.8,0,60.3,0,-4,6,-4,-6,Other,Full gap,25.80895065,28.51131504,2.702364395,2.49E-11,1.26E-10,Upregulated,1177
Feature0235,Citric acid,C6 H8 O7,192.02696,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;Biosynthesis of phenylpropanoids;Central carbon metabolism in cancer;Other,Citric acid,6,8,7,0,0,0,0,0,0,1.333333333,1.166666667,1,31.8,3,-4,4,-0.2,-4,Other,Full gap,29.40804531,26.79815504,-2.609890271,1.05E-05,2.17E-05,Downregulated,1177
Feature0234,Cyclo(leucylprolyl),C11 H18 N2 O2,210.13681,NA,Cyclo(leucylprolyl),11,18,2,0,0,2,0,0,0,1.636363636,0.181818182,-0.727272727,81.02727273,4,2,0,0.125,0,Lipid,Full gap,26.8152841,27.51505496,0.699770866,2.06E-07,5.29E-07,Upregulated,1177
Feature0233,Cyclo(phenylalanyl-prolyl),C14 H16 N2 O2,244.12118,NA,Cyclo(phenylalanyl-prolyl),14,16,2,0,0,2,0,0,0,1.142857143,0.142857143,-0.428571429,72.51428571,8,6,0.4,0.454545455,4,Phenol,Full gap,26.30364376,27.15766386,0.854020102,1.15E-12,7.87E-12,Upregulated,1177
Feature0232,Cytarabine,C9 H13 N3 O5,243.0855,Metabolic pathways;ABC transporters;Cyanoamino acid metabolism;Other,Cytarabine,9,13,5,0,0,3,0,0,0,1.444444444,0.555555556,0.666666667,41.3,5,0,-3,-0.142857143,-3,Phenol,Full gap,26.30869055,22.70318317,-3.605507381,1.81E-10,7.71E-10,Downregulated,1177
Feature0229,D-(+)-Glucose,C6 H12 O6,197.08999,NA,D-(+)-Glucose,6,12,6,0,0,0,0,0,0,2,1,0,60.3,1,-5,#NAME?,-0.666666667,-5,Carbohydrate,Full gap,30.3655917,27.78284632,-2.582745377,3.31E-09,1.09E-08,Downregulated,1177
Feature0228,D-(+)-Glucose isomer,C6 H12 O6,197.08998,NA,D-(+)-Glucose isomer,6,12,6,0,0,0,0,0,0,2,1,0,60.3,1,-5,#NAME?,-0.666666667,-5,Carbohydrate,Full gap,25.68384699,23.95039357,-1.733453418,1.59E-09,5.45E-09,Downregulated,1177
Feature0227,D-(+)-Maltose,C12 H22 O11,364.09813,NA,D-(+)-Maltose,12,22,11,0,0,0,0,0,0,1.833333333,0.916666667,0,60.3,2,-9,-9,-0.538461538,-9,Carbohydrate,Full gap,27.99906473,26.5163429,-1.482721831,0.001011951,0.001686585,Downregulated,1177
Feature0226,D-Gluconic acid,C6 H12 O7,196.05832,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other,D-Gluconic acid,6,12,7,0,0,0,0,0,0,2,1.166666667,0.333333333,50.8,1,-6,6,-1,-6,Carbohydrate,Full gap,26.06296794,23.29495823,-2.768009707,2.32E-08,6.87E-08,Downregulated,1177
Feature0225,D-Glucono-delta-lactone,C6 H10 O6,178.04775,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other,D-Glucono-delta-lactone,6,10,6,0,0,0,0,0,0,1.666666667,1,0.333333333,50.8,2,-4,#NAME?,-0.333333333,-4,Carbohydrate,Full gap,25.82331043,22.32077219,-3.502538241,2.85E-08,8.33E-08,Downregulated,1177
Feature0224,D-Glucose 6-phosphate,C6 H13 O9 P,260.02972,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;ABC transporters;Biosynthesis of phenylpropanoids;Phenylalanine, tyrosine and tryptophan biosynthesis;Central carbon metabolism in cancer;Other",D-Glucose 6-phosphate,6,13,9,0,0,0,0,1,0,2.166666667,1.5,0,60.3,1,-8,2.25,-9,-9,Carbohydrate,Full gap,25.98232645,24.52797403,-1.454352417,1.65E-09,5.65E-09,Downregulated,1177
Feature0223,D-lysopine,C9 H18 N2 O4,218.12664,Other,D-lysopine,9,18,4,0,0,2,0,0,0,2,0.444444444,-0.444444444,72.96666667,2,-2,-1.333333333,-0.4,-4,Protein,Full gap,25.17834192,24.47012193,-0.70821999,0.00451235,0.006893868,Downregulated,1177
Feature0221,D-Raffinose,C18 H32 O16,526.15103,NA,D-Raffinose,18,32,16,0,0,0,0,0,0,1.777777778,0.888888889,0,60.3,3,-13,-6.5,-0.5,-13,Carbohydrate,Full gap,27.79593258,22.86718119,-4.928751395,4.23E-11,2.04E-10,Downregulated,1177
Feature0220,D-Raffinose isomer 1,C18 H32 O16,521.19564,NA,D-Raffinose isomer 1,18,32,16,0,0,0,0,0,0,1.777777778,0.888888889,0,60.3,3,-13,-6.5,-0.5,-13,Carbohydrate,Full gap,29.0895525,25.18268994,-3.906862556,2.02E-11,1.05E-10,Downregulated,1177
Feature0219,D-Raffinose isomer 2,C18 H32 O16,521.19563,NA,D-Raffinose isomer 2,18,32,16,0,0,0,0,0,0,1.777777778,0.888888889,0,60.3,3,-13,-6.5,-0.5,-13,Carbohydrate,Full gap,28.2447007,22.43290275,-5.811797952,1.21E-10,5.36E-10,Downregulated,1177
Feature0218,Di(2-Tetrahydrofurylmethyl)amine,C10 H19 N O2,185.14155,NA,Di(2-Tetrahydrofurylmethyl)amine,10,19,2,0,0,1,0,0,0,1.9,0.2,-1.2,94.5,2,0,-0.142857143,0,-1,Lipid,Full gap,21.37384332,27.45988394,6.086040615,3.60E-22,1.98E-20,Upregulated,1177
Feature0217,Diacetylene glycol,C6 H6 O2,110.03673,Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,Diacetylene glycol,6,6,2,0,0,0,0,0,0,1,0.333333333,-0.333333333,69.8,4,2,0.5,0.6,2,Phenol,Full gap,26.74511344,20.7864996,-5.958613842,5.11E-16,6.54E-15,Downregulated,1177
Feature0216,"Diethyl 1-[4,6-diamino-2-(methylsulfanyl)-5-pyrimidinyl]-1,2-hydrazinedicarboxylate",C11 H18 N6 O4 S,330.10982,NA,"Diethyl 1-[4,6-diamino-2-(methylsulfanyl)-5-pyrimidinyl]-1,2-hydrazinedicarboxylate",11,18,4,0,0,6,0,0,1,1.636363636,0.363636364,0.909090909,34.39090909,6,2,#NAME?,-1.5,-5,Protein,Full gap,19.86714431,24.33923473,4.472090422,8.99E-08,2.44E-07,Upregulated,1177
Feature0215,Dipropylene glycol dimethyl ether,C8 H18 O3,162.12559,NA,Dipropylene glycol dimethyl ether,8,18,3,0,0,0,0,0,0,2.25,0.375,-1.5,103.05,0,-3,-0.6,-0.230769231,-3,Protein,Full gap,26.78835377,27.37445922,0.586105446,2.79E-04,4.98E-04,Upregulated,1177
Feature0214,"DL-2,6-Diaminopimelic acid",C7 H14 N2 O4,190.09538,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;D-Amino acid metabolism;Other,"DL-2,6-Diaminopimelic acid",7,14,4,0,0,2,0,0,0,2,0.571428571,0,60.3,2,-2,-4,-0.666666667,-4,AminoSugar,Full gap,23.6671071,25.27469741,1.607590308,9.63E-10,3.39E-09,Upregulated,1177
Feature0213,DL-Arginine,C6 H14 N4 O2,174.1118,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;D-Amino acid metabolism;Other,DL-Arginine,6,14,2,0,0,4,0,0,0,2.333333333,0.333333333,0.333333333,50.8,2,0,#NAME?,-3,-4,Other,Full gap,26.0861427,27.26652635,1.180383654,1.61E-05,3.25E-05,Upregulated,1177
Feature0212,DL-Carbidopa,C10 H14 N2 O4,226.09535,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other,DL-Carbidopa,10,14,4,0,0,2,0,0,0,1.4,0.4,0,60.3,5,1,-0.25,0.166666667,-1,Phenol,Full gap,27.39319873,29.64633536,2.253136638,4.55E-15,4.81E-14,Upregulated,1177
Feature0211,DL-Carnitine,C7 H15 N O3,161.10522,Other,DL-Carnitine,7,15,3,0,0,1,0,0,0,2.142857143,0.428571429,-0.857142857,84.72857143,1,-2,-1,-0.333333333,-3,Protein,Full gap,22.94197016,29.19350526,6.251535094,1.47E-12,9.73E-12,Upregulated,1177
Feature0210,DL-Stachydrine,C7 H13 N O2,143.09464,ABC transporters,DL-Stachydrine,7,13,2,0,0,1,0,0,0,1.857142857,0.285714286,-0.857142857,84.72857143,2,0,-0.25,0,-1,Lipid,Full gap,21.18873597,27.51187477,6.323138808,1.05E-08,3.32E-08,Upregulated,1177
Feature0209,DL-Tryptophan,C11 H12 N2 O2,204.08987,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;Biosynthesis of phenylpropanoids;Protein digestion and absorption;Phenylalanine, tyrosine and tryptophan biosynthesis;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Biosynthesis of various plant secondary metabolites;Other",DL-Tryptophan,11,12,2,0,0,2,0,0,0,1.090909091,0.181818182,-0.181818182,65.48181818,7,5,0.428571429,0.5,3,Phenol,Full gap,27.20881884,28.06747812,0.858659281,5.78E-06,1.27E-05,Upregulated,1177
Feature0208,DL-Tryptophan isomer 1,C11 H12 N2 O2,187.06332,Microbial metabolism in diverse environments;Other,DL-Tryptophan isomer 1,11,12,2,0,0,2,0,0,0,1.090909091,0.181818182,-0.181818182,65.48181818,7,5,0.428571429,0.5,3,Phenol,Full gap,27.08208558,27.9405096,0.858424018,5.09E-06,1.12E-05,Upregulated,1177
Feature0207,DL-Tryptophan isomer 2,C11 H12 N2 O2,187.06332,Microbial metabolism in diverse environments;Other,DL-Tryptophan isomer 2,11,12,2,0,0,2,0,0,0,1.090909091,0.181818182,-0.181818182,65.48181818,7,5,0.428571429,0.5,3,Phenol,Full gap,27.12328806,27.92802446,0.804736399,1.03E-05,2.15E-05,Upregulated,1177
Feature0206,Ergocalciferol,C28 H44 O,378.32869,NA,Ergocalciferol,28,44,1,0,0,0,0,0,0,1.571428571,0.035714286,-1.5,103.05,7,6,0.222222222,0.236363636,6,Lipid,Full gap,21.48984277,25.41511266,3.925269887,0.00268304,0.004228287,Upregulated,1177
Feature0204,Glucosamine,C6 H13 N O5,179.07941,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Glucosamine,6,13,5,0,0,1,0,0,0,2.166666667,0.833333333,0,60.3,1,-4,#NAME?,-1,-5,Carbohydrate,Full gap,22.17854645,25.40336413,3.224817681,2.56E-10,1.05E-09,Upregulated,1177
Feature0203,Glutaric acid,C5 H8 O4,132.04224,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Other,Glutaric acid,5,8,4,0,0,0,0,0,0,1.6,0.8,0,60.3,2,-2,-2,0,-2,Carbohydrate,Full gap,25.64616011,22.1260305,-3.520129617,8.38E-10,3.03E-09,Downregulated,1177
Feature0202,Glycerol 3-phosphate,C3 H9 O6 P,172.01368,Metabolic pathways;Biosynthesis of secondary metabolites;ABC transporters;Other,Glycerol 3-phosphate,3,9,6,0,0,0,0,1,0,3,2,-0.666666667,79.3,0,-6,1.75,4,-7,Other,Full gap,23.05299223,25.99935642,2.946364191,2.52E-09,8.51E-09,Upregulated,1177
Feature0201,Glycyl-L-leucine,C8 H16 N2 O3,188.11612,Metabolic pathways;Other,Glycyl-L-leucine,8,16,3,0,0,2,0,0,0,2,0.375,-0.5,74.55,2,-1,-1,-0.333333333,-3,Protein,Full gap,24.52381656,24.94685717,0.423040612,0.010703359,0.015532578,Upregulated,1177
Feature0199,Guanine,C5 H5 N5 O,151.04943,Metabolic pathways;Other,Guanine,5,5,1,0,0,5,0,0,0,1,0.2,2.4,-8.1,6,5,0,-1,0,Phenol,Full gap,26.65112743,22.89663642,-3.754491015,3.76E-05,7.41E-05,Downregulated,1177
Feature0198,H-arg-glu-OH,C11 H21 N5 O5,303.15427,NA,H-arg-glu-OH,11,21,5,0,0,5,0,0,0,1.909090909,0.454545455,0.363636364,49.93636364,4,-1,-6,-1,-6,Protein,Full gap,22.2376442,24.16566278,1.928018576,7.46E-06,1.60E-05,Upregulated,1177
Feature0197,HC blue 2,C12 H19 N3 O5,285.13251,NA,HC blue 2,12,19,5,0,0,3,0,0,0,1.583333333,0.416666667,0,60.3,5,0,-0.75,-0.076923077,-3,Protein,Full gap,22.44579815,23.70242582,1.256627672,4.17E-05,8.19E-05,Upregulated,1177
