Checked,Tags,Name,KEGG compound names,KEGG Ids,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,mzCloud Best Sim. Match,KEGG Pathways,MS2,Area: 60_CTRL_1246.1,Area: 59_CTRL_1154.1,Area: 57_CTRL_1246.3,Area: 47_CTRL_1177.1,Area: 46_CTRL_1154.2,Area: 41_CTRL_CTRL.1,Area: 40_CTRL_CTRL.3,Area: 19_CTRL_1246.2,Area: 14_CTRL_1177.3,Area: 10_CTRL_1154.3,Area: 2_CTRL_CTRL.2,Gap Status: 60_CTRL_1246.1,Gap Status: 59_CTRL_1154.1,Gap Status: 57_CTRL_1246.3,Gap Status: 47_CTRL_1177.1,Gap Status: 46_CTRL_1154.2,Gap Status: 41_CTRL_CTRL.1,Gap Status: 40_CTRL_CTRL.3,Gap Status: 38_BOCU_1177.2,Gap Status: 14_CTRL_1177.3,Gap Status: 10_CTRL_1154.3,Gap Status: 2_CTRL_CTRL.2
TRUE,,Pipecolic acid,L-Pipecolate; N4-Acetylaminobutanal,C00408; C05936,C6 H11 N O2,Full match,Full match,Full match,Full match,0.04,129.07898,1.933,62144524.41,57,180,90.8,9.5,92.8,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",DDA for preferred ion,1304467.419,11529060.82,1389289.66,10574871.21,4383900.625,58218088.17,48345471.72,1579476.278,4271279.632,6519986.873,47878766.76,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap
TRUE,,Pipecolic acid,L-Pipecolate; N4-Acetylaminobutanal,C00408; C05936,C6 H11 N O2,Full match,Full match,Full match,Full match,-0.21,129.07895,1.378,44241587.13,57,47,99.5,10,99.5,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",DDA for preferred ion,2104577.123,11175078.26,2500005.515,44241587.13,4179125.868,640004.2228,488723.1919,2963652.003,22286421.91,9670294.956,394099.0289,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,Pinolenic acid,"(6Z,9Z,12Z)-Octadecatrienoic acid; (9Z,12Z,15Z)-Octadecatrienoic acid",C06426; C06427,C18 H30 O2,Full match,Full match,Partial match,Not the top hit,-0.01,278.22458,20.057,219089893.4,58,15,83.5,77.7,,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Other,DDA for preferred ion,3580158.838,4409291.155,4876251.053,25695241.62,4583602.146,3537854.291,4870207.123,5672454.417,83292773.72,4106525.856,3598984.271,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap
TRUE,,Phloroglucinol,"Benzene-1,2,4-triol",C02814,C6 H6 O3,Full match,Full match,No results,Partial match,-0.29,126.03166,1.198,132222549.4,32,66,81.8,64.2,87.8,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other,DDA for preferred ion,51467359.65,4352656.787,63626727.64,4622581.549,7371588.083,97424375.8,93209775.79,68802444.99,3772527.185,4447962.81,119564432.7,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap
TRUE,,Phenacetin,L-Homophenylalanine,C17235,C10 H13 N O2,Full match,Full match,No results,Partial match,-0.17,179.0946,11.661,127372269.1,104,25,65.8,47.3,84.7,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",DDA for preferred ion,13548789.84,116143325.4,15489863.59,94448533.07,85724553.06,94885993.38,80293091.57,24779558.92,111673709.4,99356311.14,86930432.51,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,No gap,Full gap,Full gap,No gap
TRUE,,"pentane-1,2,3,4,5-pentol",Xylitol; Ribitol; L-Arabitol; D-Arabitol,C00379; C00474; C00532; C01904,C5 H12 O5,Full match,Full match,Full match,Full match,0.06,152.06848,1.193,348431473.5,9,3,98.9,98.4,,Metabolic pathways;ABC transporters;Other,DDA for preferred ion,4841487.385,234377456.2,4222303.651,261079121.4,164320708.3,4582213.136,3261469.562,4284874.699,254010315.5,164419268.8,4771707.823,Full gap,Full gap,Missing ions,Full gap,Missing ions,Missing ions,Full gap,Full gap,No gap,Full gap,Missing ions
TRUE,,Penicillic acid,"3,4-Dihydroxyphenylethyleneglycol; 1,6-Dihydroxy-5-methylcyclohexa-2,4-dienecarboxylate; cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate; 1,2-Dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate; 2-Hydroxy-6-oxo-octa-2,4-dienoate",C05576; C06720; C06729; C06731; C07123,C8 H10 O4,Full match,Full match,No results,Full match,0.24,170.05795,9.807,266330540.3,48,60,86.7,70.9,91.8,Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,DDA for preferred ion,590356.9819,17129352.8,431193.241,202007329.2,3757693.735,508773.3148,635131.9975,748424.32,128985985.4,7680196.916,571921.0469,Full gap,Full gap,No gap,Full gap,No gap,No gap,Full gap,No gap,No gap,Full gap,Full gap
TRUE,,"Octahydro-1,6,7,8-indolizinetetrol",NA,NA,C8 H15 N O4,Full match,Invalid mass,No results,Full match,0.15,189.10014,6.126,65966584.8,32,77,,,73,,DDA for preferred ion,412820.0368,1173987.828,350067.6861,35435823.7,4558935.109,389305.3552,141757.1259,270388.8905,65966584.8,20551953,337049.2418,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap
TRUE,,O-Ethylthreonine,N-Hydroxy-L-isoleucine,C20310,C6 H13 N O3,Full match,Invalid mass,Partial match,Full match,0.08,147.08956,2.972,69401446.15,31,24,,,79.6,Biosynthesis of secondary metabolites;Cyanoamino acid metabolism,DDA for preferred ion,210346.2974,4910933.728,217397.5366,1317539.812,202500.3907,13357788.73,9857444.051,415134.1355,32343291.19,7613082.665,10868139.7,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap
TRUE,,N~2~-Acetyl-L-ornithine,N-Acetylornithine,C00437,C7 H14 N2 O3,Full match,Invalid mass,Full match,Full match,0.18,174.10047,1.41,448493791,23,29,,,79.9,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Other,DDA for preferred ion,2382368.636,5821622.652,2109928.011,878399.7643,1209718.703,307467044.3,255608768.1,3070730.126,2201579.66,6211330.907,233302422.9,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap
TRUE,,NP-021733,(E)-4-(Trimethylammonio)but-2-enoate,C04114,C7 H13 N O2,Full match,Full match,No results,Partial match,0.06,143.09464,7.341,84134098.1,55,31,99.3,97.7,74.1,ABC transporters,DDA for preferred ion,288284.4422,198335.1181,309217.1746,205395.0731,262059.1761,400087.7648,313634.2061,450409.9623,185705.2072,197089.6718,300405.7188,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,NP-019988,Ferulate; 5-Hydroxyconiferaldehyde,C01494; C12204,C10 H10 O4,Full match,Full match,Partial match,Not the top hit,0.04,194.05792,11.371,135377065.8,80,6,75.4,71.8,,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids,DDA for preferred ion,725389.5037,4155541.268,433631.2267,12619960.15,46500865.7,925225.7673,918385.2163,951033.3837,3940799.69,2013171.869,315320.524,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,NP-019811,"3,6-Dihydronicotinic acid",C16671,C6 H7 N O2,Full match,Full match,Partial match,Partial match,-0.28,125.04764,1.691,161048607.5,21,108,98.4,83.9,97.7,"Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",DDA for preferred ion,2892494.472,2822106.403,3312983.863,2448811.617,2189409.222,93514326.83,76655662.05,332732.4153,1477634.073,870476.7369,80173097.48,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap
TRUE,,NP-019445,Ferulate; 5-Hydroxyconiferaldehyde,C01494; C12204,C10 H10 O4,Full match,Full match,Partial match,Partial match,0.08,194.05792,12.61,716701000.1,80,10,96.3,90.1,,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids,DDA for preferred ion,298376.2627,35205229.57,378375.8359,138087651.1,368485398.7,625628.3388,832934.6638,618836.033,30560023.26,11557381.19,653519.9344,Full gap,Full gap,No gap,Full gap,Missing ions,Missing ions,Full gap,Missing ions,Full gap,Full gap,Missing ions
TRUE,,NP-016455,NA,NA,C11 H18 N2 O4,Full match,Full match,No results,Partial match,-0.03,242.12665,10.911,95354555.97,7,6,94,81.6,80.1,,DDA for preferred ion,197421.7644,502190.558,497519.554,1188676.073,281377.6165,86479989.79,71111535.02,721528.3349,766646.859,466542.2861,76876229.75,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap
TRUE,,NP-014287,9(10)-EpOME; 12(13)-EpOME,C14825; C14826,C18 H32 O3,Full match,Full match,No results,Partial match,0.04,296.23516,20.233,221774884.8,26,20,99.6,10,,Metabolic pathways;Other,DDA for preferred ion,78476547.45,9191325.299,57215406.64,18133790.89,11004270.6,10533277.63,9817493.875,112152438.9,21159666.47,10496050.1,8713759.954,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,NP-013538,NA,NA,C12 H16 O8,Full match,Full match,No results,Partial match,0.17,288.08457,7.503,720916910.7,11,7,99.9,93.4,77.2,,DDA for preferred ion,4351729.945,2201883.116,10919020.32,1898040.174,1374869.79,20422916.04,18697013.35,18320994.48,1979603.421,1585420.157,17111682.48,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,NP-011220,NA,NA,C11 H18 N2 O2,Full match,Full match,No results,Partial match,-0.07,210.13681,11.523,170715178.9,14,9,99,98.4,,,DDA for preferred ion,105404977.5,164116057,122786384.8,132220984.8,122864993.5,113561894,99682009.8,133240537.3,146213813.9,132210361.6,100299326.7,Full gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap
TRUE,,NP-007065,Vanillyl alcohol,C06317,C8 H10 O3,Full match,Full match,No results,Partial match,0.12,154.06301,11.851,94633130.13,53,30,98,9.9,94.7,Microbial metabolism in diverse environments;Other,DDA for preferred ion,62069841.04,2063500.329,61871623.56,2884419.187,1495822.807,517131.7473,164126.5325,83567956.88,5538813.792,1638533.776,623144.2577,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,NP-003553,"5,6-DHET; 8,9-DHET; 11,12-DHET; 14,15-DHET",C14772; C14773; C14774; C14775,C20 H34 O4,Full match,Full match,No results,Not the top hit,0.09,338.24574,20.058,529733662.7,42,6,96,9.8,,Metabolic pathways;Biosynthesis of secondary metabolites;Other,DDA for preferred ion,1207236.657,1987907.113,1515247.909,72871105.33,1960875.877,2259043.964,2538818.539,1644353.721,208846209.6,1985436.135,1773449.209,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap
TRUE,,Nonylbenzene,Pentalenene; Aristolochene; delta-Cadinene; beta-Caryophyllene; Longifolene; gamma-Humulene,C01841; C02004; C06394; C09629; C09699; C16829,C15 H24,Full match,Invalid mass,Partial match,Full match,-0.16,204.18777,17.828,51238201.19,455,167,,,94.6,Metabolic pathways;Biosynthesis of secondary metabolites;Other,DDA for preferred ion,337612.7662,27691140.23,361175.3007,973371.1526,37367474.43,371883.442,316676.7746,952752.3895,1658950.763,19117118.56,818538.3541,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap
TRUE,,Nicotinic acid,Nicotinate; Picolinic acid,C00253; C10164,C6 H5 N O2,Full match,Full match,Partial match,Partial match,-0.36,123.03198,2.4,49783049.7,9,45,99.8,93.4,96.8,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;Degradation of aromatic compounds;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",DDA for preferred ion,10524332.71,24546985.47,12693440.82,40586265.45,16050790.59,41728521.24,35685151.66,21985709.11,16778057.96,21808356.14,36056980.25,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,Nicotinamide,Nicotinamide,C00153,C6 H6 N2 O,Full match,Full match,Full match,Partial match,-0.43,122.04796,2.75,51717545.01,13,35,99.8,93.4,98.6,Metabolic pathways;Biosynthesis of cofactors;Other,DDA for preferred ion,664880.8644,258037.9414,707513.1587,446767.4062,338700.5561,13312752.41,10793623.46,31230799.18,16835244.31,170059.0154,10417694.27,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,Ne-Acetyllysine,N6-Acetyl-L-lysine,C02727,C8 H16 N2 O3,Full match,Invalid mass,Full match,Full match,0.15,188.11612,2.448,94711448.87,27,149,,,94,Metabolic pathways;Other,DDA for preferred ion,41030789.41,9076923.493,62576740.37,16520683.22,6759987.541,41498940.84,31913814.2,75279022.21,25696390.95,4895524.496,35137778.16,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,N8-Acetylspermidine,NA,NA,C9 H21 N3 O,Full match,Full match,No results,Full match,0.14,187.16849,0.982,27474615.93,2,1,69.5,67.8,,,DDA for preferred ion,205512.046,2691453.093,256917.2795,2535375.209,182066.9168,315529.7948,197478.7431,420377.1476,2217691.772,2060909.119,238838.7289,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,"N3,N4-Dimethyl-L-arginine",NA,NA,C8 H18 N4 O2,Full match,Full match,No results,Partial match,-0.62,202.14285,1.293,197046296.6,6,2,85.3,69,,,DDA for preferred ion,3061854.624,52902923.09,4894211.652,57868532.49,14560878.14,30257757.03,28107475.2,6337979.945,71187397.69,56635299.57,35112915.56,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,No gap
TRUE,,N-Methyl-Nâ€²-piperazinoacetohydrazide,NA,NA,C7 H16 N4 O,Full match,No results,No results,Full match,0.17,172.13244,3.512,504836293.6,2,0,,,,,DDA for preferred ion,481035982.3,142266.8286,504836293.6,100032.6434,67699.28124,224091.7578,587654.4116,334250.7518,80311.0446,97947.33255,5099908.344,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,N-Methyl-Nâ€²-piperazinoacetohydrazide,NA,NA,C7 H16 N4 O,Full match,No results,No results,Full match,0.12,172.13243,3.559,450505716.3,2,0,,,,,DDA for preferred ion,6813094.022,140474.6073,14054271.13,232828.8467,83939.30004,5745406.026,5017005.087,433033197.5,1040819.556,100439.802,127113.923,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap
TRUE,,N-Caffeoylputrescine,NA,NA,C13 H18 N2 O3,Full match,Invalid mass,No results,Full match,-0.17,250.1317,16.532,252820632,27,21,,,78,,DDA for preferred ion,140745.9464,137850.6802,132045.8581,21516187.43,139518.6191,152368.7411,463671.2735,149226.4518,123397704.4,143169.5385,151084.9689,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap
TRUE,,N-Allyl-N'-(4-piperidinylmethyl)ethanediamide,NA,NA,C11 H19 N3 O2,Full match,Invalid mass,No results,Full match,0.02,225.14773,5.697,138447324.7,12,36,,,95.1,,DDA for preferred ion,96851246.66,58724779.15,114135132.5,20474258.17,22518869.71,130676469.2,106480294.5,124616018.8,22257553.95,52436562.71,115546891.6,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap
TRUE,,N-Acetylvaline,5-Acetamidopentanoate,C03087,C7 H13 N O3,Full match,Invalid mass,Partial match,Full match,0.08,159.08956,1.213,35339329.59,56,2,,,95.1,"Metabolic pathways;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",DDA for preferred ion,296818.8423,701453.1948,312486.8346,4388638.262,2013466.58,419840.389,313592.9114,306207.2236,507357.8546,163954.5644,296795.9533,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap
TRUE,,N-Acetyl-L-histidine,NA,NA,C8 H11 N3 O3,Full match,Invalid mass,No results,Full match,0.09,197.08006,1.406,24588377.48,14,58,,,86.5,,DDA for preferred ion,3592388.443,6322425.917,3797104.485,4303729.691,5478987.177,4870751.927,4465883.852,4649910.959,7178611.961,5518006.683,3997039.647,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,N-Acetyl-D-galactosamine,N-Acetyl-D-glucosamine; N-Acetyl-D-mannosamine; N-Acetyl-D-galactosamine,C00140; C00645; C01132,C8 H15 N O6,Full match,Full match,Full match,Full match,-0.14,221.08991,1.241,31533005.5,22,10,78.2,73.9,79.3,Metabolic pathways;ABC transporters;Other,DDA for preferred ion,3615490.25,16634881.4,6757600.761,31533005.5,13316047.98,4014982.378,5323836.886,5752426.41,13502224.75,12601610.37,6160248.619,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,"N-Acetyl-3,4,5,6-tetrahydroxynorleucine",NA,NA,C8 H15 N O7,Full match,Invalid mass,No results,Full match,0.11,237.08488,1.102,210795148,12,4,,,73.3,,DDA for preferred ion,122707672.9,42994303.78,154570446.9,30765197.56,15770279.98,114982072.9,89129779.83,140657401.2,27362407.54,36414611.87,94536516,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,"N-[5-(1,2-Dihydroxyethyl)-4-hydroxy-2-oxotetrahydro-3-furanyl]acetamide",O-Succinyl-L-homoserine,C01118,C8 H13 N O6,Full match,Invalid mass,Partial match,Not the top hit,0.04,219.0743,1.104,140809935.8,7,4,,,74.6,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Other,DDA for preferred ion,75248601.37,25760131.04,96526403.08,18425279.02,11393011.83,74347540.22,59011538.85,87277771.93,15870994.81,24223119.82,60147518.37,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap
TRUE,,"N-[3-Chloro-4-(3-methyl-2,5-dioxo-3-phenyl-1-pyrrolidinyl)phenyl]-2-pyridinecarboxamide",NA,NA,C23 H18 Cl N3 O3,Full match,No results,No results,Full match,-1.34,419.10311,13.834,500771472.9,2,0,,,,,DDA for preferred ion,377879.7735,441484.5095,399510.2952,5769361.643,490249.1807,516673.996,500196.3777,469298.5203,246563491.9,490913.6623,501191.753,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap
TRUE,,N-(3-Carboxypropanoyl)-5-hydroxynorvaline,NA,NA,C9 H15 N O6,Full match,Invalid mass,No results,Full match,-0.05,233.08993,1.171,409150562.9,5,1,,,73.8,,DDA for preferred ion,190257392.5,35041400.63,223052948.7,16254440.12,16048177.19,316253099.7,224591996.7,131496400.3,16607799.85,25691296.44,298433086.1,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",gamma-Glutamyltyramine,C20926,C14 H14 N6,Not the top hit,Full match,No results,Not the top hit,-4.9,266.12669,5.644,78476407.76,29,6,74.5,71.2,86.8,Metabolic pathways;Biosynthesis of cofactors;Other,DDA for preferred ion,6793145.139,16842566.07,7588329.676,65473429.3,18836485.07,164327.9713,358635.2283,12402558.36,68561313.2,18744937.41,139575.5684,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap
TRUE,,"N,N'-1,4-Butanediyldiacetamide",NA,NA,C8 H16 N2 O2,Full match,Invalid mass,No results,Full match,0.14,172.1212,7.204,132308344.8,20,35,,,76.8,,DDA for preferred ion,5216100.629,194598.7513,7941370.23,258691.5562,96442.04771,1693012.376,1315445.204,12934809.91,415105.2601,210751.436,1060423.916,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,muramic acid,Deoxyadenosine,C00559,C9 H17 N O7,Full match,Not the top hit,No results,Full match,0.03,251.10051,1.164,494318678.9,8,4,,,78.1,Metabolic pathways;ABC transporters;Other,DDA for preferred ion,7535769.533,34008441.41,17091504.26,19946389.82,13874050.21,358032922.6,306549421.1,49805890.59,10621416.91,34562189.98,301042185.7,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap
TRUE,,MFCD09839908,NA,NA,C11 H16 N2 O3,Full match,Invalid mass,No results,Full match,-0.08,224.11608,1.223,21554460.01,20,53,,,83.4,,DDA for preferred ion,1635922.83,13461940.99,1182591.167,5008065.493,20756024.63,6787751.534,8392523.821,1493502.69,3121204.419,13545351.75,5905612.01,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,MFCD00634809,NA,NA,C16 H20 N2 O3,Full match,Invalid mass,Partial match,Full match,-0.13,288.14736,15.315,64210932.32,25,147,,,91.2,,DDA for preferred ion,132963.417,219622.2247,105883.0532,33316541.89,3368350.238,191475.2118,177653.2043,119854.0193,11772517.74,1979598.384,169419.0735,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap
TRUE,,MFCD00063043,NA,NA,C11 H14 N2 O3,Full match,Invalid mass,No results,Full match,-0.03,222.10044,8.178,49715354.46,41,119,,,86.1,,DDA for preferred ion,10025696.28,15716611.29,20418569.84,554047.5783,243073.5161,571047.9635,290367.4883,1086828.7,356413.8683,270828.9973,19548075.22,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,MFCD00063043,NA,NA,C11 H14 N2 O3,Full match,Invalid mass,No results,Full match,0.04,222.10045,8.212,48334590.31,41,111,,,86.6,,DDA for preferred ion,203202.3616,622183.9511,829686.7998,34971206.95,9680513.115,20786745.37,18152958.6,28362754.52,14434205.56,9283127.461,19548075.22,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,MFCD00025556,NA,NA,C8 H14 N2 O5,Full match,Invalid mass,No results,Full match,0.09,218.09029,1.317,76770785.72,13,11,,,83.9,,DDA for preferred ion,28198292.99,22226105.48,52958041.39,66257846.08,26720533.86,23107662.84,20049826.12,48139067.88,19648613.41,12963823.64,21165626.58,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,MFCD00025555,NA,NA,C9 H18 N2 O3,Full match,Invalid mass,No results,Full match,-0.22,202.1317,7.221,129324912.1,21,93,,,96.9,,DDA for preferred ion,2117767.605,527980.8415,2169320.274,26011307.49,8836262.395,121427333.3,92620047.82,71954606.61,62456660.23,7744129.392,98203483.8,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap
TRUE,,Mevalonolactone,4-Methyl-2-oxopentanoate; (S)-3-Methyl-2-oxopentanoic acid; Adipate semialdehyde,C00233; C00671; C06102,C6 H10 O3,Full match,Full match,Partial match,Full match,-0.15,130.06297,5.801,124832863.3,73,69,79.6,49.9,76.8,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Other,DDA for preferred ion,9040781.744,14916702.65,11355428.47,28246572,1556494.511,653380.663,927554.2345,12830035.93,50230586.6,25843399.78,477252.2625,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,Methylhippuric acid,Phenylacetylglycine,C05598,C10 H11 N O3,Full match,Full match,No results,Partial match,0.67,193.07402,7.295,164443374.8,66,73,76.5,48,91.4,Other,DDA for preferred ion,573678.5525,613244.8984,733019.2394,1832619.459,1492729.942,1859032.693,2200944.881,712624.8943,8069042.886,351234.9454,2222146.073,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap
TRUE,,Methyl piperonyl ketone,Coniferyl aldehyde; 2-Oxo-4-phenylbutyric acid,C02666; C20327,C10 H10 O3,Full match,Invalid mass,No results,Full match,0.28,178.06304,19.373,237767084.9,80,73,,,95.9,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",DDA for preferred ion,237767084.9,1297118.44,195788286,651279.3903,707659.9944,613176.6313,596464.2828,198610912,720136.0577,660023.551,602052.9734,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap
TRUE,,methyl N-acetylneuraminate,NA,NA,C12 H21 N O9,Full match,Invalid mass,No results,Full match,0.28,323.12172,5.967,625792802.1,3,300,,,96.8,,DDA for preferred ion,13424868.33,1251809.404,3767444.292,1130770.01,944515.0787,23210425.44,24894099.61,179267895,858173.9226,1442972.022,540995623.3,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,methyl N-acetylneuraminate,NA,NA,C12 H21 N O9,Full match,Invalid mass,No results,Full match,0.13,323.12167,1.035,125978436.6,3,15,,,74.9,,DDA for preferred ion,8803184.142,7687570.105,12742589.56,9299732.115,1467850.421,125179922.2,125978436.6,19395190.41,212780.8549,1154069.002,120215528.5,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,Methyl glycyl-N~5~-(diaminomethylene)-L-ornithinate,beta-Alanyl-L-arginine,C05340,C9 H19 N5 O3,Full match,Invalid mass,No results,Full match,1.64,245.14919,0.995,23441514.96,7,4,,,67.2,Metabolic pathways;Other,DDA for preferred ion,5913477.288,3792927.277,12622835.17,3120810.085,3183275.98,5169090.279,5578533.488,14051417.55,7420305.952,3720841.097,5622576.483,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
