Checked,Tags,Name,KEGG compound names,KEGG Ids,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,mzCloud Best Sim. Match,KEGG Pathways,MS2,Area: 60_CTRL_1246.1,Area: 59_CTRL_1154.1,Area: 58_ERLE_1154.1,Area: 57_CTRL_1246.3,Area: 56_BOCU_1246.1,Area: 55_LEDU_CTRL.2,Area: 54_LEDU_CTRL.1,Area: 53_ERIN_1177.1,Area: 52_BOCU_1246.2,Area: 51_ERLE_1246.2,Area: 50_BOCU_CTRL.2,Area: 49_ERIN_1246.3,Area: 48_LEDU_CTRL.2,Area: 47_CTRL_1177.1,Area: 46_CTRL_1154.2,Area: 45_LEDU_1154.1,Area: 44_BOCU_1154.2,Area: 43_ERIN_1154.3,Area: 42_ERIN_1154.2,Area: 41_CTRL_CTRL.1,Area: 40_CTRL_CTRL.3,Area: 39_ERIN_1177.2,Area: 38_BOCU_1177.2,Area: 37_ERLE_1246.3,Area: 36_ERIN_CTRL.1,Area: 35_LEDU_1246.3,Area: 34_ERLE_1177.2,Area: 33_BOCU_1177.1,Area: 32_ERLE_CTRL.2,Area: 31_BOCU_CTRL.1,Area: 30_ERLE_1154.3,Area: 29_LEDU_1246.1,Area: 28_ERLE_CTRL.1,Area: 27_LEDU_1177.2,Area: 26_LEDU_1246.2,Area: 25_ERIN_CTRL.2,Area: 24_ERLE_1177.1,Area: 22_BOCU_CTRL.2,Area: 21_LEDU_1177.3,Area: 20_ERIN_1154.1,Area: 19_CTRL_1246.2,Area: 18_BOCU_1154.3,Area: 17_ERIN_CTRL.2,Area: 16_ERLE_CTRL.2,Area: 15_BOCU_1177.3,Area: 14_CTRL_1177.3,Area: 13_ERLE_1246.1,Area: 12_ERLE_1177.3,Area: 11_ERIN_1246.1,Area: 10_CTRL_1154.3,Area: 9_ERLE_1154.2,Area: 8_ERIN_1246.2,Area: 7_BOCU_1154.1,Area: 6_LEDU_1177.1,Area: 5_LEDU_1154.2,Area: 4_BOCU_1246.3,Area: 3_LEDU_1154.3,Area: 2_CTRL_CTRL.2,Area: 1_ERIN_1177.3,Gap Status: 60_CTRL_1246.1,Gap Status: 59_CTRL_1154.1,Gap Status: 58_ERLE_1154.1,Gap Status: 57_CTRL_1246.3,Gap Status: 56_BOCU_1246.1,Gap Status: 55_LEDU_CTRL.2,Gap Status: 54_LEDU_CTRL.1,Gap Status: 53_ERIN_1177.1,Gap Status: 52_BOCU_1246.2,Gap Status: 51_ERLE_1246.2,Gap Status: 50_BOCU_CTRL.2,Gap Status: 49_ERIN_1246.3,Gap Status: 48_LEDU_CTRL.2,Gap Status: 47_CTRL_1177.1,Gap Status: 46_CTRL_1154.2,Gap Status: 45_LEDU_1154.1,Gap Status: 44_BOCU_1154.2,Gap Status: 43_ERIN_1154.3,Gap Status: 42_ERIN_1154.2,Gap Status: 41_CTRL_CTRL.1,Gap Status: 40_CTRL_CTRL.3,Gap Status: 39_ERIN_1177.2,Gap Status: 38_BOCU_1177.2,Gap Status: 37_ERLE_1246.3,Gap Status: 36_ERIN_CTRL.1,Gap Status: 35_LEDU_1246.3,Gap Status: 34_ERLE_1177.2,Gap Status: 33_BOCU_1177.1,Gap Status: 32_ERLE_CTRL.2,Gap Status: 31_BOCU_CTRL.1,Gap Status: 30_ERLE_1154.3,Gap Status: 29_LEDU_1246.1,Gap Status: 28_ERLE_CTRL.1,Gap Status: 27_LEDU_1177.2,Gap Status: 26_LEDU_1246.2,Gap Status: 25_ERIN_CTRL.2,Gap Status: 24_ERLE_1177.1,Gap Status: 22_BOCU_CTRL.2,Gap Status: 21_LEDU_1177.3,Gap Status: 20_ERIN_1154.1,Gap Status: 19_CTRL_1246.2,Gap Status: 18_BOCU_1154.3,Gap Status: 17_ERIN_CTRL.2,Gap Status: 16_ERLE_CTRL.2,Gap Status: 15_BOCU_1177.3,Gap Status: 14_CTRL_1177.3,Gap Status: 13_ERLE_1246.1,Gap Status: 12_ERLE_1177.3,Gap Status: 11_ERIN_1246.1,Gap Status: 10_CTRL_1154.3,Gap Status: 9_ERLE_1154.2,Gap Status: 8_ERIN_1246.2,Gap Status: 7_BOCU_1154.1,Gap Status: 6_LEDU_1177.1,Gap Status: 5_LEDU_1154.2,Gap Status: 4_BOCU_1246.3,Gap Status: 3_LEDU_1154.3,Gap Status: 2_CTRL_CTRL.2,Gap Status: 1_ERIN_1177.3,Gap Status: 1plus_RP_pos_MS2.raw (F193)
TRUE,,"(2S)-3-Hydroxy-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)butanoic acid (non-preferred name)",NA,NA,C10 H19 N O8,Full match,Invalid mass,No results,Not the top hit,-0.02,281.11106,1.241,171293219.3,24,1,,,60.5,,DDA for preferred ion,19254860.87,53889145.97,14152962.25,21450069.05,28167075.29,82396604.46,58383640.55,10221005.98,81485398.23,10145542.48,171293219.3,10268591.06,46348517.79,62552748.63,17290823.41,33846914.91,31726864.71,11728493.1,6402284.123,70061324.83,67709881.14,15669755.9,44941474.54,13725902.12,82286121.59,48696761.93,97923100.44,24256562.46,85882196.16,78993845.78,8905379.434,66003416.32,71916127.71,30269691.91,49944225.24,77239820.56,12462179.05,36446335.14,23537920.91,10490612.66,25693832.08,85741536.1,51428956.14,97047887.47,20861030.4,21050260.45,15268077.22,14033366.18,12555075.29,45035416.22,4907035.032,14429556.89,25975011.35,18925745.88,23912811.68,17949387.72,27863914.81,80353230.4,10499624.8,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Missing ions,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Missing ions,Full gap,Full gap,Full gap,Missing ions,Full gap,Missing ions,Full gap,Missing ions,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap
FALSE,,"(2S)-2-(2-hydroxypropan-2-yl)-2H,3H,7H-furo[3,2-g]chromen-7-one",NA,NA,C14 H14 O4,No match,Invalid mass,No results,No match,-9.75,246.08681,10.142,118829741.7,6,9,87.3,9.4,,,DDA for preferred ion,213306.2778,316324.9162,188157.7216,212175.0413,185365.0777,220820.3599,90853.18191,175843.6307,288830.5497,226401.3411,118829741.7,357609.2525,221582.3272,229638.1886,262807.9527,272306.5024,236896.423,298493.3252,231264.075,180455.1851,185209.2843,286755.5615,95686.51167,187747.8393,285175.9628,256060.3289,308937.1718,222024.3974,175774.5006,276636.6818,207648.0902,326826.6881,261124.2068,286854.9788,107406.2902,177362.181,250020.5148,241158.6503,252579.2878,213251.5906,278368.8521,259379.0181,298169.9363,224443.8637,183767.8417,178295.8567,246448.7065,280033.3992,290713.4179,243166.5083,249387.4458,155485.2703,222979.3924,253645.7445,205050.4592,284123.0504,298963.0067,287139.9659,219866.1046,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,"(2R,2'R,4'aS,6'S,8'aS)-4,6'-dihydroxy-2',5',5',8'a-tetramethyl-6-oxo-3,3',4',4'a,5',6,6',7,7',8,8',8'a-dodecahydro-2'H-spiro[furo[2,3-e]isoindole-2,1'-naphthalene]-7'-yl acetate",Proansamitocin,C12177,C25 H33 N O6,No match,Invalid mass,No results,No results,-5.29,443.22844,19.294,76116390.79,0,2,74.5,8.7,,Biosynthesis of secondary metabolites;Other,DDA for preferred ion,722546.1113,1026129.267,878431.0178,691206.3718,815464.8688,1184004.318,1445915.194,1220872.146,1077458.31,1157233.109,1141199.019,76116390.79,1298103.777,1200403.984,1044588.476,1157209.074,1350195.683,1393671.751,1285756.627,1063946.836,1117895.418,1340752.705,1369580.509,926659.0365,1133253.778,1169157.035,1147386.031,1108705.345,1209207.671,1143005.616,1137976.678,1135308.564,1336741.745,1171778.982,1191170.081,1198050.126,1047870.362,1231349.363,1232777.434,1202596.817,1105518.305,1230917.563,1056226.537,1233327.506,1205437.984,1214413.908,950847.031,1248586.321,1099159.954,1203904.551,1284904.015,1043155.211,1256591.442,1164212.344,1169160.979,1098187.929,1055892.756,1265802.451,1119405.619,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,(2E)-2-Pentenedioate,NA,NA,C5 H4 O4,Full match,Invalid mass,No results,Full match,-0.36,128.01091,2.712,62333083.06,6,89,,,93.1,,DDA for preferred ion,48288046.98,18434553.75,24434172.43,53450808.86,61110160.63,49588377.77,33170931.16,3591664.687,62333083.06,30670331.76,45768753.01,27634714.75,24135745.93,14093484.15,12879541.56,17625253.41,12748858.05,18985319.67,14259662.67,51155913.87,43191423.77,5891252.01,1613761.007,43881782.14,50254569.22,59659588.2,249906.5882,1168635.461,51640580.25,35286655.92,20125998.19,56851252.92,34614740.2,1555445.086,49450848.96,46981337.64,3958412.095,20025169.11,10229798.1,3122033.317,55042024.65,1318219.295,20007300.49,53086758.84,7615468.61,8071844.706,39269102.08,13139662.96,37753848.31,19307268.62,13568399.48,40129302.79,14643171.69,3178560.477,7824986.255,46103670.38,12895083.32,41950899.09,3367115.819,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,"(1R,4aS,5R,8aS)-5-(5-hydroxy-3-methylpentyl)-1,4a-dimethyl-6-methylidene-decahydronaphthalene-1-carboxylic acid",Cyclooctatin,C21979,C20 H34 O3,Full match,Full match,No results,Partial match,-0.13,322.25075,19.716,85653698.01,34,35,78,73.8,68.1,Metabolic pathways;Biosynthesis of secondary metabolites;Other,DDA for preferred ion,230102.983,2793154.973,562159.228,355111.6225,1538582.234,182496.3273,240576.887,38663483.82,378470.7211,535393.9729,188504.505,427509.1449,387522.4308,49035410.04,378134.3022,496481.9722,444005.4918,200943.8462,276612.0535,325176.8237,383162.5468,22677994.22,44342640.15,2955331.638,177845.8413,1429375.249,13069159.14,40490155.3,164656.295,324873.5764,445478.0943,414669.6554,173500.1336,41658486.21,231146.496,462964.8302,33128385.21,2082233.497,85653698.01,431504.657,389218.1698,346343.4448,254199.25,310134.3544,74883510.2,65715906.58,215530.0095,12621540.16,269564.7361,294111.5956,184964.3244,328221.954,343546.2986,70686771.67,489538.8291,395348.2347,422887.6729,418444.8451,8867470.688,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,(+)-Piperitol,Norsolorinic acid anthrone; Pluviatolide,C20453; C21191,C20 H20 O6,Full match,Invalid mass,Partial match,Full match,0.29,356.12609,19.38,238562523.3,59,85,,,96.8,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various plant secondary metabolites;Other,DDA for preferred ion,205425623.7,1283615.933,976727.0364,174679893.7,144845007.9,586371.3444,604925.8324,563044.5119,164406365.2,238562523.3,551064.4231,167064061.4,539778.9403,603041.4684,558811.9705,555609.0919,615536.141,574761.9203,588741.9394,513487.2788,502690.9359,522464.1819,587309.783,196114760.5,589103.0311,137114230.9,557129.5157,575417.2857,590559.9377,530035.221,509894.928,152898552.9,512560.4517,539655.502,103696800.9,618223.8846,539457.1741,552451.3863,541058.7876,557464.5201,155690701.2,546529.782,522895.8539,545866.631,595762.9348,568137.8048,88916807.92,833655.4467,206376247.8,544904.8748,577352.9787,176911611.2,575564.2175,587363.8642,557565.7549,165572700.2,525420.402,550754.8216,601386.1814,Full gap,No gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,,O-Demethyl-N-demethyl-staurosporine,C21128,C30 H35 N2 O7 P,Invalid mass,No results,No results,No results,-5.02,566.21535,19.62,5199516689,0,0,,,,Biosynthesis of secondary metabolites;Other,DDA for preferred ion,4289610613,1345090.925,3218286.995,3851942507,3898993770,7016480.92,1333968.488,2881417.805,4550753999,5199516689,2485940.717,3935927069,1237664.914,1204824.673,1353443.125,1183893.571,1195650.76,1098347.392,1174605.24,1192974.715,9354684.168,1618531.068,11979944.43,4747800027,3374324.231,3928252824,1133113.61,1109562.829,1164714.877,1027349.6,1107288.076,5158101969,1590226.834,3361913.035,3609493756,1055582.034,1058400.567,1709444.694,1928190.09,2215762.76,4185121086,2887744.695,1033819.581,1256329.376,11816007.49,2908956.853,3825118747,23459010.43,4661252062,1362936.39,2515067.352,4561336093,1079198.978,1401730.311,2318041.933,4045840062,1133066.42,1055387.805,1202473.006,Full gap,No gap,Full gap,Full gap,No gap,Missing ions,Full gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap
FALSE,,,O-Demethyl-N-demethyl-staurosporine,C21128,,No results,No results,No results,No results,,684.19664,20.843,547703685.8,0,0,,,,,No MS2,172663536.9,93087403.36,25403051.2,11475932.42,136071984.8,547703685.8,2217479.954,10754263.32,2333309.223,55153030.3,329736858.5,41146839.59,2187329.15,10079587.32,307407563.9,5117690.713,9954249.32,124506482.1,97445317.36,16521081.53,2152597.011,2705087.786,81853492.43,56344117.24,3619287.855,57394387.11,333306803.3,311080936.7,59314399.28,30952041.48,116443691.6,75660846.79,2139177.109,2149080.79,113921741.6,54400807.95,107046179.4,100692270.8,3663795.761,8970752.806,4067764.327,3169236.724,3606325.245,2653271.698,4301823.076,3976824.846,4098228.197,2100778.372,3183823.811,3854149.363,7197401.996,2200610.427,3069962.105,5449120.336,4106943.259,3031090.772,6424569.506,3727894.389,2343905.28,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,,O-Demethyl-N-demethyl-staurosporine,C21128,,No results,No results,No results,No results,,85.98542,0.847,254198877.8,0,0,,,,,DDA for preferred ion,141155221.7,161366132,147325636.9,160523790.1,227223985.9,239628013.5,163848296.8,110813592.6,219452954.1,125009572.6,210211378.9,95287073.33,129637698.1,162131727.9,118017851.5,149611537.9,125401412.8,102075181.6,80150078.03,219046789.4,182556975.5,131995342.9,161012907.6,134290535.4,238531403,202925114.7,114189368.3,137176904.4,224547007.8,183119854.3,119495427.6,216487901.4,174506357.6,164448920.8,184879337,254198877.8,106297393,115315954.2,151386848.7,126782753.5,163797055.9,106073567,132364713.8,230692177,164449627.9,153831903.8,163741772.5,104264352.3,118422182.5,144307642.1,72218714.36,130996867.8,135449455.6,97865447.36,107815543.6,157282526.5,114097272.3,179645029.5,56635354.06,Full gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,Missing ions,No gap,Missing ions,No gap,Missing ions,Missing ions,Missing ions,Missing ions,No gap,Missing ions,Missing ions,Missing ions,No gap,No gap,Missing ions,No gap,Missing ions,No gap,No gap,Missing ions,Missing ions,No gap,No gap,Missing ions,No gap,No gap,Missing ions,No gap,No gap,Missing ions,Missing ions,Missing ions,Missing ions,No gap,Missing ions,Missing ions,No gap,No gap,No gap,No gap,Missing ions,Missing ions,No gap,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,No gap,Missing ions,No gap,Full gap
FALSE,,,O-Demethyl-N-demethyl-staurosporine,C21128,,No results,No results,No results,No results,,103.99596,0.847,302633289.7,0,0,,,,,DDA for preferred ion,141736079.2,166628311.7,150712041,170995805.1,237414100.9,273227744.3,203986221.9,126349914.6,252863558.8,149243293.1,248048494.6,108649029.6,152103326.8,183283323.9,133476023.4,166148556.8,144153438,117425310.7,91789633.99,247367044.9,202896890.1,153082393.4,194202130.4,150856779.5,271662171.7,237237876.5,129712968.5,169948721.1,263852153.8,211992023.5,135692250.5,248967985.4,208814402.1,183464686.6,207706866.2,302633289.7,124188808.9,131612365.6,190886347.5,146158964.2,198047911.2,124142672.5,152144187.3,258882913.3,193452054.2,177632696.9,188238013.1,117881894.6,140938749.1,169880416.1,81906944.08,150431569.3,155011201,117383215.4,126319527.3,172987008.9,132569474.5,205514226.4,68707841.41,Full gap,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Full gap,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,No gap
TRUE,,,O-Demethyl-N-demethyl-staurosporine,C21128,C4 H2 O8 S2,Full match,No results,No results,No results,-4.01,241.91814,0.967,176315842.8,0,0,,,,,DDA for preferred ion,148642104.7,147151158.8,111310219.3,148608360,164049314.4,152694567.6,115498120,107713886.4,162285347.8,107074630.2,149361942.3,112244836.7,105260529.6,176315842.8,120838082.2,126859697.2,135512152.1,91690889.6,67290774.03,154297424.3,144586112.1,110551947.3,155395387.5,133860904.7,152954612.1,160395160.9,118831288.3,166073383.6,161220631.9,115203114,88581888.6,161179686.9,127695678.7,163100681,129542260.1,149958358.3,106875048.2,83235636.13,150374328.2,101318145.7,157653342.6,152167813.8,131384224.7,150694093.6,151754719.3,140367925.8,120710664.3,111132877.6,116789176.4,131608831.3,62281094.81,132179544.3,134386341.3,116292160.2,117483906.8,132480977.9,119003010.9,140952639.7,85157010.13,Full gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap
TRUE,,,O-Demethyl-N-demethyl-staurosporine,C21128,C11 H20 N4 O3,Full match,No results,No results,No results,0.07,256.15356,7.904,150450329.9,0,0,,,,,DDA for preferred ion,49941.75408,54420.20344,48370.02143,84980.43246,70463.1611,18442041.47,4486725.729,66721.779,101718.4762,54314.91977,57380.67805,53488.19214,36489935.67,105143.6687,53682.27888,42957793.53,59278.81635,51240.67191,46273.255,66447.79044,61351.81752,72521.18193,84963.04649,56289.5153,62694.83874,150450329.9,63245.51465,78896.87831,68093.20574,53382.88891,49083.09509,101748009.7,56069.80196,524303.6581,104804306.9,59292.57221,67917.77152,49050.48459,72195.78054,48970.87953,82887.5903,61415.38232,60931.40332,63623.51813,68325.16353,75725.17983,52928.09889,65398.30559,54359.58537,56305.11793,43715.61397,55111.28301,59155.16715,110430.8971,56447.69389,58697.55839,87481468.61,62132.93889,62073.61947,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap
TRUE,,,O-Demethyl-N-demethyl-staurosporine,C21128,C2 H3 P S,Full match,No results,No results,No results,0.71,89.96937,0.965,129018495.3,0,0,,,,,DDA for preferred ion,83016186.21,105032619.9,90751036.67,89302475.7,129018495.3,121168821.2,88203245.47,85616201.31,119477089.7,74323570.21,98692429.49,77358906.78,74280609.15,90849095.42,99030446.85,96046404.87,101764900.3,79281151.87,58199422.65,85905370.82,79977291.36,83120009.37,116377611.4,94062582.58,104013711.7,123341479,94012970.98,115263102,105148739.1,89596778.1,79351656.45,117704055.1,93169708.86,110094631.6,91597400.7,114032955.1,81184715.44,88095685.96,109696394,85189007.42,93434921.55,122538632.3,99307108.39,112247128.7,117111035.6,101501238.1,93275466.04,99745481.65,88531263.07,109823080.6,56967278.01,77760654.41,97630550.73,84907931.98,107284307.4,88906037.08,93749372.01,84029084.86,58077292.27,Full gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,No gap,No gap,Full gap,No gap,No gap,Full gap,Full gap,No gap,No gap,No gap,No gap,No gap,Full gap,No gap,No gap,No gap,Full gap,No gap,No gap,No gap,No gap,Full gap,No gap,Full gap,No gap,No gap,Full gap,Full gap,No gap,Full gap,No gap,No gap,Full gap,Full gap,No gap
TRUE,,,O-Demethyl-N-demethyl-staurosporine,C21128,C16 H29 N O13,Full match,No results,No results,No results,0.15,443.16395,1.387,122087272.1,0,0,,,,,DDA for preferred ion,1355095.366,12948924.22,1453167.947,3420544.882,27941380.67,121930875.1,85468622.07,618450.5551,15776843.42,324401.5332,59708170.2,411256.2395,41556392.2,1177048.613,6060129.709,4445130.588,5368143.616,1089226.859,583993.6315,65832025.02,85993154.69,291965.2619,554272.9186,791088.969,122087272.1,25771286.91,335624.5472,458517.2098,70362224.23,61844442.16,715413.7773,38758303.55,78010227.64,505893.3313,16091407.75,91702001.86,248439.2459,61777976.28,610582.4301,1228829.106,8804970.632,1846003.661,115997692.7,110257140.8,625528.6566,923094.9996,1904865.873,339529.3114,313824.6542,8116342.153,445770.3728,1777251.425,8620303.928,251517.798,1813203.32,14130334.49,5050606.747,75501813.01,208882.4739,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap
FALSE,,,O-Demethyl-N-demethyl-staurosporine,C21128,,No results,No results,No results,No results,,101.96297,0.849,121915316.3,0,0,,,,,DDA for preferred ion,57471288.75,48008709.54,68848576.02,74450452.97,88496251.33,99783505.99,85291535.24,33621114.05,103150743,76869555.14,121915316.3,54774120.47,69525171.4,26219848.2,57787312.51,66959177.21,58203463,48682531.41,47462772.79,105540529.7,97634128.22,49366462.3,50473979.8,74574396.28,102538076.1,67971279.45,51658338.79,48564464.89,99985477.67,99719825.97,61386331.15,91882171.5,76691784.42,46112583.45,105976929.9,111092094.9,35136119.59,58752914.21,50126335.25,61368979.55,79937556.15,47475224.57,71529291.18,92416164.24,70210844.39,32610298.69,80860686.33,89409247.08,73714966.27,49090469.05,39302680.41,70034861.59,52260303.37,31773902.82,46100275.82,82273123.4,51939750.09,73962311.16,21387303.37,Full gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,Full gap,No gap,No gap,No gap,No gap,No gap,Full gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,Full gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,Full gap,No gap,No gap,No gap,No gap,Full gap,No gap,No gap,Full gap,No gap,No gap,No gap,No gap,Full gap
