FeatureID,Name,Formula,MW,# mzCloud Results,KEGG Pathways,name4plot,C,H,O,NA,F,N,Cl,P,S,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,SampleID,AUC,gap_status,Plant,Fungi
Feature0213,DL-Arginine,C6 H14 N4 O2,174.1118,40,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;D-Amino acid metabolism;Other,DL-Arginine,6,14,2,0,0,4,0,0,0,2.3333333333333335,0.3333333333333333,0.3333333333333335,50.8,2,0,-Inf,-3,-4,Other,32_ERLE_CTRL.2,136603754.4,Missing ions,ERLE,CTRL
Feature0212,DL-Carbidopa,C10 H14 N2 O4,226.09535,20,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other,DL-Carbidopa,10,14,4,0,0,2,0,0,0,1.4,0.4,0,60.3,5,1,-0.25,0.16666666666666666,-1,Phenol,32_ERLE_CTRL.2,368025826.4,No gap,ERLE,CTRL
Feature0211,DL-Carnitine,C7 H15 N O3,161.10522,3,Other,DL-Carnitine,7,15,3,0,0,1,0,0,0,2.142857142857143,0.42857142857142855,-0.8571428571428568,84.72857142857141,1,-2,-1,-0.3333333333333333,-3,Protein,32_ERLE_CTRL.2,11972231.89,No gap,ERLE,CTRL
Feature0208,DL-Tryptophan isomer 1,C11 H12 N2 O2,187.06332,38,Microbial metabolism in diverse environments;Other,DL-Tryptophan isomer 1,11,12,2,0,0,2,0,0,0,1.0909090909090908,0.18181818181818182,-0.18181818181818166,65.48181818181817,7,5,0.42857142857142855,0.5,3,Phenol,32_ERLE_CTRL.2,349844651.8,No gap,ERLE,CTRL
Feature0204,Glucosamine,C6 H13 N O5,179.07941,45,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Glucosamine,6,13,5,0,0,1,0,0,0,2.1666666666666665,0.8333333333333334,0,60.3,1,-4,-Inf,-1,-5,Carbohydrate,32_ERLE_CTRL.2,7264871.236,No gap,ERLE,CTRL
Feature0188,Isoamylamine,C5 H13 N,87.10481,3,NA,Isoamylamine,5,13,0,0,0,1,0,0,0,2.6,0,-2,117.3,0,0,-0.25,-0.25,-1,Other,32_ERLE_CTRL.2,1495810.174,No gap,ERLE,CTRL
Feature0187,Isoleucine,C6 H13 N O2,131.0946,29,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Tropane, piperidine and pyridine alkaloid biosynthesis;Cyanoamino acid metabolism;Other",Isoleucine,6,13,2,0,0,1,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,32_ERLE_CTRL.2,750300892.9,No gap,ERLE,CTRL
Feature0183,L-alpha-Glycerylphosphorylcholine,C8 H20 N O6 P,257.10283,6,NA,L-alpha-Glycerylphosphorylcholine,8,20,6,0,0,1,0,1,0,2.5,0.75,-1.25,95.925,0,-6,-Inf,-1.6666666666666667,-8,Carbohydrate,32_ERLE_CTRL.2,980471459.4,Missing ions,ERLE,CTRL
Feature0175,L-Iditol,C6 H14 O6,182.07905,37,Metabolic pathways;ABC transporters;Other,L-Iditol,6,14,6,0,0,0,0,0,0,2.3333333333333335,1,-0.33333333333333304,69.79999999999998,0,-6,-Inf,-1,-6,Carbohydrate,32_ERLE_CTRL.2,32290811.48,Missing ions,ERLE,CTRL
Feature0174,L-Lysine,C6 H14 N2 O2,146.10554,98,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;D-Amino acid metabolism;Other",L-Lysine,6,14,2,0,0,2,0,0,0,2.3333333333333335,0.3333333333333333,-0.666666666666667,79.30000000000001,1,-1,-1.5,-0.6666666666666666,-3,Other,32_ERLE_CTRL.2,38393373.9,Missing ions,ERLE,CTRL
Feature0173,L-Phenylalanine,C9 H11 N O2,165.07901,94,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;ABC transporters;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Protein digestion and absorption;Phenylalanine, tyrosine and tryptophan biosynthesis;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Tropane, piperidine and pyridine alkaloid biosynthesis;Biosynthesis of various plant secondary metabolites;D-Amino acid metabolism;Cyanoamino acid metabolism;Other",L-Phenylalanine,9,11,2,0,0,1,0,0,0,1.2222222222222223,0.2222222222222222,-0.44444444444444464,72.96666666666667,5,3,0.3333333333333333,0.42857142857142855,2,Phenol,32_ERLE_CTRL.2,1400697026,Missing ions,ERLE,CTRL
Feature0171,L-Saccharopine,C11 H20 N2 O6,276.13215,36,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Other,L-Saccharopine,11,20,6,0,0,2,0,0,0,1.8181818181818181,0.5454545454545454,-0.18181818181818166,65.48181818181817,3,-3,-1.6666666666666667,-0.3333333333333333,-5,Protein,32_ERLE_CTRL.2,6267049.252,Missing ions,ERLE,CTRL
Feature0168,L-Tyrosine,C9 H11 N O3,181.07391,82,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;Phenylpropanoid biosynthesis;Protein digestion and absorption;Phenylalanine, tyrosine and tryptophan biosynthesis;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Biosynthesis of various plant secondary metabolites;Cyanoamino acid metabolism;Other",L-Tyrosine,9,11,3,0,0,1,0,0,0,1.2222222222222223,0.3333333333333333,-0.22222222222222232,66.63333333333333,5,2,0.2,0.38461538461538464,1,Phenol,32_ERLE_CTRL.2,452478545,No gap,ERLE,CTRL
Feature0167,Lactamide,C3 H7 N O2,89.04769,3,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;D-Amino acid metabolism;Cyanoamino acid metabolism;Other,Lactamide,3,7,2,0,0,1,0,0,0,2.3333333333333335,0.6666666666666666,0,60.3,1,-1,-Inf,-1,-2,Other,32_ERLE_CTRL.2,221283155.3,No gap,ERLE,CTRL
Feature0155,Meconin,C10 H10 O4,194.05788,10,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids,Meconin,10,10,4,0,0,0,0,0,0,1,0.4,-0.20000000000000018,66,6,2,0.3333333333333333,0.5,2,Phenol,32_ERLE_CTRL.2,198216.0301,No gap,ERLE,CTRL
Feature0153,methallylamine,C4 H9 N,71.07352,0,NA,methallylamine,4,9,0,0,0,1,0,0,0,2.25,0,-1.5,103.05,1,1,0,0,0,Lipid,32_ERLE_CTRL.2,99733298.97,No gap,ERLE,CTRL
Feature0152,Methionine,C5 H11 N O2 S,149.05106,107,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Biosynthesis of various plant secondary metabolites;D-Amino acid metabolism;Other,Methionine,5,11,2,0,0,1,0,0,1,2.2,0.4,-0.40000000000000036,71.7,1,-1,-3,-1,-3,Protein,32_ERLE_CTRL.2,37264598.53,No gap,ERLE,CTRL
Feature0149,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate",C11 H15 N O7,273.08486,0,NA,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate",11,15,7,0,0,1,0,0,0,1.3636363636363635,0.6363636363636364,0.18181818181818166,55.11818181818182,5,-2,-1,0.07692307692307693,-3,Phenol,32_ERLE_CTRL.2,269504389.4,No gap,ERLE,CTRL
Feature0142,Mevalonolactone,C6 H10 O3,130.06297,69,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Other,Mevalonolactone,6,10,3,0,0,0,0,0,0,1.6666666666666667,0.5,-0.666666666666667,79.30000000000001,2,-1,-0.3333333333333333,0.1111111111111111,-1,Protein,32_ERLE_CTRL.2,718710.8884,No gap,ERLE,CTRL
Feature0141,MFCD00025555 ChemSpider,C9 H18 N2 O3,202.1317,93,NA,MFCD00025555 ChemSpider,9,18,3,0,0,2,0,0,0,2,0.3333333333333333,-0.666666666666667,79.30000000000001,2,-1,-0.75,-0.2727272727272727,-3,Protein,32_ERLE_CTRL.2,128087766.4,No gap,ERLE,CTRL
Feature0128,N-Acetyl-L-histidine,C8 H11 N3 O3,197.08006,58,NA,N-Acetyl-L-histidine,8,11,3,0,0,3,0,0,0,1.375,0.375,0.5,46.05,5,2,-0.5,0.14285714285714285,-1,Phenol,32_ERLE_CTRL.2,4185479.432,No gap,ERLE,CTRL
Feature0125,N-alpha-Acetyllysine,C8 H16 N2 O3,188.1161,23,Metabolic pathways;Other,N-alpha-Acetyllysine,8,16,3,0,0,2,0,0,0,2,0.375,-0.5,74.55,2,-1,-1,-0.3333333333333333,-3,Protein,32_ERLE_CTRL.2,24406402.4,No gap,ERLE,CTRL
Feature0124,N-Caffeoylputrescine,C13 H18 N2 O3,250.1317,21,NA,N-Caffeoylputrescine,13,18,3,0,0,2,0,0,0,1.3846153846153846,0.23076923076923078,-0.4615384615384617,73.45384615384616,6,3,0.125,0.2631578947368421,1,Phenol,32_ERLE_CTRL.2,156217.0813,No gap,ERLE,CTRL
Feature0122,"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",C14 H14 N6,266.12669,6,Metabolic pathways;Biosynthesis of cofactors;Other,"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",14,14,0,0,0,6,0,0,0,1,0,0.2857142857142856,52.15714285714286,11,11,0.625,0.625,5,Unsaturated HC,32_ERLE_CTRL.2,207580.1154,No gap,ERLE,CTRL
Feature0119,"N3,N4-Dimethyl-L-arginine",C8 H18 N4 O2,202.14285,2,NA,"N3,N4-Dimethyl-L-arginine",8,18,2,0,0,4,0,0,0,2.25,0.25,-0.25,67.425,2,0,-2,-1,-4,Lipid,32_ERLE_CTRL.2,27965892.24,No gap,ERLE,CTRL
Feature0110,NP-011220,C11 H18 N2 O2,210.13681,9,NA,NP-011220,11,18,2,0,0,2,0,0,0,1.6363636363636365,0.18181818181818182,-0.7272727272727275,81.02727272727273,4,2,0,0.125,0,Lipid,32_ERLE_CTRL.2,122254167.8,No gap,ERLE,CTRL
Feature0107,NP-014287,C18 H32 O3,318.21712,9,NA,NP-014287,18,32,3,0,0,0,0,0,0,1.7777777777777777,0.16666666666666666,-1.4444444444444446,101.46666666666667,3,0,0,0.09090909090909091,0,Lipid,32_ERLE_CTRL.2,3612243.877,No gap,ERLE,CTRL
Feature0100,NP-020521 mzCloud,C18 H32 O3,278.22458,25,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Other,NP-020521 mzCloud,18,32,3,0,0,0,0,0,0,1.7777777777777777,0.16666666666666666,-1.4444444444444446,101.46666666666667,3,0,0,0.09090909090909091,0,Lipid,32_ERLE_CTRL.2,1334991.087,No gap,ERLE,CTRL
Feature0093,Penicillic acid isomer 1,C8 H10 O4,170.05554,31,NA,Penicillic acid isomer 1,8,10,4,0,0,0,0,0,0,1.25,0.5,-0.25,67.425,4,0,0,0.3333333333333333,0,Phenol,32_ERLE_CTRL.2,540646.0523,No gap,ERLE,CTRL
Feature0090,Phenacetin isomer 2,C10 H13 N O2,179.0946,25,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",Phenacetin isomer 2,10,13,2,0,0,1,0,0,0,1.3,0.2,-0.5999999999999996,77.39999999999999,5,3,0.2857142857142857,0.375,2,Phenol,32_ERLE_CTRL.2,93883871.19,No gap,ERLE,CTRL
Feature0088,Pinolenic acid,C18 H30 O2,278.22458,15,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Other,Pinolenic acid,18,30,2,0,0,0,0,0,0,1.6666666666666667,0.1111111111111111,-1.4444444444444446,101.46666666666667,4,2,0.125,0.17647058823529413,2,Lipid,32_ERLE_CTRL.2,3702176.211,No gap,ERLE,CTRL
Feature0083,Proline,C5 H9 N O2,115.06328,31,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;D-Amino acid metabolism;Other,Proline,5,9,2,0,0,1,0,0,0,1.8,0.4,-0.40000000000000036,71.7,2,0,-0.5,0,-1,Protein,32_ERLE_CTRL.2,837118919.8,No gap,ERLE,CTRL
Feature0080,PYRIDOXAMINE,C8 H12 N2 O2,168.08991,40,Metabolic pathways;Microbial metabolism in diverse environments;Other,PYRIDOXAMINE,8,12,2,0,0,2,0,0,0,1.5,0.25,-0.25,67.425,4,2,0,0.2,0,Lipid,32_ERLE_CTRL.2,84980636.21,No gap,ERLE,CTRL
Feature0072,NA,NA,277.11616,10,NA,Feature0072,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,32_ERLE_CTRL.2,607959524.4,Missing ions,ERLE,CTRL
Feature0071,NA,NA,230.07661,9,NA,Feature0071,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,32_ERLE_CTRL.2,82976590.09,No gap,ERLE,CTRL
Feature0070,NA,NA,313.07741,20,NA,Feature0070,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,32_ERLE_CTRL.2,211180689.6,No gap,ERLE,CTRL
Feature0067,NA,NA,184.0348,26,NA,Feature0067,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,32_ERLE_CTRL.2,42505130.1,No gap,ERLE,CTRL
Feature0063,NA,NA,145.07392,6,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Tropane, piperidine and pyridine alkaloid biosynthesis;D-Amino acid metabolism;Other",Feature0063,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,32_ERLE_CTRL.2,9968342.114,No gap,ERLE,CTRL
Feature0062,NA,NA,360.22765,4,NA,Feature0062,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,32_ERLE_CTRL.2,664435.678,No gap,ERLE,CTRL
Feature0061,NA,NA,175.08448,3,NA,Feature0061,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,32_ERLE_CTRL.2,62693610.01,No gap,ERLE,CTRL
Feature0056,NA,NA,283.10322,3,NA,Feature0056,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,32_ERLE_CTRL.2,135724893.8,No gap,ERLE,CTRL
Feature0055,NA,NA,334.21216,21,NA,Feature0055,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,32_ERLE_CTRL.2,852691.1152,No gap,ERLE,CTRL
Feature0053,NA,NA,318.21713,26,NA,Feature0053,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,32_ERLE_CTRL.2,4792117.037,No gap,ERLE,CTRL
Feature0048,NA,NA,454.10871,14,NA,Feature0048,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,32_ERLE_CTRL.2,26431012.77,No gap,ERLE,CTRL
Feature0047,NA,NA,332.1964,18,NA,Feature0047,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,32_ERLE_CTRL.2,2141558.943,No gap,ERLE,CTRL
Feature0041,NA,NA,247.09328,4,NA,Feature0041,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,32_ERLE_CTRL.2,56990479.41,No gap,ERLE,CTRL
Feature0040,NA,NA,276.08212,2,NA,Feature0040,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,32_ERLE_CTRL.2,12950635.79,No gap,ERLE,CTRL
Feature0038,NA,NA,228.12221,2,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Feature0038,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,32_ERLE_CTRL.2,16678469.5,No gap,ERLE,CTRL
Feature0028,NA,NA,300.14337,2,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Feature0028,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,32_ERLE_CTRL.2,10939328.84,No gap,ERLE,CTRL
Feature0022,RV0540000- ChemSpider,C5 H12 O4,136.07356,3,NA,RV0540000- ChemSpider,5,12,4,0,0,0,0,0,0,2.4,0.8,-0.7999999999999998,83.1,0,-4,-4,-0.6666666666666666,-4,Carbohydrate,32_ERLE_CTRL.2,427806.2076,No gap,ERLE,CTRL
Feature0007,Valine,C5 H11 N O2,117.07893,147,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;D-Amino acid metabolism;Cyanoamino acid metabolism;Other,Valine,5,11,2,0,0,1,0,0,0,2.2,0.4,-0.7999999999999998,83.1,1,-1,-1,-0.3333333333333333,-2,Protein,32_ERLE_CTRL.2,412580432.5,No gap,ERLE,CTRL
Feature0005,α-Eleostearic acid,C18 H30 O2,278.22457000000003,23,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Other,α-Eleostearic acid,18,30,2,0,0,0,0,0,0,1.6666666666666667,0.1111111111111111,-1.4444444444444446,101.46666666666667,4,2,0.125,0.17647058823529413,2,Lipid,32_ERLE_CTRL.2,4562720.876,No gap,ERLE,CTRL
Feature0003,α-Lactose isomer,C12 H22 O11,359.14284,62,NA,α-Lactose isomer,12,22,11,0,0,0,0,0,0,1.8333333333333333,0.9166666666666666,0,60.3,2,-9,-9,-0.5384615384615384,-9,Carbohydrate,32_ERLE_CTRL.2,6439472833,Missing ions,ERLE,CTRL
Feature0001,Υ-Aminobutyric acid (GABA),C4 H9 N O2,103.06331,65,Metabolic pathways;Microbial metabolism in diverse environments;Other,Υ-Aminobutyric acid (GABA),4,9,2,0,0,1,0,0,0,2.25,0.5,-0.5,74.55,1,-1,-2,-0.5,-2,Protein,32_ERLE_CTRL.2,286487846,No gap,ERLE,CTRL
Feature0546,NA,C19 H22 Cl2 N6 O,420.12438,10,NA,Feature0546,20,22,1,0,0,6,2,0,0,1.1,0.05,-0.09999999999999964,63.149999999999984,13,12,0.46153846153846156,0.48148148148148145,6,Unsaturated HC,31_BOCU_CTRL.1,169428260.8,No gap,BOCU,CTRL
Feature0545,NA,NA,85.98542,0,NA,Feature0545,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,31_BOCU_CTRL.1,183119854.3,No gap,BOCU,CTRL
Feature0540,NA,NA,103.99596,0,NA,Feature0540,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,31_BOCU_CTRL.1,211992023.5,Missing ions,BOCU,CTRL
Feature0539,NA,C4 H2 O8 S2,241.91814,0,NA,Feature0539,4,2,8,0,0,0,0,0,2,0.5,2,4.5,-67.95,4,-4,1,1,-6,Other,31_BOCU_CTRL.1,115203114,No gap,BOCU,CTRL
Feature0538,NA,C10 H19 N O8,281.11106,1,NA,Feature0538,10,19,8,0,0,1,0,0,0,1.9,0.8,0,60.3,2,-6,-7,-0.6,-7,Carbohydrate,31_BOCU_CTRL.1,78993845.78,Missing ions,BOCU,CTRL
Feature0537,NA,C12 H12 N2 O S,232.07112,6,NA,Feature0537,12,12,1,0,0,2,0,0,1,1,0.08333333333333333,-0.16666666666666696,65.05000000000001,8,7,0.5,0.5294117647058824,4,Unsaturated HC,31_BOCU_CTRL.1,126608992.5,No gap,BOCU,CTRL
Feature0534,NA,C19 H20 N4 O2,336.16458,8,NA,Feature0534,19,20,2,0,0,4,0,0,0,1.0526315789473684,0.10526315789473684,-0.21052631578947345,66.29999999999998,12,10,0.46153846153846156,0.5,6,Unsaturated HC,31_BOCU_CTRL.1,46252234.43,Missing ions,BOCU,CTRL
Feature0533,NA,C2 H3 P S,89.96937,0,NA,Feature0533,2,3,0,0,0,0,0,1,1,1.5,0,-3,145.8,2,2,NA,NA,0,Lipid,31_BOCU_CTRL.1,89596778.1,No gap,BOCU,CTRL
Feature0532,NA,C11 H22 N2 O3,230.16304,50,NA,Feature0532,11,22,3,0,0,2,0,0,0,2,0.2727272727272727,-0.9090909090909092,86.2090909090909,2,-1,-0.5,-0.2,-3,Lipid,31_BOCU_CTRL.1,27149069.65,No gap,BOCU,CTRL
Feature0531,NA,C16 H29 N O13,443.16395,0,NA,Feature0531,16,29,13,0,0,1,0,0,0,1.8125,0.8125,0,60.3,3,-10,-5.5,-0.5294117647058824,-11,Carbohydrate,31_BOCU_CTRL.1,61844442.16,No gap,BOCU,CTRL
Feature0530,NA,NA,101.96297,0,NA,Feature0530,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,31_BOCU_CTRL.1,99719825.97,No gap,BOCU,CTRL
Feature0529,NA,C18 H25 N5 O10,471.15896,0,NA,Feature0529,18,25,10,0,0,5,0,0,0,1.3888888888888888,0.5555555555555556,0.5555555555555554,44.46666666666667,9,-1,-2,-0.125,-6,Phenol,31_BOCU_CTRL.1,94574567.3,No gap,BOCU,CTRL
Feature0519,NA,C22 H23 N3 O5,431.14036,6,NA,Feature0519,22,23,5,0,0,3,0,0,0,1.0454545454545454,0.22727272727272727,-0.18181818181818166,65.48181818181817,13,8,0.35714285714285715,0.45454545454545453,5,Phenol,31_BOCU_CTRL.1,66939467.87,No gap,BOCU,CTRL
Feature0516,NA,C35 H63 N O3,545.48105,0,NA,Feature0516,35,63,3,0,0,1,0,0,0,1.8,0.08571428571428572,-1.5428571428571427,104.27142857142857,5,2,0.03225806451612903,0.07692307692307693,1,Lipid,31_BOCU_CTRL.1,68893620.49,No gap,BOCU,CTRL
Feature0513,NA,NA,257.89211,0,NA,Feature0513,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,31_BOCU_CTRL.1,27526070.88,No gap,BOCU,CTRL
Feature0512,NA,C18 H34 N2 O12,470.2113,0,NA,Feature0512,18,34,12,0,0,2,0,0,0,1.8888888888888888,0.6666666666666666,-0.22222222222222232,66.63333333333333,3,-9,-2.75,-0.5,-11,Amino Sugar,31_BOCU_CTRL.1,39785071.32,No gap,BOCU,CTRL
Feature0511,NA,C3 H2 N4 O18 S2,445.88051,0,NA,Feature0511,3,2,18,0,0,4,0,0,2,0.6666666666666666,6,16.666666666666664,-414.69999999999993,5,-13,0.9047619047619048,0.8333333333333334,-19,Other,31_BOCU_CTRL.1,47818859.77,No gap,BOCU,CTRL
Feature0509,NA,C6 H5 O13 P3,377.89309,0,NA,Feature0509,6,5,13,0,0,0,0,3,0,0.8333333333333334,2.1666666666666665,1,31.799999999999997,6,-7,1,1,-10,Other,31_BOCU_CTRL.1,37371867.35,No gap,BOCU,CTRL
Feature0508,NA,C16 H28 N2 O13,456.15919,0,NA,Feature0508,16,28,13,0,0,2,0,0,0,1.75,0.8125,0.25,53.175,4,-9,-11,-0.6,-11,Carbohydrate,31_BOCU_CTRL.1,35190801.91,No gap,BOCU,CTRL
Feature0506,NA,C22 H39 N O17,589.22211,0,NA,Feature0506,22,39,17,0,0,1,0,0,0,1.7727272727272727,0.7727272727272727,-0.09090909090909083,62.890909090909084,4,-13,-3.5,-0.44,-14,Carbohydrate,31_BOCU_CTRL.1,36220231.66,No gap,BOCU,CTRL
Feature0503,NA,NA,100.00105,0,NA,Feature0503,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,31_BOCU_CTRL.1,33917033.28,No gap,BOCU,CTRL
Feature0498,NA,C4 H N4 O7 P3,309.90566,0,NA,Feature0498,4,1,7,0,0,4,0,3,0,0.25,1.75,2.5,-10.950000000000003,8,1,0.6,0.38461538461538464,-6,Other,31_BOCU_CTRL.1,22236251.43,No gap,BOCU,CTRL
Feature0496,NA,C3 H5 N2 P S,131.99089,0,NA,Feature0496,3,5,0,0,0,2,0,1,1,1.6666666666666667,0,-0.666666666666667,79.30000000000001,3,3,1,1,-1,Lipid,31_BOCU_CTRL.1,29149718.25,No gap,BOCU,CTRL
Feature0484,"(2S)-3-Hydroxy-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)propanoic acid (non-preferred name)",C9 H17 N O8,267.09545,4,Metabolic pathways;ABC transporters;Other,"(2S)-3-Hydroxy-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)propanoic acid (non-preferred name)",9,17,8,0,0,1,0,0,0,1.8888888888888888,0.8888888888888888,0.22222222222222232,53.96666666666666,2,-6,-Inf,-0.75,-7,Carbohydrate,31_BOCU_CTRL.1,84262088.53,No gap,BOCU,CTRL
Feature0481,"(6R)-5-Acetamido-3,5-dideoxy-6-[(1R,2R)-1,2-dihydroxy-3-(lactoyloxy)propyl]-alpha-L-threo-hex-2-ulopyranosonic acid",C14 H23 N O11,381.12721,6,NA,"(6R)-5-Acetamido-3,5-dideoxy-6-[(1R,2R)-1,2-dihydroxy-3-(lactoyloxy)propyl]-alpha-L-threo-hex-2-ulopyranosonic acid",14,23,11,0,0,1,0,0,0,1.6428571428571428,0.7857142857142857,0.1428571428571428,56.22857142857143,4,-7,-4,-0.3333333333333333,-8,Carbohydrate,31_BOCU_CTRL.1,31650898.13,No gap,BOCU,CTRL
Feature0480,(S)-malyl alpha-D-glucosaminide,C10 H17 N O9,295.09039,4,NA,(S)-malyl alpha-D-glucosaminide,10,17,9,0,0,1,0,0,0,1.7,0.9,0.3999999999999999,48.9,3,-6,-Inf,-0.5555555555555556,-7,Carbohydrate,31_BOCU_CTRL.1,123073204.2,No gap,BOCU,CTRL
