FeatureID,Name,Formula,MW,KEGG Pathways,name4plot,C,H,N,O,Cl,S,P,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,gap_status,control_means,treatment_means,log2FC,pval,pval.adj,Comment,isolate
Feature0364,α-Eleostearic acid,C18 H30 O2,278.22457000000003,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Other,α-Eleostearic acid,18,30,0,2,0,0,0,1.6666666666666667,0.1111111111111111,-1.4444444444444446,101.46666666666668,4,2,0.125,0.17647058823529413,2,Lipid,No gap,1.4707251573791733,0,-1.4707251573791733,0.33428194339465755,0.939741959353124,Downregulated,LEDU
Feature0304,N-Acetyl-L-histidine,C8 H11 N3 O3,197.08006,NA,N-Acetyl-L-histidine,8,11,3,3,0,0,0,1.375,0.375,0.5,46.05,5,2,-0.5,0.14285714285714285,-1,Phenol,No gap,3.0126853362918267,0,-3.0126853362918267,0.16451626124969446,0.939741959353124,Downregulated,LEDU
Feature0289,Mevalonolactone,C6 H10 O3,130.06297,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Other,Mevalonolactone,6,10,0,3,0,0,0,1.6666666666666667,0.5,-0.666666666666667,79.30000000000001,2,-1,-0.3333333333333333,0.1111111111111111,-1,Protein,No gap,1.30558135438462,0,-1.30558135438462,0.33428194339465733,0.939741959353124,Downregulated,LEDU
Feature0238,Isoamylamine,C5 H13 N,87.10481,NA,Isoamylamine,5,13,1,0,0,0,0,2.6,0,-2,117.3,0,0,-0.25,-0.25,-1,Other,No gap,1.37193951830202,0,-1.37193951830202,0.33428194339465755,0.939741959353124,Downregulated,LEDU
Feature0226,Glycerylphosphorylethanolamine,C5 H14 N O6 P,215.05586,Metabolic pathways;Other,Glycerylphosphorylethanolamine,5,14,1,6,0,0,1,2.8,1.2,-0.7999999999999998,83.1,0,-6,2.6666666666666665,-Inf,-8,Other,No gap,3.1320047447981536,0,-3.1320047447981536,0.16444429358263613,0.939741959353124,Downregulated,LEDU
Feature0210,D-PANTOTHENIC ACID,C9 H17 N O5,219.11067,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Other,D-PANTOTHENIC ACID,9,17,1,5,0,0,0,1.8888888888888888,0.5555555555555556,-0.44444444444444464,72.96666666666667,2,-3,-1.3333333333333333,-0.2727272727272727,-4,Amino Sugar,No gap,1.6173192929608866,0,-1.6173192929608866,0.33428194339465733,0.939741959353124,Downregulated,LEDU
Feature0204,Cytidine 5'-diphosphocholine,C14 H26 N4 O11 P2,488.10744,Metabolic pathways;Other,Cytidine 5'-diphosphocholine,14,26,4,11,0,0,2,1.8571428571428572,0.7857142857142857,-0.14285714285714324,64.37142857142858,5,-6,4,-2.6,-12,Carbohydrate,No gap,1.4078941049873268,0,-1.4078941049873268,0.33428194339465733,0.939741959353124,Downregulated,LEDU
Feature0177,Agmatine,C5 H14 N4,130.12182,Metabolic pathways;Biosynthesis of various plant secondary metabolites;Other,Agmatine,5,14,4,0,0,0,0,2.8,0,-0.4000000000000003,71.7,1,1,-3,-3,-3,Other,No gap,1.5500993667875869,0,-1.5500993667875869,0.3342819433946572,0.939741959353124,Downregulated,LEDU
Feature0170,[Similar to: Triethyl phosphate; ΔMass: 17.9743 Da],C5 H13 O6 P,200.04505,NA,[Similar to: Triethyl phosphate; ΔMass: 17.9743 Da],5,13,0,6,0,0,1,2.6,1.2,-1.2000000000000002,94.5,0,-6,3.5,-4,-7,Other,No gap,1.3853658518167866,0,-1.3853658518167866,0.33428194339465733,0.939741959353124,Downregulated,LEDU
Feature0101,6-Aminocaproic acid,C6 H13 N O2,131.09459,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Tropane, piperidine and pyridine alkaloid biosynthesis;Cyanoamino acid metabolism;Other",6-Aminocaproic acid,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,No gap,1.3113626761279067,0,-1.3113626761279067,0.33428194339465733,0.939741959353124,Downregulated,LEDU
Feature0061,2-O-(beta-D-glucosyl)-sn-glycerol 3-phosphate,C9 H19 O11 P,334.06664,NA,2-O-(beta-D-glucosyl)-sn-glycerol 3-phosphate,9,19,0,11,0,0,1,2.111111111111111,1.2222222222222223,-0.22222222222222232,66.63333333333333,1,-10,3.6666666666666665,-2.2,-11,Carbohydrate,No gap,1.4454475390124868,0,-1.4454475390124868,0.33428194339465733,0.939741959353124,Downregulated,LEDU
Feature0060,2-Methylhippuric Acid,C10 H11 N O3,193.0739,Other,2-Methylhippuric Acid,10,11,1,3,0,0,0,1.1,0.3,-0.20000000000000015,66,6,3,0.3333333333333333,0.4666666666666667,2,Phenol,No gap,1.6378648634256001,0,-1.6378648634256001,0.33428194339465733,0.939741959353124,Downregulated,LEDU
Feature0350,Thymine,C5 H6 N2 O2,126.04289,Metabolic pathways;Other,Thymine,5,6,2,2,0,0,0,1.2,0.4,0.7999999999999998,37.5,4,2,0,0.5,0,Phenol,No gap,1.5259166318845268,0,-1.5259166318845268,0.33428194339465733,0.939741959353124,Downregulated,LEDU
Feature0314,Nicotinic acid,C6 H5 N O2,123.03198,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;Degradation of aromatic compounds;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",Nicotinic acid,6,5,1,2,0,0,0,0.8333333333333334,0.3333333333333333,0.3333333333333335,50.8,5,3,0.6666666666666666,0.75,2,Phenol,No gap,1.5319598177425533,0,-1.5319598177425533,0.33428194339465733,0.939741959353124,Downregulated,LEDU
Feature0166,[Similar to: NP-017684; ΔMass: -74.2515 Da],C30 H44 O15 P2,706.21453,NA,[Similar to: NP-017684; ΔMass: -74.2515 Da],30,44,0,15,0,0,2,1.4666666666666666,0.5,-0.7999999999999998,83.1,10,-5,-0.5384615384615384,0.02439024390243902,-7,Phenol,No gap,3.3807455046695467,0,-3.3807455046695467,0.1643305691000355,0.939741959353124,Downregulated,LEDU
Feature0285,methyl N-acetylneuraminate,C12 H21 N O9,323.12167,NA,methyl N-acetylneuraminate-peak1,12,21,1,9,0,0,0,1.75,0.75,0,60.3,3,-6,-3.5,-0.38461538461538464,-7,Carbohydrate,No gap,1.6087843854340067,0,-1.6087843854340067,0.33428194339465733,0.939741959353124,Downregulated,LEDU
Feature0128,[Similar to: 3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile; ΔMass: 200.0995 Da],C19 H29 N5 O8,455.20029,NA,[Similar to: 3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile; ΔMass: 200.0995 Da],19,29,5,8,0,0,0,1.5263157894736843,0.42105263157894735,0.10526315789473673,57.3,8,0,-0.8333333333333334,-0.1,-5,Protein,Missing ions,9.557153932993153,4.7576272208253165,-4.799526712167836,0.4385650124478464,0.939741959353124,Downregulated,LEDU
Feature0126,"[Similar to: 3,5-Di(acetyloxy)-2-[(acetyloxy)methyl]-6-(2H-1,2,3,4-tetraazol-5-yl)tetrahydro-2H-pyran-4-yl acetate; ΔMass: -24.9853 Da]",C12 H25 N O12,375.1377,NA,"[Similar to: 3,5-Di(acetyloxy)-2-[(acetyloxy)methyl]-6-(2H-1,2,3,4-tetraazol-5-yl)tetrahydro-2H-pyran-4-yl acetate; ΔMass: -24.9853 Da]",12,25,1,12,0,0,0,2.0833333333333335,1,0.16666666666666652,55.55,1,-11,12,-1.2,-12,Carbohydrate,No gap,1.4237124916833734,0,-1.4237124916833734,0.3342819433946572,0.939741959353124,Downregulated,LEDU
Feature0015,NA,C35 H63 N O3,545.48106,NA,Feature0015,35,63,1,3,0,0,0,1.8,0.08571428571428572,-1.5428571428571427,104.27142857142856,5,2,0.03225806451612903,0.07692307692307693,1,Lipid,No gap,1.70632865760292,0,-1.70632865760292,0.33428194339465767,0.939741959353124,Downregulated,LEDU
Feature0010,NA,C10 H17 N7 O8,363.11421,NA,Feature0010,10,17,7,8,0,0,0,1.7,0.8,2,3.299999999999997,6,-2,1.8,5,-9,Carbohydrate,No gap,1.5561799594144667,0,-1.5561799594144667,0.33428194339465733,0.939741959353124,Downregulated,LEDU
Feature0286,methyl N-acetylneuraminate,C12 H21 N O9,323.12172,NA,methyl N-acetylneuraminate-peak2,12,21,1,9,0,0,0,1.75,0.75,0,60.3,3,-6,-3.5,-0.38461538461538464,-7,Carbohydrate,No gap,1.89641010225298,0,-1.89641010225298,0.33428194339465733,0.939741959353124,Downregulated,LEDU
Feature0089,"4-Hydroxy-N-(2-hydroxy-8-methyl-4-oxo-7-{[(2R,3R,4R,5R)-3,4,5-trihydroxy-6,6-dimethyltetrahydro-2H-pyran-2-yl]oxy}-4H-chromen-3-yl)-3-(3-methyl-2-buten-1-yl)benzamide",C29 H33 N O10,555.21068,Metabolic pathways;Biosynthesis of secondary metabolites;Other,"4-Hydroxy-N-(2-hydroxy-8-methyl-4-oxo-7-{[(2R,3R,4R,5R)-3,4,5-trihydroxy-6,6-dimethyltetrahydro-2H-pyran-2-yl]oxy}-4H-chromen-3-yl)-3-(3-methyl-2-buten-1-yl)benzamide",29,33,1,10,0,0,0,1.137931034482759,0.3448275862068966,-0.3448275862068968,70.12758620689655,14,4,0.16666666666666666,0.34782608695652173,3,Phenol,No gap,1.16772326546048,0,-1.16772326546048,0.33428194339465733,0.939741959353124,Downregulated,LEDU
Feature0299,N-(3-Carboxypropanoyl)-5-hydroxynorvaline,C9 H15 N O6,233.08993,NA,N-(3-Carboxypropanoyl)-5-hydroxynorvaline,9,15,1,6,0,0,0,1.6666666666666667,0.6666666666666666,0,60.3,3,-3,-2,-0.2,-4,Amino Sugar,No gap,1.8522775392300066,0,-1.8522775392300066,0.33428194339465733,0.939741959353124,Downregulated,LEDU
Feature0165,[Similar to: NP-016755; ΔMass: -960.7865 Da],C5 H8 N6 O4,216.06096,NA,[Similar to: NP-016755; ΔMass: -960.7865 Da]-peak3,5,8,6,4,0,0,0,1.6,0.8,3.6,-42.30000000000001,5,1,1,1,-5,Carbohydrate,No gap,3.50823327543196,0,-3.50823327543196,0.1643275660403555,0.939741959353124,Downregulated,LEDU
Feature0140,"[Similar to: 6-(2-hydroxy-3-methyl-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}butyl)-5,7-dimethoxy-2H-chromen-2-one; ΔMass: -88.0700 Da]",C11 H14 N10 O6,382.10881,NA,"[Similar to: 6-(2-hydroxy-3-methyl-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}butyl)-5,7-dimethoxy-2H-chromen-2-one; ΔMass: -88.0700 Da]",11,14,10,6,0,0,0,1.2727272727272727,0.5454545454545454,2.5454545454545454,-12.24545454545455,10,4,1.2,1.5,-6,Phenol,No gap,1.5309038720791934,0,-1.5309038720791934,0.33428194339465733,0.939741959353124,Downregulated,LEDU
Feature0131,"[Similar to: 4-[(1S,3aR,4S,6aR)-4-(4-hydroxy-3-methoxyphenyl)-hexahydrofuro[3,4-c]furan-1-yl]-2-methoxyphenol; ΔMass: 22.1487 Da]",C19 H36 N6 O2,380.29029,NA,"[Similar to: 4-[(1S,3aR,4S,6aR)-4-(4-hydroxy-3-methoxyphenyl)-hexahydrofuro[3,4-c]furan-1-yl]-2-methoxyphenol; ΔMass: 22.1487 Da]",19,36,6,2,0,0,0,1.894736842105263,0.10526315789473684,-0.7368421052631575,81.29999999999998,5,3,-0.2727272727272727,-0.16666666666666666,-3,Lipid,No gap,3.68247012964602,0,-3.68247012964602,0.16432293398567113,0.939741959353124,Downregulated,LEDU
Feature0017,NA,C11 H21 N O8 S,327.09887,Other,Feature0017,11,21,1,8,0,1,0,1.9090909090909092,0.7272727272727273,0,60.3,2,-6,-8,-0.8,-8,Carbohydrate,No gap,1.5130273845099198,0,-1.5130273845099198,0.33428194339465733,0.939741959353124,Downregulated,LEDU
Feature0294,MFCD00634809,C16 H20 N2 O3,288.14736,NA,MFCD00634809,16,20,2,3,0,0,0,1.25,0.1875,-0.5,74.55,8,5,0.2727272727272727,0.36,3,Phenol,No gap,1.2186408463185265,0,-1.2186408463185265,0.33428194339465733,0.939741959353124,Downregulated,LEDU
Feature0226,Glycerylphosphorylethanolamine,C5 H14 N O6 P,215.05586,Metabolic pathways;Other,Glycerylphosphorylethanolamine,5,14,1,6,0,0,1,2.8,1.2,-0.7999999999999998,83.1,0,-6,2.6666666666666665,-Inf,-8,Other,Missing ions,3.1320047447981536,0,-3.1320047447981536,0.16444429358263613,0.939741959353124,Downregulated,LEDU
Feature0211,Di(2-Tetrahydrofurylmethyl)amine,C10 H19 N O2,185.14155,NA,Di(2-Tetrahydrofurylmethyl)amine,10,19,1,2,0,0,0,1.9,0.2,-1.2000000000000002,94.5,2,0,-0.14285714285714285,0,-1,Lipid,No gap,1.3681968493590067,0,-1.3681968493590067,0.33428194339465755,0.939741959353124,Downregulated,LEDU
Feature0040,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime",C10 H13 N O3,195.08957,Other,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime",10,13,1,3,0,0,0,1.3,0.3,-0.4000000000000003,71.7,5,2,0.16666666666666666,0.3333333333333333,1,Phenol,No gap,1.4524088688962467,0,-1.4524088688962467,0.33428194339465744,0.939741959353124,Downregulated,LEDU
Feature0151,[Similar to: Irgarol 1051; ΔMass: -56.0639 Da],C6 H15 N O4 S,197.07222,NA,[Similar to: Irgarol 1051; ΔMass: -56.0639 Da],6,15,1,4,0,1,0,2.5,0.6666666666666666,-0.33333333333333304,69.79999999999998,0,-4,-Inf,-2,-6,Other,No gap,0,3.98714739628065,3.98714739628065,0.36321746764912255,0.939741959353124,Upregulated,LEDU
Feature0055,"2-[9-(Hydroxyimino)-3,6-diazatricyclo[4.3.1.1~3,8~]undec-1-yl]ethyl acetate",C13 H21 N3 O3,267.15832,NA,"2-[9-(Hydroxyimino)-3,6-diazatricyclo[4.3.1.1~3,8~]undec-1-yl]ethyl acetate",13,21,3,3,0,0,0,1.6153846153846154,0.2307692307692308,-0.4615384615384617,73.45384615384616,5,2,-0.14285714285714285,0.0588235294117647,-1,Lipid,No gap,0,3.9391783310427666,3.9391783310427666,0.36321746764912255,0.939741959353124,Upregulated,LEDU
Feature0027,"(1R,4aS,5R,8aS)-5-(5-hydroxy-3-methylpentyl)-1,4a-dimethyl-6-methylidene-decahydronaphthalene-1-carboxylic acid",C20 H34 O3,322.25075,Metabolic pathways;Biosynthesis of secondary metabolites;Other,"(1R,4aS,5R,8aS)-5-(5-hydroxy-3-methylpentyl)-1,4a-dimethyl-6-methylidene-decahydronaphthalene-1-carboxylic acid",20,34,0,3,0,0,0,1.7,0.15,-1.4000000000000004,100.20000000000002,4,1,0.0588235294117647,0.13513513513513514,1,Lipid,No gap,0,3.1285770355458666,3.1285770355458666,0.36321746764912255,0.939741959353124,Upregulated,LEDU
Feature0235,Indole-3-acetic acid,C10 H9 N O2,175.06333,Metabolic pathways;Other,Indole-3-acetic acid,10,9,1,2,0,0,0,0.9,0.2,-0.20000000000000015,66,7,5,0.5714285714285714,0.625,4,Phenol,No gap,1.51908158859134,0,-1.51908158859134,0.3342819433946572,0.939741959353124,Downregulated,LEDU
Feature0095,"5-Amino-6,6-bis(ethylsulfanyl)-1,2,3,4-hexanetetrol",C10 H23 N O4 S2,285.10595,NA,"5-Amino-6,6-bis(ethylsulfanyl)-1,2,3,4-hexanetetrol",10,23,1,4,0,2,0,2.3,0.4,-0.7999999999999998,83.1,0,-4,-2.3333333333333335,-1,-7,Protein,No gap,1.5971186489346068,0,-1.5971186489346068,0.3342819433946572,0.939741959353124,Downregulated,LEDU
Feature0034,.alpha.-Glucoheptitol,C7 H16 O7,212.08956,NA,.alpha.-Glucoheptitol,7,16,0,7,0,0,0,2.2857142857142856,1,-0.2857142857142856,68.44285714285714,0,-7,-Inf,-1,-7,Carbohydrate,No gap,1.48362649244686,0,-1.48362649244686,0.33428194339465733,0.939741959353124,Downregulated,LEDU
Feature0030,"(2S)-3-Phenyl-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)propanoic acid (non-preferred name)",C15 H21 N O7,327.13187,NA,"(2S)-3-Phenyl-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)propanoic acid (non-preferred name)",15,21,1,7,0,0,0,1.4,0.4666666666666667,-0.2666666666666666,67.89999999999999,6,-1,-0.2857142857142857,0.14285714285714285,-2,Phenol,Missing ions,1.6910652646288267,0,-1.6910652646288267,0.33428194339465755,0.939741959353124,Downregulated,LEDU
Feature0325,NP-021733,C7 H13 N O2,143.09464,ABC transporters,NP-021733,7,13,1,2,0,0,0,1.8571428571428572,0.2857142857142857,-0.8571428571428568,84.72857142857141,2,0,-0.25,0,-1,Lipid,No gap,1.1918756045369734,0,-1.1918756045369734,0.3342819433946572,0.939741959353124,Downregulated,LEDU
Feature0212,Diacetylene glycol,C6 H6 O2,110.03673,Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,Diacetylene glycol,6,6,0,2,0,0,0,1,0.3333333333333333,-0.33333333333333304,69.79999999999998,4,2,0.5,0.6,2,Phenol,No gap,1.5563845555154734,0,-1.5563845555154734,0.3342819433946572,0.939741959353124,Downregulated,LEDU
Feature0132,"[Similar to: 4-[(7R,11S,14S,16R)-14-[(4-methoxy-6-methyl-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-7,11-dimethyl-2-oxapentacyclo[8.8.0.0Âa,Âl.0Âl,â·.0ÂaÂa,Âaâ¶]octadec-5-en-6-yl]-2,5-dihydrofuran-2-one; ΔMass: -155.1501 Da]",C25 H41 N5 O17,683.24858,NA,"[Similar to: 4-[(7R,11S,14S,16R)-14-[(4-methoxy-6-methyl-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-7,11-dimethyl-2-oxapentacyclo[8.8.0.0Âa,Âl.0Âl,â·.0ÂaÂa,Âaâ¶]octadec-5-en-6-yl]-2,5-dihydrofuran-2-one; ΔMass: -155.1501 Da]-peak1",25,41,5,17,0,0,0,1.64,0.68,0.31999999999999984,51.18,8,-9,-4.666666666666667,-0.4782608695652174,-14,Amino Sugar,No gap,1.6835079615257134,0,-1.6835079615257134,0.33428194339465733,0.939741959353124,Downregulated,LEDU
Feature0088,4-Hydroxy-3-nitrosobenzamide,C7 H6 N2 O3,166.03788,NA,4-Hydroxy-3-nitrosobenzamide,7,6,2,3,0,0,0,0.8571428571428571,0.42857142857142855,0.8571428571428572,35.87142857142857,6,3,0.5,0.7142857142857143,1,Phenol,No gap,1.2476033814492935,0,-1.2476033814492935,0.33428194339465733,0.939741959353124,Downregulated,LEDU
Feature0316,NP-003553,C20 H34 O4,338.24574,Metabolic pathways;Biosynthesis of secondary metabolites;Other,NP-003553,20,34,0,4,0,0,0,1.7,0.2,-1.2999999999999998,97.35,4,0,0,0.1111111111111111,0,Lipid,No gap,0,3.3958164644045,3.3958164644045,0.36321746764912255,0.939741959353124,Upregulated,LEDU
Feature0081,"4,5-Dideoxypentonic acid",C5 H10 O4,134.05785,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Other,"4,5-Dideoxypentonic acid",5,10,0,4,0,0,0,2,0.8,-0.4000000000000003,71.7,1,-3,-3,-0.3333333333333333,-3,Carbohydrate,No gap,0,4.412469004687433,4.412469004687433,0.36321746764912255,0.939741959353124,Upregulated,LEDU
Feature0080,3696,C10 H14 O2,166.09939,Metabolic pathways;Biosynthesis of secondary metabolites;Other,3696,10,14,0,2,0,0,0,1.4,0.2,-1,88.8,4,2,0.25,0.3333333333333333,2,Phenol,No gap,0,3.3962554311067166,3.3962554311067166,0.36321746764912255,0.939741959353124,Upregulated,LEDU
Feature0072,3-hydroxy-cis-5-octenoylcarnitine,C15 H27 N O5,301.18898,NA,3-hydroxy-cis-5-octenoylcarnitine,15,27,1,5,0,0,0,1.8,0.3333333333333333,-0.9333333333333336,86.9,3,-2,-0.3333333333333333,-0.04347826086956521,-3,Protein,No gap,0,3.229888279087,3.229888279087,0.36321746764912255,0.939741959353124,Upregulated,LEDU
