Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),MS2,Area: 2,Area: 10,Area: 14,Area: 19,Area: 40,Area: 41,Area: 46,Area: 47,Area: 57,Area: 59,Area: 60,Area: B,Group Area: CTRL1,Group Area: F1154_1,Group Area: F1177_1,Group Area: F1246_1,Group Area: CTRL2,Group Area: CTRL3,Group Area: F1154_2,Group Area: F1177_3,Group Area: F1246_2,Group Area: F1154_3,Group Area: F1246_3,Gap Fill Status: 2plus_RP_pos_MS2.raw (F14),Gap Fill Status: 10plus_RP_pos_MS2.raw (F15),Gap Fill Status: 14plus_RP_pos_MS2.raw (F16),Gap Fill Status: 19plus_RP_pos_MS2.raw (F17),Gap Fill Status: 40plus_RP_pos_MS2.raw (F19),Gap Fill Status: 41plus_RP_pos_MS2.raw (F20),Gap Fill Status: 46plus_RP_pos_MS2.raw (F21),Gap Fill Status: 47plus_RP_pos_MS2.raw (F22),Gap Fill Status: 57plus_RP_pos_MS2.raw (F23),Gap Fill Status: 59plus_RP_pos_MS2.raw (F24),Gap Fill Status: 60plus_RP_pos_MS2.raw (F25),Gap Fill Status: Bplus_RP_pos_MS2.raw (F26)
"4-Oxo-3,4-dihydroquinazoline-2-carbohydrazide",C9 H8 N4 O2,No match,Invalid mass,No results,Partial match,-18.6,204.06093,1.194,293266651.3,DDA for preferred ion,8323114.689,235978199.1,167843692.5,8392445.66,9562770.932,9785512.765,293266651.3,237361808.3,6970254.957,229886347.5,8097554.22,36708.63611,8323114.689,235978199.1,167843692.5,8392445.66,9562770.932,9785512.765,293266651.3,237361808.3,6970254.957,229886347.5,8097554.22,128,64,64,128,128,128,0,64,128,64,128,32
[Similar to: (±)5(6)-DiHET; ΔMass: -166.1745 Da],,No results,Invalid mass,No results,Partial match,,172.07118,1.886,292207167.4,DDA for preferred ion,281849.9521,292207167.4,124510555.1,73325010.15,776007.0632,443428.8386,284995967.6,140526131.8,49962816.32,279708098.8,48623518.91,817121.7438,281849.9521,292207167.4,124510555.1,73325010.15,776007.0632,443428.8386,284995967.6,140526131.8,49962816.32,279708098.8,48623518.91,16,0,0,128,128,16,0,0,128,0,128,16
Adenine,C5 H5 N5,Full match,Full match,Full match,Partial match,-0.07,135.05449,1.993,286452195.9,DDA for preferred ion,271069273.1,7538443.903,3171489.706,1108039.264,261585760.5,286452195.9,9426355.145,15781235.69,872804.5259,7982734.082,773124.5518,136461.5236,271069273.1,7538443.903,3171489.706,1108039.264,261585760.5,286452195.9,9426355.145,15781235.69,872804.5259,7982734.082,773124.5518,0,128,128,128,0,0,128,128,128,128,128,16
3-hydroxy-3-methylpentanedioic acid,C6 H10 O5,No results,Invalid mass,No results,Partial match,135646.97,184.0348,6.912,284387784.5,DDA for preferred ion,36247587.17,1448614.069,1412096.661,4676253.677,1390678.981,1108066.994,5272271.584,284387784.5,232631632.9,167495059.1,232275657.8,185057.3829,36247587.17,1448614.069,1412096.661,4676253.677,1390678.981,1108066.994,5272271.584,284387784.5,232631632.9,167495059.1,232275657.8,128,16,16,16,16,16,16,64,64,0,0,16
"6-Methyl-3-(2-pyridyl)-1,2,4-triazin-5-ol",C9 H8 N4 O,No match,Invalid mass,No results,Partial match,-116901.63,166.08414,1.263,278911687.5,DDA for preferred ion,1146893.411,249229254.9,225787928.5,11789424.11,696089.7963,681958.614,276831861.5,278911687.5,15153985.93,247081437.3,13405901.71,69764.12835,1146893.411,249229254.9,225787928.5,11789424.11,696089.7963,681958.614,276831861.5,278911687.5,15153985.93,247081437.3,13405901.71,32,0,0,128,32,32,0,0,128,0,128,32
[Similar to: Muramic acid; ΔMass: 162.0529 Da],C15 H27 N O12,Full match,Invalid mass,No results,Partial match,0.25,413.15343,1.297,270469885.1,DDA for preferred ion,189464935,30357526.01,13917529.68,36185016.45,232972840.6,270469885.1,19498633.86,17448365.19,15517201.18,40429067.53,10095056.2,87499.66774,189464935,30357526.01,13917529.68,36185016.45,232972840.6,270469885.1,19498633.86,17448365.19,15517201.18,40429067.53,10095056.2,0,128,128,128,0,0,128,128,128,128,128,32
Linamarin,C10 H17 N O6,Full match,Invalid mass,Full match,Partial match,-0.1,247.10556,1.249,270100837.6,DDA for preferred ion,100994167.6,13514004.06,11311158.74,270100837.6,97457007.42,108811369.4,9586004.387,6952471.28,192183001,11074188.7,176056495.6,81380.40432,100994167.6,13514004.06,11311158.74,270100837.6,97457007.42,108811369.4,9586004.387,6952471.28,192183001,11074188.7,176056495.6,64,128,128,0,64,64,128,128,64,128,64,32
"3,4-Methylenedioxy-N-propylamphetamine",C13 H19 N O2,Full match,Invalid mass,No results,Partial match,0.02,221.14158,15.957,269305248.1,DDA for preferred ion,1716439.868,1938729.378,2484424.591,7164835.089,3006915.615,11155569.3,5520480.409,3940401.547,269305248.1,250064577.6,253360862.6,5082639.04,1716439.868,1938729.378,2484424.591,7164835.089,3006915.615,11155569.3,5520480.409,3940401.547,269305248.1,250064577.6,253360862.6,16,16,16,16,16,16,16,16,0,0,0,16
FUB-PB-22 3-carboxyindole metabolite,C16 H12 F N O2,No match,Invalid mass,No results,Partial match,8.72,269.08755,5.241,268532164.5,DDA for preferred ion,103886311.8,9749332.821,8069851.469,19765808.18,2599621.937,9485277.398,4134371.943,154046887.5,268532164.5,135300806.9,180296218.3,82490.8964,103886311.8,9749332.821,8069851.469,19765808.18,2599621.937,9485277.398,4134371.943,154046887.5,268532164.5,135300806.9,180296218.3,128,16,16,16,16,16,16,128,0,128,0,32
"1-Methyl-5-(1-piperidinyl)-2,4-imidazolidinedione",C9 H15 N3 O2,Full match,Invalid mass,No results,Partial match,0.33,197.11649,1.016,261934517.5,DDA for preferred ion,10196544.3,138856573.2,261934517.5,15978507.32,12002237.14,10583325.55,10433479.23,144225679.7,12414971.73,127631154.9,10677657.39,57391.46397,10196544.3,138856573.2,261934517.5,15978507.32,12002237.14,10583325.55,10433479.23,144225679.7,12414971.73,127631154.9,10677657.39,128,128,0,128,128,128,128,128,128,128,128,32
"N,N-Dimethyl-4-{5-[(3S)-1-(phenylsulfonyl)-3-pyrrolidinyl]-1,3,4-oxadiazol-2-yl}aniline",C20 H22 N4 O3 S,No match,Invalid mass,No results,Partial match,55214.36,420.12438,4.025,259412281.4,DDA for preferred ion,15376653.2,177657.8068,600657.9247,32756019.88,227391384,259412281.4,163300.088,326475.4557,4182974.248,241020.248,1997761.978,87501.21347,15376653.2,177657.8068,600657.9247,32756019.88,227391384,259412281.4,163300.088,326475.4557,4182974.248,241020.248,1997761.978,16,32,16,128,0,0,32,128,16,16,16,32
"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",C12 H20 O10,Full match,Invalid mass,No results,Partial match,0.19,324.10571,1.407,256843719.9,DDA for preferred ion,256843719.9,9890441.542,10768697.69,83055546.89,228331384.2,235526684.9,6210229.663,12941195.23,74118355.71,10091832.98,72070005.5,75712.93335,256843719.9,9890441.542,10768697.69,83055546.89,228331384.2,235526684.9,6210229.663,12941195.23,74118355.71,10091832.98,72070005.5,0,128,128,0,0,0,128,128,0,128,0,32
FUB-PB-22 3-carboxyindole metabolite,C16 H12 F N O2,No match,Invalid mass,No results,Partial match,8.79,269.08757,5.288,255955062.6,DDA for preferred ion,1143327.853,112933373.1,145306586.8,255955062.6,109649347.3,134105722.1,90033088.56,149789495.7,7006744.628,7102657.254,1657444.275,57256.35182,1143327.853,112933373.1,145306586.8,255955062.6,109649347.3,134105722.1,90033088.56,149789495.7,7006744.628,7102657.254,1657444.275,16,128,128,0,128,128,128,128,16,16,16,32
"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,Full match,Full match,No results,Partial match,0.09,192.07866,18.891,255870744.8,DDA for preferred ion,177213.1932,588990.5784,566241.6862,234760098.8,670183.315,301008.5927,761815.1756,179631.0311,234092696.8,513121.553,255870744.8,661643.4254,177213.1932,588990.5784,566241.6862,234760098.8,670183.315,301008.5927,761815.1756,179631.0311,234092696.8,513121.553,255870744.8,32,16,16,0,16,16,16,32,0,128,0,16
[Similar to: NP-005128; ΔMass: -22.0653 Da],C28 H20 N10 O4,Full match,Invalid mass,No results,Partial match,-1.64,560.16598,18.894,251904193.3,DDA for preferred ion,206091.5566,188776.5496,211138.5857,223834753,199561.9622,193683.3641,191689.6297,208903.4014,241876844.1,189259.1846,251904193.3,320348.3281,206091.5566,188776.5496,211138.5857,223834753,199561.9622,193683.3641,191689.6297,208903.4014,241876844.1,189259.1846,251904193.3,32,32,32,0,32,32,32,32,0,32,0,32
DL-α-AMINOSUBERIC ACID,C8 H15 N O4,Full match,Not the top hit,No results,Partial match,0.1,189.10013,6.985,251875394.1,DDA for preferred ion,503578.7774,2579018.993,1410491.595,251875394.1,687856.6743,970428.0596,811249.8754,1297409.299,187206150.1,1918179.678,118319503.2,559017.9013,503578.7774,2579018.993,1410491.595,251875394.1,687856.6743,970428.0596,811249.8754,1297409.299,187206150.1,1918179.678,118319503.2,16,128,128,0,128,128,128,128,0,128,128,16
NP-012042,C10 H12 O4,No match,Invalid mass,No results,Partial match,-91855.98,178.06303,19.436,251863759.2,DDA for preferred ion,498876.491,516190.9721,547113.7517,194018673.9,482447.0582,632077.1581,489112.6163,581006.9596,200075277.2,835942.9605,251863759.2,955416.6185,498876.491,516190.9721,547113.7517,194018673.9,482447.0582,632077.1581,489112.6163,581006.9596,200075277.2,835942.9605,251863759.2,32,16,32,0,32,16,32,16,0,16,0,32
"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -184.0702 Da]",C3 H3 N2 O6 P S,Full match,Invalid mass,No results,Partial match,-3.23,225.94421,0.965,251610829.8,DDA for preferred ion,179715556.7,239349329.3,242791319.8,201458735.8,187494894,198175663.1,251610829.8,199577609,208311362.4,241412701.2,180118257.3,24954901.02,179715556.7,239349329.3,242791319.8,201458735.8,187494894,198175663.1,251610829.8,199577609,208311362.4,241412701.2,180118257.3,0,0,0,0,0,0,0,0,0,0,0,128
1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose,C10 H19 N O7,Full match,Invalid mass,No results,Partial match,-0.04,265.11614,1.182,251003372.1,DDA for preferred ion,148198486.6,8691371.065,5979888.834,159721711.1,99799389.94,143461123.1,10207221.11,6504109.583,251003372.1,10883050.4,221214911.5,65173.70025,148198486.6,8691371.065,5979888.834,159721711.1,99799389.94,143461123.1,10207221.11,6504109.583,251003372.1,10883050.4,221214911.5,0,16,16,128,128,0,16,128,0,16,0,32
2'-Deoxyadenosine,C10 H13 N5 O3,Full match,Full match,Full match,Partial match,0.03,251.10185,6.256,247400759.2,DDA for preferred ion,142476.6626,192317048.7,144903511.1,135492082.7,72130206.11,90143788.49,159880832.3,210344750.5,83568175.03,247400759.2,63733379.95,255021.5463,142476.6626,192317048.7,144903511.1,135492082.7,72130206.11,90143788.49,159880832.3,210344750.5,83568175.03,247400759.2,63733379.95,32,0,0,0,0,0,0,0,0,0,128,16
Tetrolic Acid,C4 H4 O2,Full match,No results,No results,Partial match,0.16,84.02114,1.199,246608510.8,DDA for preferred ion,163760794.4,15939371.68,17099827.76,134724750.8,166631497.5,246608510.8,17212461.35,1244723.48,121185912.7,938714.6653,100680648.4,88092.19424,163760794.4,15939371.68,17099827.76,134724750.8,166631497.5,246608510.8,17212461.35,1244723.48,121185912.7,938714.6653,100680648.4,0,128,128,0,0,0,128,32,0,16,0,16
[Similar to: NP-019838; ΔMass: -563.3496 Da],C25 H43 N5 O18,Full match,Invalid mass,No results,Partial match,-1.55,701.25922,1.31,245800849.1,DDA for preferred ion,238514659,6614072.03,12266452.39,98019802.47,220331930.9,245800849.1,559651.5688,11479447.57,86405057.47,2709964.531,75960130.15,55367.83229,238514659,6614072.03,12266452.39,98019802.47,220331930.9,245800849.1,559651.5688,11479447.57,86405057.47,2709964.531,75960130.15,0,128,128,0,0,0,16,128,0,128,0,32
"N,N-Dimethyl-4-{5-[(3S)-1-(phenylsulfonyl)-3-pyrrolidinyl]-1,3,4-oxadiazol-2-yl}aniline",C20 H22 N4 O3 S,No match,Invalid mass,No results,Partial match,55214.36,420.12438,3.97,244076978.9,DDA for preferred ion,244076978.9,326215.0416,490374.1153,2722178.56,13491359.17,17208874.62,164757.4406,347069.5757,37070482.83,478840.4486,12007241.1,87920.02437,244076978.9,326215.0416,490374.1153,2722178.56,13491359.17,17208874.62,164757.4406,347069.5757,37070482.83,478840.4486,12007241.1,0,16,16,16,16,16,32,32,128,16,128,32
"2,3-DIHYDRO-3,5-DIHYDROXY-6-METHYL-4H-PYRAN-4-ONE",C6 H8 O4,Full match,Invalid mass,Partial match,Partial match,-0.09,144.04225,1.199,242118330.8,DDA for preferred ion,242118330.8,3234667.667,3625298.411,159279973.3,217118161,239518460.1,4606048.071,4008306.654,141546007,5494426.686,118238312.9,843570.3603,242118330.8,3234667.667,3625298.411,159279973.3,217118161,239518460.1,4606048.071,4008306.654,141546007,5494426.686,118238312.9,0,16,16,0,0,0,16,16,0,16,128,16
"2-Hexyl-3,5-dipentylpyridine",C21 H37 N,Full match,Invalid mass,No results,Partial match,0.16,303.29265,17.009,241414930.5,DDA for preferred ion,636593.3834,8079928.77,1209554.527,3343285.572,168255.3974,26194617.03,241414930.5,229706125.6,223281446.5,211576635.7,211489111.4,3047993.997,636593.3834,8079928.77,1209554.527,3343285.572,168255.3974,26194617.03,241414930.5,229706125.6,223281446.5,211576635.7,211489111.4,16,16,16,16,32,16,64,0,0,64,64,16
[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -124.1122 Da],C3 H7 Cl N2 O5 S,Full match,Invalid mass,No results,Partial match,-0.39,217.97633,0.846,240466939,DDA for preferred ion,182724838.9,148806941.1,164811317.1,165773071.6,188540167.5,240466939,104535277,189083024.9,140701218.7,151417142.6,103314573.3,320612.1839,182724838.9,148806941.1,164811317.1,165773071.6,188540167.5,240466939,104535277,189083024.9,140701218.7,151417142.6,103314573.3,0,0,0,0,0,0,0,0,0,0,0,16
"3,4-Dihydroxyphenylpropionic acid",C9 H10 O4,No match,Invalid mass,No match,Partial match,-98927.47,164.04738,19.194,240163555.1,DDA for preferred ion,559888.3527,341088.9831,259770.6354,174425850.9,585115.8772,546120.1573,511192.3186,886606.6155,211220288.3,410068.2871,240163555.1,701023.3871,559888.3527,341088.9831,259770.6354,174425850.9,585115.8772,546120.1573,511192.3186,886606.6155,211220288.3,410068.2871,240163555.1,32,32,32,0,32,32,32,32,0,32,0,32
(+)-Piperitol,C20 H20 O6,Full match,Invalid mass,Partial match,Partial match,0.24,356.12607,19.617,236600897,DDA for preferred ion,246035.7965,251618.3539,271926.5883,228546938.7,423841.8008,252350.8217,279032.4511,280873.0558,210695743.2,245557.2911,236600897,460780.9497,246035.7965,251618.3539,271926.5883,228546938.7,423841.8008,252350.8217,279032.4511,280873.0558,210695743.2,245557.2911,236600897,32,32,32,0,128,32,32,32,0,32,0,32
Methyl piperonyl ketone,C10 H10 O3,Full match,Invalid mass,No results,Partial match,0.2,178.06303,19.376,234300687.2,DDA for preferred ion,524896.5759,613637.8521,666981.8267,198515820.7,560374.5297,576433.0612,588409.3331,574218.0281,174089564.4,924645.0453,234300687.2,1034803.801,524896.5759,613637.8521,666981.8267,198515820.7,560374.5297,576433.0612,588409.3331,574218.0281,174089564.4,924645.0453,234300687.2,32,32,32,0,32,32,32,32,64,32,64,32
"2-Hexyl-3,5-dipentylpyridine",C21 H37 N,Full match,Invalid mass,No results,Partial match,0.11,303.29263,16.99,223281446.5,DDA for preferred ion,637165.3573,8087188.518,1210641.302,335459.58,154866.3027,2139749.696,1348716.7,6487456.385,223281446.5,211576635.7,211489111.4,554053.8385,637165.3573,8087188.518,1210641.302,335459.58,154866.3027,2139749.696,1348716.7,6487456.385,223281446.5,211576635.7,211489111.4,16,16,16,16,32,16,16,16,64,0,0,16
Ergocalciferol,C28 H44 O,No match,Invalid mass,No results,Partial match,-45442.27,378.32866,20.512,222782998,DDA for preferred ion,262460.8628,20372949.97,77821014.73,929795.229,3984782.017,848116.4741,18586166.03,222782998,432387.3118,32219734.51,447004.2242,475184.4982,262460.8628,20372949.97,77821014.73,929795.229,3984782.017,848116.4741,18586166.03,222782998,432387.3118,32219734.51,447004.2242,32,128,0,128,128,128,128,0,16,128,128,32
"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,Full match,Full match,No results,Partial match,0.13,402.1679,19.154,221437057.9,DDA for preferred ion,195601.4677,186560.5051,274952.4172,221280831.3,203498.821,195923.7725,197953.1811,204297.1045,209527461.9,182443.883,221437057.9,375190.8792,195601.4677,186560.5051,274952.4172,221280831.3,203498.821,195923.7725,197953.1811,204297.1045,209527461.9,182443.883,221437057.9,32,32,16,0,32,32,32,32,0,32,0,32
"pentane-1,2,3,4,5-pentol",C5 H12 O5,Full match,Full match,Full match,Partial match,0.06,152.06848,1.195,220753750.1,DDA for preferred ion,4219813.532,143511663.4,219039714.8,3701450.36,2713993.077,3993786.807,147819371.1,220753750.1,3378341.003,200275088.3,3125076.713,115473.8098,4219813.532,143511663.4,219039714.8,3701450.36,2713993.077,3993786.807,147819371.1,220753750.1,3378341.003,200275088.3,3125076.713,128,0,0,128,16,128,0,0,128,0,16,32
benzylidenemethylamine,C8 H9 N,Full match,Invalid mass,No results,Partial match,-0.34,119.07346,6.897,218477175.5,DDA for preferred ion,127814768.9,98204792.99,71344178.53,49024505.79,129979318.5,162604828.1,84725824.4,218477175.5,131756.9303,6991072.603,120703.736,56525.84196,127814768.9,98204792.99,71344178.53,49024505.79,129979318.5,162604828.1,84725824.4,218477175.5,131756.9303,6991072.603,120703.736,0,0,128,128,0,0,0,0,32,16,32,32
"[Similar to: 2-(2-thienyl)-1,3-thiazole-4-carboxylic acid; ΔMass: -38.9050 Da]",,No results,Invalid mass,No results,Partial match,,172.07118,2.092,215780799.9,DDA for preferred ion,428259.5454,215780799.9,103567857.8,12177862.56,621586.2504,373931.638,155623393,40478410.39,6374744.433,178936005.9,6405188.184,659722.124,428259.5454,215780799.9,103567857.8,12177862.56,621586.2504,373931.638,155623393,40478410.39,6374744.433,178936005.9,6405188.184,16,0,0,128,128,16,0,128,128,0,128,16
Amitriptyline-d3,C20 H20 [2]H3 N,No match,Invalid mass,No results,Partial match,7.01,280.20384,19.791,212214112.3,DDA for preferred ion,4823811.489,80052042.2,27254372.28,5929955.259,4688058.066,3883216.923,212214112.3,32275314.94,4923490.725,118071403,4384827.192,6854053.078,4823811.489,80052042.2,27254372.28,5929955.259,4688058.066,3883216.923,212214112.3,32275314.94,4923490.725,118071403,4384827.192,128,128,128,128,128,128,128,128,128,0,128,128
2'-Deoxyadenosine,C10 H13 N5 O3,Full match,Full match,Full match,Partial match,-0.06,251.10182,6.221,210344750.5,DDA for preferred ion,92761423.95,1224261.162,2188624.219,2700611.339,1992058.771,752669.2118,1258292.001,210344750.5,1769957.634,3490995.252,1226706.097,101040.4297,92761423.95,1224261.162,2188624.219,2700611.339,1992058.771,752669.2118,1258292.001,210344750.5,1769957.634,3490995.252,1226706.097,0,16,16,16,16,16,16,64,16,16,16,16
NP-022068,C8 H12 O5,No results,Invalid mass,No results,Partial match,-12.6,188.0661,1.265,210219919.6,DDA for preferred ion,554478.7918,167507483.9,153473490.3,7127346.824,336532.6068,589933.8496,210219919.6,174844764.6,8699121.289,163192384.7,8515943.582,33728.26911,554478.7918,167507483.9,153473490.3,7127346.824,336532.6068,589933.8496,210219919.6,174844764.6,8699121.289,163192384.7,8515943.582,32,64,64,128,32,32,64,64,128,64,128,32
2-Fluoro-6-(4-methoxyphenoxy)benzonitrile,C14 H10 F N O2,No match,Invalid mass,No results,Partial match,9.46,243.07186,1.781,210204565,DDA for preferred ion,471960.0293,184057381.6,161737169.9,7322471.94,512094.4619,562524.4191,154946305.2,210204565,4246188.912,198831136.7,3704322.495,89280.7471,471960.0293,184057381.6,161737169.9,7322471.94,512094.4619,562524.4191,154946305.2,210204565,4246188.912,198831136.7,3704322.495,16,0,128,16,16,16,128,128,16,128,16,32
Υ-Aminobutyric acid (GABA),C4 H9 N O2,Full match,Full match,Full match,Partial match,-0.2,103.06331,1.096,210069254.4,DDA for preferred ion,195927890.7,91194369.82,135068914.9,132764699,180200196.1,210069254.4,29235976.56,96709403.74,96801716.39,85624889.66,62415523.64,144686.5607,195927890.7,91194369.82,135068914.9,132764699,180200196.1,210069254.4,29235976.56,96709403.74,96801716.39,85624889.66,62415523.64,0,128,0,128,128,128,128,128,0,128,0,16
6-(3-hydroxybutan-2-yl)-5-(hydroxymethyl)-4-methoxy-2H-pyran-2-one,C11 H16 O5,No match,Invalid mass,No results,Partial match,166382.13,266.0515,4.319,208063426.4,DDA for preferred ion,3284768.414,44385243.86,46096879.54,6519190.97,159337530.9,208063426.4,37898418.03,128646493.8,3900976.056,346516.962,159015.1911,53761.13979,3284768.414,44385243.86,46096879.54,6519190.97,159337530.9,208063426.4,37898418.03,128646493.8,3900976.056,346516.962,159015.1911,16,128,128,16,0,0,128,0,16,16,16,32
AMIDINOPROLINE,C6 H11 N3 O2,Full match,Not the top hit,No results,Partial match,0.16,157.08515,3.153,207382568.3,DDA for preferred ion,3268597.179,168206411.2,165700537.1,207382568.3,119910914.4,143125844.8,150583162.5,201259300.4,1708231.124,6275531.487,4586869.433,405019.8987,3268597.179,168206411.2,165700537.1,207382568.3,119910914.4,143125844.8,150583162.5,201259300.4,1708231.124,6275531.487,4586869.433,16,0,0,0,0,0,0,0,16,16,16,16
Penicillic acid,C8 H10 O4,No results,Invalid mass,No results,Partial match,-13.91,170.05554,4.608,206016250,DDA for preferred ion,468842.3776,66661299.65,206016250,42651759.58,914700.2564,431484.8507,3358745.884,202873299.9,481899.8414,1438921.354,631417.5052,181163.3053,468842.3776,66661299.65,206016250,42651759.58,914700.2564,431484.8507,3358745.884,202873299.9,481899.8414,1438921.354,631417.5052,128,128,0,128,128,16,128,0,16,16,16,16
"3-Morpholino-4-tetrahydro-1H-pyrrol-1-ylcyclobut-3-ene-1,2-dione",C12 H16 N2 O3,Full match,Full match,Partial match,Partial match,-0.33,236.11601,15.557,204233914.8,DDA for preferred ion,120125.7388,126132.3516,204233914.8,197265.2551,173881.4262,128628.8168,125318.844,79279624.93,115751.8644,115960.097,113760.2027,272215.2989,120125.7388,126132.3516,204233914.8,197265.2551,173881.4262,128628.8168,125318.844,79279624.93,115751.8644,115960.097,113760.2027,32,32,0,128,16,32,32,128,32,32,32,32
8-hydroxy-deoxyguanosine,C10 H13 N5 O5,Full match,Invalid mass,Partial match,Partial match,0.19,283.09172,6.33,203843053.3,DDA for preferred ion,11086837.17,129282710.1,145852985.8,113610042.6,172361915.9,203843053.3,94659852.16,8856113.516,80251416.69,5829097.695,264834.9642,114213.2985,11086837.17,129282710.1,145852985.8,113610042.6,172361915.9,203843053.3,94659852.16,8856113.516,80251416.69,5829097.695,264834.9642,16,64,64,0,64,64,64,16,64,16,16,128
"4,5-Dideoxypentonic acid",C5 H10 O4,Full match,Invalid mass,Partial match,Partial match,-0.67,134.05782,1.173,202775926.3,DDA for preferred ion,14995471.05,61082870.46,134254765.6,12260067.17,10854406.76,16025377,95182443.24,202775926.3,9194029.777,101560216.8,6752946.049,84509.34717,14995471.05,61082870.46,134254765.6,12260067.17,10854406.76,16025377,95182443.24,202775926.3,9194029.777,101560216.8,6752946.049,128,128,64,128,128,128,64,0,128,64,128,32
Beauvericin,C45 H57 N3 O9,No match,Invalid mass,No results,Partial match,28059.54,805.39159,20.702,202408749,DDA for preferred ion,225918.1054,280806.3308,73802505.5,224246.4531,229224.8612,228881.1451,306427.374,202408749,241418.49,610007.061,240678.8695,269673.4532,225918.1054,280806.3308,73802505.5,224246.4531,229224.8612,228881.1451,306427.374,202408749,241418.49,610007.061,240678.8695,32,16,128,32,32,32,16,0,32,128,32,32
Penicillic acid,C8 H10 O4,Full match,Full match,No results,Partial match,0.24,170.05795,9.813,201428792.3,DDA for preferred ion,569873.2685,7669348.869,128685226.6,745744.5671,632857.8907,506951.6386,3759523.743,201428792.3,429649.3422,17143428.37,588243.1933,705744.2678,569873.2685,7669348.869,128685226.6,745744.5671,632857.8907,506951.6386,3759523.743,201428792.3,429649.3422,17143428.37,588243.1933,16,128,0,16,16,16,128,0,16,128,16,16
AMIDINOPROLINE,C6 H11 N3 O2,Full match,Not the top hit,No results,Partial match,0.12,157.08515,3.11,201259300.4,DDA for preferred ion,132463442.4,7609735.453,585062.9141,10486912.2,923743.5337,455071.0839,7407394.126,201259300.4,5287357.534,6146251.297,4487636.337,304704.7277,132463442.4,7609735.453,585062.9141,10486912.2,923743.5337,455071.0839,7407394.126,201259300.4,5287357.534,6146251.297,4487636.337,0,128,16,16,16,16,16,64,16,16,16,16
"3,4-Methylenedioxy-N-propylamphetamine",C13 H19 N O2,Full match,Invalid mass,No results,Partial match,0.04,221.14159,15.912,197661146.6,DDA for preferred ion,1680037.796,175017724.6,168735453.1,170952026.2,191748902.2,169838496.6,197661146.6,171044968.9,698637.0328,605922.6837,1768558.15,10977252.85,1680037.796,175017724.6,168735453.1,170952026.2,191748902.2,169838496.6,197661146.6,171044968.9,698637.0328,605922.6837,1768558.15,16,64,64,64,0,0,0,0,16,16,16,16
"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,Full match,Full match,No results,Partial match,0.09,192.07866,17.24,194486219.4,DDA for preferred ion,777121.2662,757096.5716,1181498.064,165804598.9,1123813.319,978534.3407,965701.5111,921494.3883,194486219.4,927730.915,151041593.5,1068954.92,777121.2662,757096.5716,1181498.064,165804598.9,1123813.319,978534.3407,965701.5111,921494.3883,194486219.4,927730.915,151041593.5,16,16,16,0,16,16,16,16,0,16,0,16
Hordenine,C10 H15 N O,Full match,Full match,No results,Partial match,0.19,165.1154,5.671,192665749.6,DDA for preferred ion,5628214.269,88917.9499,134558.3478,96082475.32,161979707.4,192665749.6,151887.6877,133656.8928,2203548.504,102892.1782,3251982.108,64660.87714,5628214.269,88917.9499,134558.3478,96082475.32,161979707.4,192665749.6,151887.6877,133656.8928,2203548.504,102892.1782,3251982.108,16,128,16,128,0,0,16,16,16,16,16,128
Lactamide,C3 H7 N O2,Full match,Full match,Partial match,Partial match,0.16,89.04769,1.093,191984064.6,DDA for preferred ion,147764258.6,136798901.5,123721801.8,59774526.92,154364535.5,180645989.5,89495362.42,191984064.6,37174004.93,163372184.5,23698726.98,352706.1413,147764258.6,136798901.5,123721801.8,59774526.92,154364535.5,180645989.5,89495362.42,191984064.6,37174004.93,163372184.5,23698726.98,0,0,128,0,0,0,0,128,0,128,128,16
AMIDINOPROLINE,C6 H11 N3 O2,Full match,Not the top hit,No results,Partial match,0.12,157.08515,3.068,190707258.3,DDA for preferred ion,10337463.65,1067433.076,619433.8663,4286158.274,341148.8164,474474.7632,4210204.686,6767329.136,190707258.3,184865152.3,176056740.4,339866.1877,10337463.65,1067433.076,619433.8663,4286158.274,341148.8164,474474.7632,4210204.686,6767329.136,190707258.3,184865152.3,176056740.4,16,16,16,16,16,16,16,16,0,0,0,16
