Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),mzCloud Best Match,mzCloud Best Match Confidence,mzCloud Best Sim. Match,mzCloud Library Match: Autoprocessed,mzCloud Library Match: Reference,MS2,Area: 2,Area: 10,Area: 14,Area: 19,Area: 23,Area: 40,Area: 41,Area: 46,Area: 47,Area: 57,Area: 59,Area: 60,Area: B,Group Area: CTRL1,Group Area: F1154_1,Group Area: F1177_1,Group Area: F1246_1,Group Area: F1177_2,Group Area: CTRL2,Group Area: CTRL3,Group Area: F1154_2,Group Area: F1177_3,Group Area: F1246_2,Group Area: F1154_3,Group Area: F1246_3,Gap Fill Status: 2plus_RP_pos_MS2.raw (F14),Gap Fill Status: 10plus_RP_pos_MS2.raw (F15),Gap Fill Status: 14plus_RP_pos_MS2.raw (F16),Gap Fill Status: 19plus_RP_pos_MS2.raw (F17),Gap Fill Status: 23plus_RP_pos_MS2.raw (F18),Gap Fill Status: 40plus_RP_pos_MS2.raw (F19),Gap Fill Status: 41plus_RP_pos_MS2.raw (F20),Gap Fill Status: 46plus_RP_pos_MS2.raw (F21),Gap Fill Status: 47plus_RP_pos_MS2.raw (F22),Gap Fill Status: 57plus_RP_pos_MS2.raw (F23),Gap Fill Status: 59plus_RP_pos_MS2.raw (F24),Gap Fill Status: 60plus_RP_pos_MS2.raw (F25),Gap Fill Status: Bplus_RP_pos_MS2.raw (F26)
DL-Tryptophan,C11 H12 N2 O2,Full match,Full match,Full match,Full match,-0.08,204.08986,8.48,356599838.3,99.5,98.9,90.6,Multiple matches found,Multiple matches found,DDA for preferred ion,8636328.769,150207321.2,116377244.5,100549822.8,3452009.793,161951332.7,191243350.6,143978301.8,356599838.3,4243932.017,8263184.449,64066.97188,78727.40201,8636328.769,150207321.2,116377244.5,100549822.8,3452009.793,161951332.7,191243350.6,143978301.8,356599838.3,4243932.017,8263184.449,64066.97188,16,64,0,0,128,64,64,64,64,16,16,32,32
Isoleucine,C6 H13 N O2,Full match,Full match,Full match,Not the top hit,-0.29,131.09459,3.549,348535203.8,99.3,10,94.1,Multiple matches found,Multiple matches found,DDA for preferred ion,9803000.939,752049.8923,116338.5442,662905.1376,191097.0652,2008247.307,1959503.594,769127.8648,3638124.385,54093117.19,348535203.8,19826332.07,193603.7946,9803000.939,752049.8923,116338.5442,662905.1376,191097.0652,2008247.307,1959503.594,769127.8648,3638124.385,54093117.19,348535203.8,19826332.07,16,16,16,16,16,16,16,16,16,128,0,128,16
NP-019445,C10 H10 O4,Full match,Full match,Partial match,Partial match,0.06,194.05792,12.618,342683453.2,96.7,92,,Multiple matches found,Multiple matches found,DDA for preferred ion,471493.5472,10784027.44,28887922.65,533166.5114,131787.0806,123064.2446,516403.9741,342683453.2,128802825.4,283200.8828,33268595.87,170654.7895,193446.4559,471493.5472,10784027.44,28887922.65,533166.5114,131787.0806,123064.2446,516403.9741,342683453.2,128802825.4,283200.8828,33268595.87,170654.7895,16,128,128,16,16,32,16,0,0,16,128,128,32
L-Glutamine,C5 H10 N2 O3,Full match,Full match,Full match,Full match,0.14,146.06916,1.096,337003299.6,99,96.1,92.1,Multiple matches found,Multiple matches found,DDA for preferred ion,3274948.923,164890437,161963782.5,95478673.21,8961794.685,4289940.731,929040.9599,75055290.21,337003299.6,56984395.26,169812577.5,66824240.75,49943.46765,3274948.923,164890437,161963782.5,95478673.21,8961794.685,4289940.731,929040.9599,75055290.21,337003299.6,56984395.26,169812577.5,66824240.75,128,0,128,0,128,128,16,128,0,128,0,128,16
"[Similar to: 4-[(1S,3aR,4S,6aR)-4-(4-hydroxy-3-methoxyphenyl)-hexahydrofuro[3,4-c]furan-1-yl]-2-methoxyphenol; ΔMass: 22.1487 Da]",C19 H36 N6 O2,Full match,Invalid mass,No results,No results,0.86,380.2903,20.269,333368421.4,,,99.6,Multiple matches found,No matches found,DDA for preferred ion,13977123.83,300408320.1,326326794.8,333368421.4,293868177.6,276806260,314160497.4,319364070.8,33580357.64,314918589.1,13015914.89,19041348.33,12681172.32,13977123.83,300408320.1,326326794.8,333368421.4,293868177.6,276806260,314160497.4,319364070.8,33580357.64,314918589.1,13015914.89,19041348.33,16,64,64,0,0,64,64,64,16,128,16,16,16
Isoleucine,C6 H13 N O2,Full match,Full match,Partial match,Not the top hit,-0.17,131.09461,3.655,325628227.3,99.2,10,95.1,Multiple matches found,Multiple matches found,DDA for preferred ion,10115423.67,224127603.6,134631419.2,96861444.75,5921265.184,256959057.3,325628227.3,209857723.4,142417.4048,1068998.374,1694060.504,389475.1187,52335.70885,10115423.67,224127603.6,134631419.2,96861444.75,5921265.184,256959057.3,325628227.3,209857723.4,142417.4048,1068998.374,1694060.504,389475.1187,16,64,64,128,128,64,0,0,32,16,16,16,32
3-hydroxy-3-methylpentanedioic acid,C6 H10 O5,No results,Invalid mass,No results,No results,135646.96,184.0348,6.94,318892906.4,96.4,9.8,96.6,Multiple matches found,Multiple matches found,DDA for preferred ion,36247587.17,170590677.7,318892906.4,279542072.4,8131476.009,34993097.75,41149913.39,104388330,284387784.5,232631632.9,167495059.1,232275657.8,170085.4096,36247587.17,170590677.7,318892906.4,279542072.4,8131476.009,34993097.75,41149913.39,104388330,284387784.5,232631632.9,167495059.1,232275657.8,128,0,0,0,128,128,128,0,0,0,64,64,16
[Similar to: NP-015005; ΔMass: -441.3129 Da],C29 H43 N5 O10 P2,Full match,Invalid mass,No results,No results,0.07,683.24856,1.709,316321011.9,,,99.2,Multiple matches found,Multiple matches found,DDA for preferred ion,279559182.5,1665156.19,1133602.263,68304357.36,132607.1062,233035879.3,316321011.9,1772316.215,1326711.439,59775501.42,4651261.304,47620795.59,106288.6858,279559182.5,1665156.19,1133602.263,68304357.36,132607.1062,233035879.3,316321011.9,1772316.215,1326711.439,59775501.42,4651261.304,47620795.59,0,128,128,128,16,0,0,16,128,16,16,16,32
Palmitic Acid,C16 H32 O2,No match,Invalid mass,No results,No match,66447.57,273.26677,16.276,316043524.2,82.2,51.4,,Single match found,No matches found,DDA for preferred ion,297624065.1,5827216.688,17918126.2,6267112.933,14608984.99,315605574.1,316043524.2,312257541.1,306991205.3,5218576.795,8565696.835,5402174.983,4294833.182,297624065.1,5827216.688,17918126.2,6267112.933,14608984.99,315605574.1,316043524.2,312257541.1,306991205.3,5218576.795,8565696.835,5402174.983,64,16,16,16,16,64,64,64,0,16,16,16,16
D-(+)-Maltose,C12 H22 O11,No match,Invalid mass,No results,No results,64252.79,364.09813,1.521,312318546.3,93.8,9.7,,Multiple matches found,Multiple matches found,DDA for preferred ion,269485947.2,5538329.231,8112010.607,312318546.3,804669.8813,291005856.7,296101550.6,4869316.108,15982478.13,297657718.4,7760423.992,282042354.5,69539.76178,269485947.2,5538329.231,8112010.607,312318546.3,804669.8813,291005856.7,296101550.6,4869316.108,15982478.13,297657718.4,7760423.992,282042354.5,0,16,16,0,128,0,0,16,16,0,16,0,32
N~2~-Acetyl-L-ornithine,C7 H14 N2 O3,Full match,Invalid mass,Full match,Full match,0.2,174.10048,1.417,311743336.1,,,79.7,Multiple matches found,Multiple matches found,DDA for preferred ion,233968332.3,6285458.659,2223056.508,2870520.684,124393.1201,258711047.2,311743336.1,1227878.739,882674.6892,1972362.191,5801325.373,2227039.878,26267.42119,233968332.3,6285458.659,2223056.508,2870520.684,124393.1201,258711047.2,311743336.1,1227878.739,882674.6892,1972362.191,5801325.373,2227039.878,0,128,128,16,16,0,0,128,128,16,128,16,32
"(4S,5S,8S,10R)-4,5,8-trihydroxy-10-methyl-3,4,5,8,9,10-hexahydro-2H-oxecin-2-one",C10 H16 O5,Full match,Full match,No results,Partial match,-0.18,216.09973,11.659,311714882,65.6,66.6,92.6,Multiple matches found,Multiple matches found,DDA for preferred ion,281071496.8,290793456.9,301486686.8,311346264.8,311714882,282154222.3,285421192.7,305785229.2,294058990.8,79202582.7,75018409.63,76430961.84,57424107.87,281071496.8,290793456.9,301486686.8,311346264.8,311714882,282154222.3,285421192.7,305785229.2,294058990.8,79202582.7,75018409.63,76430961.84,0,0,0,0,0,0,0,0,0,128,128,128,128
NP-013538,C12 H16 O8,No match,Invalid mass,No results,No match,76303.99,310.06652,7.48,304017721.4,98.2,83.2,71.8,Multiple matches found,Single match found,DDA for preferred ion,265748183.9,1401048.11,1682705.991,175929234.5,42476.03978,279467079,304017721.4,1354878.078,1375497.15,92724598.52,1551748.691,54444820.86,57765.8322,265748183.9,1401048.11,1682705.991,175929234.5,42476.03978,279467079,304017721.4,1354878.078,1375497.15,92724598.52,1551748.691,54444820.86,0,16,16,0,32,0,0,16,16,128,16,128,32
Cyclo(leucylprolyl),C11 H18 N2 O2,Full match,Full match,No results,Full match,-0.08,210.13681,11.807,298523958.3,99.8,100,,Multiple matches found,Multiple matches found,DDA for preferred ion,208248642,248248156,252135006.7,210491743.5,10853284.16,198695009.1,232810672.1,220788554.6,242356372,222467237.5,298523958.3,181346064.1,2204426.16,208248642,248248156,252135006.7,210491743.5,10853284.16,198695009.1,232810672.1,220788554.6,242356372,222467237.5,298523958.3,181346064.1,0,0,0,0,128,0,0,0,0,0,0,0,16
"4-Oxo-3,4-dihydroquinazoline-2-carbohydrazide",C9 H8 N4 O2,No match,Invalid mass,No results,No results,-18.6,204.06093,1.194,293266651.3,66.8,8.3,99.3,Multiple matches found,Multiple matches found,DDA for preferred ion,8323114.689,235978199.1,167843692.5,8392445.66,28190603.88,9562770.932,9785512.765,293266651.3,237361808.3,6970254.957,229886347.5,8097554.22,36708.63611,8323114.689,235978199.1,167843692.5,8392445.66,28190603.88,9562770.932,9785512.765,293266651.3,237361808.3,6970254.957,229886347.5,8097554.22,128,64,64,128,128,128,128,0,64,128,64,128,32
[Similar to: (±)5(6)-DiHET; ΔMass: -166.1745 Da],,No results,Invalid mass,No results,No results,,172.07118,1.886,292207167.4,,,97.6,Multiple matches found,No matches found,DDA for preferred ion,281849.9521,292207167.4,124510555.1,73325010.15,5731844.957,776007.0632,443428.8386,284995967.6,140526131.8,49962816.32,279708098.8,48623518.91,817121.7438,281849.9521,292207167.4,124510555.1,73325010.15,5731844.957,776007.0632,443428.8386,284995967.6,140526131.8,49962816.32,279708098.8,48623518.91,16,0,0,128,128,128,16,0,0,128,0,128,16
Adenine,C5 H5 N5,Full match,Full match,Full match,Partial match,-0.07,135.05449,1.993,286452195.9,99.7,10,99.4,Multiple matches found,Multiple matches found,DDA for preferred ion,271069273.1,7538443.903,3171489.706,1108039.264,158242.8143,261585760.5,286452195.9,9426355.145,15781235.69,872804.5259,7982734.082,773124.5518,136461.5236,271069273.1,7538443.903,3171489.706,1108039.264,158242.8143,261585760.5,286452195.9,9426355.145,15781235.69,872804.5259,7982734.082,773124.5518,0,128,128,128,128,0,0,128,128,128,128,128,16
3-hydroxy-3-methylpentanedioic acid,C6 H10 O5,No results,Invalid mass,No results,No results,135646.97,184.0348,6.912,284387784.5,96.4,9.8,94.9,Multiple matches found,Multiple matches found,DDA for preferred ion,36247587.17,1448614.069,1412096.661,4676253.677,620782.9933,1390678.981,1108066.994,5272271.584,284387784.5,232631632.9,167495059.1,232275657.8,185057.3829,36247587.17,1448614.069,1412096.661,4676253.677,620782.9933,1390678.981,1108066.994,5272271.584,284387784.5,232631632.9,167495059.1,232275657.8,128,16,16,16,16,16,16,16,64,64,0,0,16
"6-Methyl-3-(2-pyridyl)-1,2,4-triazin-5-ol",C9 H8 N4 O,No match,Invalid mass,No results,No match,-116901.63,166.08414,1.263,278911687.5,77,8.8,72.1,Multiple matches found,Multiple matches found,DDA for preferred ion,1146893.411,249229254.9,225787928.5,11789424.11,43070649.93,696089.7963,681958.614,276831861.5,278911687.5,15153985.93,247081437.3,13405901.71,69764.12835,1146893.411,249229254.9,225787928.5,11789424.11,43070649.93,696089.7963,681958.614,276831861.5,278911687.5,15153985.93,247081437.3,13405901.71,32,0,0,128,128,32,32,0,0,128,0,128,32
[Similar to: Muramic acid; ΔMass: 162.0529 Da],C15 H27 N O12,Full match,Invalid mass,No results,No results,0.25,413.15343,1.297,270469885.1,,,66.9,Single match found,Multiple matches found,DDA for preferred ion,189464935,30357526.01,13917529.68,36185016.45,69837.85636,232972840.6,270469885.1,19498633.86,17448365.19,15517201.18,40429067.53,10095056.2,87499.66774,189464935,30357526.01,13917529.68,36185016.45,69837.85636,232972840.6,270469885.1,19498633.86,17448365.19,15517201.18,40429067.53,10095056.2,0,128,128,128,16,0,0,128,128,128,128,128,32
Linamarin,C10 H17 N O6,Full match,Invalid mass,Full match,Full match,-0.1,247.10556,1.249,270100837.6,,,75.1,No matches found,Multiple matches found,DDA for preferred ion,100994167.6,13514004.06,11311158.74,270100837.6,63465.26645,97457007.42,108811369.4,9586004.387,6952471.28,192183001,11074188.7,176056495.6,81380.40432,100994167.6,13514004.06,11311158.74,270100837.6,63465.26645,97457007.42,108811369.4,9586004.387,6952471.28,192183001,11074188.7,176056495.6,64,128,128,0,32,64,64,128,128,64,128,64,32
"3,4-Methylenedioxy-N-propylamphetamine",C13 H19 N O2,Full match,Invalid mass,No results,Full match,0.02,221.14158,15.957,269305248.1,,,70.9,No matches found,Multiple matches found,DDA for preferred ion,1716439.868,1938729.378,2484424.591,7164835.089,266049.348,3006915.615,11155569.3,5520480.409,3940401.547,269305248.1,250064577.6,253360862.6,5082639.04,1716439.868,1938729.378,2484424.591,7164835.089,266049.348,3006915.615,11155569.3,5520480.409,3940401.547,269305248.1,250064577.6,253360862.6,16,16,16,16,16,16,16,16,16,0,0,0,16
"1-Methyl-5-(1-piperidinyl)-2,4-imidazolidinedione",C9 H15 N3 O2,Full match,Invalid mass,No results,Full match,0.33,197.11649,1.016,261934517.5,,,70.3,Multiple matches found,Multiple matches found,DDA for preferred ion,10196544.3,138856573.2,261934517.5,15978507.32,10594555.92,12002237.14,10583325.55,10433479.23,144225679.7,12414971.73,127631154.9,10677657.39,57391.46397,10196544.3,138856573.2,261934517.5,15978507.32,10594555.92,12002237.14,10583325.55,10433479.23,144225679.7,12414971.73,127631154.9,10677657.39,128,128,0,128,128,128,128,128,128,128,128,128,32
"N,N-Dimethyl-4-{5-[(3S)-1-(phenylsulfonyl)-3-pyrrolidinyl]-1,3,4-oxadiazol-2-yl}aniline",C20 H22 N4 O3 S,No match,Invalid mass,No results,No results,55214.36,420.12438,4.03,259412281.4,98.1,9.9,,Multiple matches found,Multiple matches found,DDA for preferred ion,16143851.67,186495.2446,630537.1425,32787157.28,61173.94717,224360333.3,259412281.4,171423.3132,226579.2214,4369724.696,253009.3991,2105048.16,91853.88757,16143851.67,186495.2446,630537.1425,32787157.28,61173.94717,224360333.3,259412281.4,171423.3132,226579.2214,4369724.696,253009.3991,2105048.16,16,32,16,128,32,128,0,32,32,16,16,16,32
"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",C12 H20 O10,Full match,Invalid mass,No results,Full match,0.19,324.10571,1.406,256843719.9,,,97.9,Multiple matches found,Multiple matches found,DDA for preferred ion,256843719.9,9890441.542,10768697.69,83055546.89,123583.7638,244606080.2,224463407.1,6210229.663,12841499.06,74118355.71,10091832.98,72070005.5,74975.06891,256843719.9,9890441.542,10768697.69,83055546.89,123583.7638,244606080.2,224463407.1,6210229.663,12841499.06,74118355.71,10091832.98,72070005.5,0,128,128,0,128,0,0,128,128,0,128,0,32
FUB-PB-22 3-carboxyindole metabolite,C16 H12 F N O2,No match,Invalid mass,No results,No match,8.79,269.08757,5.288,255955062.6,75.2,8.8,96.5,Multiple matches found,Multiple matches found,DDA for preferred ion,1143327.853,112933373.1,145306586.8,255955062.6,1940099.852,109649347.3,134105722.1,90033088.56,149789495.7,7006744.628,7102657.254,1657444.275,57256.35182,1143327.853,112933373.1,145306586.8,255955062.6,1940099.852,109649347.3,134105722.1,90033088.56,149789495.7,7006744.628,7102657.254,1657444.275,16,128,128,0,128,128,128,128,128,16,16,16,32
"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,Full match,Full match,No results,Full match,0.09,192.07866,18.891,255870744.8,75.7,55.8,98.6,Multiple matches found,Multiple matches found,DDA for preferred ion,177213.1932,588990.5784,566241.6862,234760098.8,196110.2156,670183.315,301008.5927,761815.1756,179631.0311,234092696.8,513121.553,255870744.8,661643.4254,177213.1932,588990.5784,566241.6862,234760098.8,196110.2156,670183.315,301008.5927,761815.1756,179631.0311,234092696.8,513121.553,255870744.8,32,16,16,0,16,16,16,16,32,0,128,0,16
[Similar to: NP-005128; ΔMass: -22.0653 Da],C28 H20 N10 O4,Full match,Invalid mass,No results,No results,-1.64,560.16598,18.894,251904193.3,,,78.3,Multiple matches found,Multiple matches found,DDA for preferred ion,206091.5566,188776.5496,211138.5857,223834753,188034.6932,199561.9622,193683.3641,191689.6297,208903.4014,241876844.1,189259.1846,251904193.3,320348.3281,206091.5566,188776.5496,211138.5857,223834753,188034.6932,199561.9622,193683.3641,191689.6297,208903.4014,241876844.1,189259.1846,251904193.3,32,32,32,0,32,32,32,32,32,0,32,0,32
DL-α-AMINOSUBERIC ACID,C8 H15 N O4,Full match,Not the top hit,No results,Full match,0.1,189.10013,6.985,251875394.1,,,79.2,Multiple matches found,Multiple matches found,DDA for preferred ion,503578.7774,2579018.993,1410491.595,251875394.1,294119.087,687856.6743,970428.0596,811249.8754,1297409.299,187206150.1,1918179.678,118319503.2,559017.9013,503578.7774,2579018.993,1410491.595,251875394.1,294119.087,687856.6743,970428.0596,811249.8754,1297409.299,187206150.1,1918179.678,118319503.2,16,128,128,0,16,128,128,128,128,0,128,128,16
NP-012042,C10 H12 O4,No match,Invalid mass,No results,No match,-91855.98,178.06303,19.436,251863759.2,66.6,47.4,96.7,Multiple matches found,Multiple matches found,DDA for preferred ion,498876.491,516190.9721,547113.7517,194018673.9,463378.5275,482447.0582,632077.1581,489112.6163,581006.9596,200075277.2,835942.9605,251863759.2,955416.6185,498876.491,516190.9721,547113.7517,194018673.9,463378.5275,482447.0582,632077.1581,489112.6163,581006.9596,200075277.2,835942.9605,251863759.2,32,16,32,0,32,32,16,32,16,0,16,0,32
"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -184.0702 Da]",C3 H3 N2 O6 P S,Full match,Invalid mass,No results,No results,-3.23,225.94421,0.965,251610829.8,,,95.6,Multiple matches found,No matches found,DDA for preferred ion,179715556.7,239349329.3,242791319.8,201458735.8,15562395.81,187494894,198175663.1,251610829.8,199577609,208311362.4,241412701.2,180118257.3,24954901.02,179715556.7,239349329.3,242791319.8,201458735.8,15562395.81,187494894,198175663.1,251610829.8,199577609,208311362.4,241412701.2,180118257.3,0,0,0,0,128,0,0,0,0,0,0,0,128
1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose,C10 H19 N O7,Full match,Invalid mass,No results,Full match,-0.04,265.11614,1.182,251003372.1,,,73.3,No matches found,Single match found,DDA for preferred ion,148198486.6,8691371.065,5979888.834,159721711.1,711691.8376,99799389.94,143461123.1,10207221.11,6504109.583,251003372.1,10883050.4,221214911.5,65173.70025,148198486.6,8691371.065,5979888.834,159721711.1,711691.8376,99799389.94,143461123.1,10207221.11,6504109.583,251003372.1,10883050.4,221214911.5,0,16,16,128,128,128,0,16,128,0,16,0,32
,,No results,No results,No results,No results,,103.99597,0.847,250205597.8,,,,No matches found,No matches found,DDA for preferred ion,203503151.9,171539586.1,179011735.8,193804212.9,9041262.755,204892875.3,250205597.8,135086950.1,184186148,170936476.8,166198958.6,141288050.4,454232.7702,203503151.9,171539586.1,179011735.8,193804212.9,9041262.755,204892875.3,250205597.8,135086950.1,184186148,170936476.8,166198958.6,141288050.4,0,0,0,0,128,0,0,0,0,0,0,0,16
8-hydroxy-deoxyguanosine,C10 H13 N5 O5,Full match,Invalid mass,Partial match,Full match,0.13,283.0917,6.309,247516549.2,,,97.4,Multiple matches found,Multiple matches found,DDA for preferred ion,166379993.7,129282710.1,145852985.8,113610042.6,5843142.589,172361915.9,203843053.3,94659852.16,247516549.2,79665983.6,161875535.7,65000565.74,90521.09176,166379993.7,129282710.1,145852985.8,113610042.6,5843142.589,172361915.9,203843053.3,94659852.16,247516549.2,79665983.6,161875535.7,65000565.74,0,0,0,64,128,0,0,0,0,128,0,128,16
2'-Deoxyadenosine,C10 H13 N5 O3,Full match,Full match,Full match,Full match,0.03,251.10185,6.256,247400759.2,99.6,93.4,89.5,Multiple matches found,Multiple matches found,DDA for preferred ion,142952.5299,192317048.7,144903511.1,135492082.7,635632.7733,71800293.11,90143788.49,159880832.3,210344750.5,83568175.03,247400759.2,63733379.95,255873.3099,142952.5299,192317048.7,144903511.1,135492082.7,635632.7733,71800293.11,90143788.49,159880832.3,210344750.5,83568175.03,247400759.2,63733379.95,32,0,0,0,128,128,0,0,0,0,0,128,16
Tetrolic Acid,C4 H4 O2,Full match,No results,No results,Full match,0.16,84.02114,1.199,246608510.8,,,,No matches found,No matches found,DDA for preferred ion,163760794.4,15939371.68,17099827.76,134724750.8,259443.2698,166631497.5,246608510.8,17212461.35,1244723.48,121185912.7,938714.6653,100680648.4,88092.19424,163760794.4,15939371.68,17099827.76,134724750.8,259443.2698,166631497.5,246608510.8,17212461.35,1244723.48,121185912.7,938714.6653,100680648.4,0,128,128,0,16,0,0,128,32,0,16,0,16
[Similar to: NP-019838; ΔMass: -563.3496 Da],C25 H43 N5 O18,Full match,Invalid mass,No results,No results,-1.55,701.25922,1.31,245800849.1,,,93.4,Multiple matches found,Multiple matches found,DDA for preferred ion,238514659,6614072.03,12266452.39,98019802.47,35839.27981,220331930.9,245800849.1,559651.5688,11479447.57,86405057.47,2709964.531,75960130.15,55367.83229,238514659,6614072.03,12266452.39,98019802.47,35839.27981,220331930.9,245800849.1,559651.5688,11479447.57,86405057.47,2709964.531,75960130.15,0,128,128,0,32,0,0,16,128,0,128,0,32
"N,N-Dimethyl-4-{5-[(3S)-1-(phenylsulfonyl)-3-pyrrolidinyl]-1,3,4-oxadiazol-2-yl}aniline",C20 H22 N4 O3 S,No match,Invalid mass,No results,No results,55214.36,420.12438,3.97,244076978.9,98.3,9.9,,Multiple matches found,Multiple matches found,DDA for preferred ion,244076978.9,326215.0416,490374.1153,2722178.56,56365.53584,13491359.17,17208874.62,164757.4406,347069.5757,37070482.83,478840.4486,12007241.1,87920.02437,244076978.9,326215.0416,490374.1153,2722178.56,56365.53584,13491359.17,17208874.62,164757.4406,347069.5757,37070482.83,478840.4486,12007241.1,0,16,16,16,32,16,16,32,32,128,16,128,32
"2-Hexyl-3,5-dipentylpyridine",C21 H37 N,Full match,Invalid mass,No results,Full match,0.16,303.29265,17.009,241414930.5,,,81.4,Multiple matches found,No matches found,DDA for preferred ion,636593.3834,8079928.77,1209554.527,3343285.572,2430761.177,168255.3974,26194617.03,241414930.5,229706125.6,223281446.5,211576635.7,211489111.4,3047993.997,636593.3834,8079928.77,1209554.527,3343285.572,2430761.177,168255.3974,26194617.03,241414930.5,229706125.6,223281446.5,211576635.7,211489111.4,16,16,16,16,16,32,16,64,0,0,64,64,16
[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -124.1122 Da],C3 H7 Cl N2 O5 S,Full match,Invalid mass,No results,No results,-0.39,217.97633,0.846,240466939,,,64,Single match found,No matches found,DDA for preferred ion,182714213.9,149791434.5,164750782,163501490.3,5817527.194,188540167.5,240466939,104273182,182510976,140534207,151219056.5,103256156.5,303030.0259,182714213.9,149791434.5,164750782,163501490.3,5817527.194,188540167.5,240466939,104273182,182510976,140534207,151219056.5,103256156.5,0,0,0,0,16,0,0,0,0,0,0,0,16
"3,4-Dihydroxyphenylpropionic acid",C9 H10 O4,No match,Invalid mass,No match,No match,-98927.47,164.04738,19.194,240163555.1,80,9,,Multiple matches found,Multiple matches found,DDA for preferred ion,559888.3527,341088.9831,259770.6354,174425850.9,499579.6987,585115.8772,546120.1573,511192.3186,886606.6155,211220288.3,410068.2871,240163555.1,701023.3871,559888.3527,341088.9831,259770.6354,174425850.9,499579.6987,585115.8772,546120.1573,511192.3186,886606.6155,211220288.3,410068.2871,240163555.1,32,32,32,0,32,32,32,32,32,0,32,0,32
"2,3-DIHYDRO-3,5-DIHYDROXY-6-METHYL-4H-PYRAN-4-ONE",C6 H8 O4,Full match,Invalid mass,Partial match,Full match,-0.1,144.04224,1.201,239518460.1,,,97.4,Multiple matches found,Multiple matches found,DDA for preferred ion,193605020.1,3534885.434,3061729.609,160919787.8,1398326.758,217118161,239518460.1,4895966.621,3976282.118,140570611.1,5950058.943,116556217.5,771451.2478,193605020.1,3534885.434,3061729.609,160919787.8,1398326.758,217118161,239518460.1,4895966.621,3976282.118,140570611.1,5950058.943,116556217.5,0,16,16,128,16,0,0,16,16,128,16,128,16
"5-[(10Z)-14-(3,5-dihydroxyphenyl)tetradec-10-en-1-yl]benzene-1,3-diol",C26 H36 O4,No match,Invalid mass,No results,No results,-5.73,412.259,20.958,237284921.5,98.2,9.9,96.6,Multiple matches found,Multiple matches found,DDA for preferred ion,195779271.3,210609000.4,186106235,180859248.5,182214508.5,220287848.5,192813406.5,196457401.1,237284921.5,206699462.7,228091340.3,223372247,16400178.3,195779271.3,210609000.4,186106235,180859248.5,182214508.5,220287848.5,192813406.5,196457401.1,237284921.5,206699462.7,228091340.3,223372247,0,0,0,0,0,0,0,0,0,0,0,0,128
(+)-Piperitol,C20 H20 O6,Full match,Invalid mass,Partial match,Full match,0.24,356.12607,19.617,236600897,,,96.1,Multiple matches found,Multiple matches found,DDA for preferred ion,246035.7965,251618.3539,271926.5883,228546938.7,256521.8799,423841.8008,252350.8217,279032.4511,280873.0558,210695743.2,245557.2911,236600897,460780.9497,246035.7965,251618.3539,271926.5883,228546938.7,256521.8799,423841.8008,252350.8217,279032.4511,280873.0558,210695743.2,245557.2911,236600897,32,32,32,0,32,128,32,32,32,0,32,0,32
Methyl piperonyl ketone,C10 H10 O3,Full match,Invalid mass,No results,Full match,0.2,178.06303,19.376,234300687.2,,,96.4,Multiple matches found,Multiple matches found,DDA for preferred ion,524896.5759,613637.8521,666981.8267,198515820.7,568500.0859,560374.5297,576433.0612,588409.3331,574218.0281,174089564.4,924645.0453,234300687.2,1034803.801,524896.5759,613637.8521,666981.8267,198515820.7,568500.0859,560374.5297,576433.0612,588409.3331,574218.0281,174089564.4,924645.0453,234300687.2,32,32,32,0,32,32,32,32,32,64,32,64,32
"2-Hexyl-3,5-dipentylpyridine",C21 H37 N,Full match,Invalid mass,No results,Full match,0.11,303.29263,16.99,223281446.5,,,98.3,Multiple matches found,No matches found,DDA for preferred ion,637165.3573,8087188.518,1210641.302,335459.58,2432945.196,154866.3027,2139749.696,1348716.7,6487456.385,223281446.5,211576635.7,211489111.4,554053.8385,637165.3573,8087188.518,1210641.302,335459.58,2432945.196,154866.3027,2139749.696,1348716.7,6487456.385,223281446.5,211576635.7,211489111.4,16,16,16,16,16,32,16,16,16,64,0,0,16
Ergocalciferol,C28 H44 O,No match,Invalid mass,No results,No match,-45442.27,378.32866,20.519,222782998,83.7,77.8,67.5,Multiple matches found,Multiple matches found,DDA for preferred ion,214126.5493,5257512.486,5534056.753,929795.229,1832083.535,3984782.017,848116.4741,18586166.03,222782998,1234235.001,32219734.51,447004.2242,466326.4874,214126.5493,5257512.486,5534056.753,929795.229,1832083.535,3984782.017,848116.4741,18586166.03,222782998,1234235.001,32219734.51,447004.2242,32,16,16,128,128,128,128,128,0,16,128,128,32
