FeatureID,Name,Formula,MW,KEGG Pathways,name4plot,C,H,N,O,S,P,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment
Feature0165,L-Aspartic acid,C4 H7 N O4,133.0375,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;Biosynthesis of cofactors;2-Oxocarboxylic acid metabolism;Protein digestion and absorption;Central carbon metabolism in cancer;D-Amino acid metabolism;Aminoacyl-tRNA biosynthesis;Biosynthesis of various plant secondary metabolites;Cyanoamino acid metabolism;Other,L-Aspartic acid,4,7,1,4,0,0,0,1.75,1,1,31.799999999999997,2,-2,3,-1,-3,Carbohydrate,25.7612979271149,26.7757063876634,1.0393772263889232,0.05571935382818443,0.05206648712072122,0.1308698189791101,Upregulated
Feature0164,3-Methyl-2-buten-1-amine,C5 H11 N,85.08916,"Protein digestion and absorption;Tropane, piperidine and pyridine alkaloid biosynthesis",3-Methyl-2-buten-1-amine-peak2,5,11,1,0,0,0,0,2.2,0,-1.5999999999999996,105.89999999999998,1,1,0,0,0,Lipid,24.2673711850762,23.598104164415133,0.9724211157625244,-0.04034687359484308,0.6862796704612271,0.7783415774743184,Downregulated
Feature0163,Valylproline,C10 H18 N2 O3,214.13173,Metabolic pathways;Biosynthesis of cofactors;Other,Valylproline,10,18,2,3,0,0,0,1.8,0.3,-0.5999999999999996,77.39999999999999,3,0,-0.4,-0.07692307692307693,-2,Lipid,25.050436847018833,23.015565422230733,0.9187690243800972,-0.12222587675068479,0.27383675942231717,0.41748882993894254,Downregulated
Feature0162,Methionine,C5 H11 N O2 S,149.05106,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;Biosynthesis of cofactors;2-Oxocarboxylic acid metabolism;Protein digestion and absorption;Central carbon metabolism in cancer;D-Amino acid metabolism;Aminoacyl-tRNA biosynthesis;Biosynthesis of various plant secondary metabolites;Other,Methionine,5,11,1,2,1,0,0,2.2,0.4,-0.4000000000000003,71.7,1,-1,-3,-1,-3,Protein,24.1725572022156,26.669102575590202,1.1032801516401325,0.1417991753921099,0.01991770660631581,0.06585981425096389,Upregulated
Feature0161,"[Similar to: 3-{[(1,5-Dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)amino]carbonyl}-2-pyrazinecarboxylic acid; ΔMass: 136.0723 Da]",C21 H31 N O12,489.18468,NA,"[Similar to: 3-{[(1,5-Dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)amino]carbonyl}-2-pyrazinecarboxylic acid; ΔMass: 136.0723 Da]",21,31,1,12,0,0,0,1.4761904761904765,0.5714285714285714,-0.1904761904761907,65.72857142857143,7,-5,-0.75,0,-6,Phenol,26.895924350478634,25.872239951099,0.961939051209392,-0.05598260765249566,0.03306316025462145,0.09133288822811271,Downregulated
Feature0160,Hordenine,C10 H15 N O,165.11537,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Hordenine-peak1,10,15,1,1,0,0,0,1.5,0.1,-1,88.8,4,3,0.25,0.29411764705882354,2,Lipid,25.366138999822102,19.4072407183416,0.7650845372438315,-0.38630892914195053,0.08815979532681087,0.18085722717779582,Downregulated
Feature0159,NP-011220,C11 H18 N2 O2,210.13681,NA,NP-011220,11,18,2,2,0,0,0,1.6363636363636365,0.18181818181818185,-0.7272727272727275,81.02727272727273,4,2,0,0.125,0,Lipid,26.0092256046052,26.996717842896167,1.0379669988373712,0.053760575323417124,0.06695347174455987,0.14975828550504222,Upregulated
Feature0158,Acetyl-L-carnitine,C9 H17 N O4,203.11569,NA,Acetyl-L-carnitine-peak2,9,17,1,4,0,0,0,1.8888888888888888,0.4444444444444444,-0.666666666666667,79.30000000000001,2,-2,-0.75,-0.16666666666666666,-3,Protein,22.036014184134366,21.450885242901435,0.9734466979217042,-0.038826110034571225,0.3908165049257595,0.5244307229628264,Downregulated
Feature0157,[Similar to: Captopril ; ΔMass: 240.1023 Da],C17 H31 N O13,457.17957,NA,[Similar to: Captopril ; ΔMass: 240.1023 Da],17,31,1,13,0,0,0,1.8235294117647056,0.7647058823529411,-0.117647058823529,63.65294117647058,3,-10,-3.6666666666666665,-0.47368421052631576,-11,Carbohydrate,26.689463373948534,21.0247443144591,0.7877544789821911,-0.3441820428047821,0.015521495271602145,0.05413121475971248,Downregulated
Feature0156,Glycerol 3-phosphate,C3 H9 O6 P,172.01368,Metabolic pathways;Biosynthesis of secondary metabolites;ABC transporters;Other,Glycerol 3-phosphate,3,9,0,6,0,1,0,3,2,-0.666666666666667,79.30000000000001,0,-6,1.75,4,-7,Other,22.719312247664902,26.0680721864783,1.1473970647662357,0.19836473245182037,0.007928343696764956,0.032857597566875514,Upregulated
Feature0155,Pyrogallol,C6 H6 O3,126.03165,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other,Pyrogallol-peak4,6,6,0,3,0,0,0,1,0.5,0,60.3,4,1,0.3333333333333333,0.5555555555555556,1,Phenol,26.767547411930533,21.8402849052423,0.8159240205738046,-0.2934932812260611,0.0816898029353356,0.17189034425511135,Downregulated
Feature0154,[Similar to: RPH; ΔMass: -155.0695 Da],C11 H19 N5 O2,253.15389,NA,[Similar to: RPH; ΔMass: -155.0695 Da]-peak2,11,19,5,2,0,0,0,1.7272727272727273,0.18181818181818185,0,60.3,5,3,-0.5,-0.2,-2,Lipid,26.2502742270835,20.519097697794,0.7816717463706947,-0.3553652025775214,0.06746003940484988,0.14975828550504222,Downregulated
Feature0153,(S)-malyl alpha-D-glucosaminide,C10 H17 N O9,295.0904,NA,(S)-malyl alpha-D-glucosaminide,10,17,1,9,0,0,0,1.7,0.9,0.3999999999999999,48.9,3,-6,-Inf,-0.5555555555555556,-7,Carbohydrate,26.24914846536957,25.9635357751607,0.9891191635955096,-0.015783755528767058,0.5460631703765527,0.6623983675437314,Downregulated
Feature0152,[Similar to: RPH; ΔMass: -155.0695 Da],C11 H19 N5 O2,253.15387,NA,[Similar to: RPH; ΔMass: -155.0695 Da]-peak1,11,19,5,2,0,0,0,1.7272727272727273,0.18181818181818185,0,60.3,5,3,-0.5,-0.2,-2,Lipid,24.1842820162485,19.831893044843167,0.8200323264308145,-0.28624731166618583,0.18818728777014496,0.32410032893747187,Downregulated
Feature0151,L-Alanyl-L-proline,C8 H14 N2 O3,186.10045,NA,L-Alanyl-L-proline,8,14,2,3,0,0,0,1.75,0.375,-0.25,67.425,3,0,-0.6666666666666666,-0.1111111111111111,-2,Protein,22.9030991359446,23.5375585772978,1.0277019034667438,0.039421855235653315,0.7674500928418146,0.839680689815162,Upregulated
Feature0150,[Similar to: 2'-O-Methyladenosine; ΔMass: 0.0350 Da],C11 H23 N O7,281.14742,NA,[Similar to: 2'-O-Methyladenosine; ΔMass: 0.0350 Da],11,23,1,7,0,0,0,2.090909090909091,0.6363636363636364,-0.5454545454545459,75.84545454545456,1,-6,-2.3333333333333335,-0.5384615384615384,-7,Amino Sugar,22.911340389593466,21.7170383764524,0.9478728877126924,-0.07723449205301065,0.7042798341292537,0.7923148133954103,Downregulated
Feature0149,Pyrone,C5 H4 O2,96.02111,Metabolic pathways;Microbial metabolism in diverse environments;Other,Pyrone-peak2,5,4,0,2,0,0,0,0.8,0.4,0,60.3,4,2,0.6666666666666666,0.75,2,Condensed HC,26.1107571790754,21.211474207889733,0.8123653428514188,-0.29979940222882373,2.6293768455653806e-4,0.005197323953817471,Downregulated
Feature0148,Hypoxanthine,C5 H4 N4 O,136.03852,Metabolic pathways;Other,Hypoxanthine-peak4,5,4,4,1,0,0,0,0.8,0.2,2,3.299999999999997,6,5,Inf,3,1,Condensed HC,26.2834714884016,23.20622439695343,0.8829208275320062,-0.17964401924237486,0.27852237026796145,0.42232468100413717,Downregulated
Feature0147,"N-Acetyl-3,4,5,6-tetrahydroxynorleucine",C8 H15 N O7,237.08487,NA,"N-Acetyl-3,4,5,6-tetrahydroxynorleucine",8,15,1,7,0,0,0,1.875,0.875,0.25,53.175,2,-5,-Inf,-0.7142857142857143,-6,Carbohydrate,25.480167022681602,24.898947959332034,0.9771893542600335,-0.03328994826941766,0.3843542532876501,0.5230967642305092,Downregulated
Feature0146,benzylidenemethylamine,C8 H9 N,119.07347,NA,benzylidenemethylamine-peak1,8,9,1,0,0,0,0,1.125,0,-0.75,81.675,5,5,0.5714285714285714,0.5714285714285714,4,Unsaturated HC,23.498829522310967,24.140950238752634,1.0273256468298562,0.03889356685321619,0.8188978251069002,0.8821331783970084,Upregulated
Feature0145,D-Glucose 6-phosphate,C6 H13 O9 P,260.02971,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;Biosynthesis of cofactors;Biosynthesis of phenylpropanoids;Central carbon metabolism in cancer;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",D-Glucose 6-phosphate,6,13,0,9,0,1,0,2.1666666666666665,1.5,0,60.3,1,-8,2.25,-9,-9,Carbohydrate,25.743810498593966,24.556768081177434,0.9538901819728138,-0.06810491151070795,0.01763484212714165,0.059278565704488195,Downregulated
Feature0144,Meconin,C10 H10 O4,194.05788,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids,Meconin,10,10,0,4,0,0,0,1,0.4,-0.20000000000000015,66,6,2,0.3333333333333333,0.5,2,Phenol,20.925301453295067,24.119595880252433,1.152652253736319,0.2049573287045514,0.0010879452109863851,0.010840596923757193,Upregulated
Feature0143,4-Guanidinobutyric acid,C5 H11 N3 O2,145.08515,Metabolic pathways;Other,4-Guanidinobutyric acid-peak2,5,11,3,2,0,0,0,2.2,0.4,0.3999999999999999,48.9,2,0,-Inf,-2,-3,Protein,24.8229089805725,21.142412438746366,0.8517298458167553,-0.23153219014628562,0.14632527123505884,0.2651022666687945,Downregulated
Feature0142,Pyrogallol,C6 H6 O3,126.03165,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other,Pyrogallol-peak3,6,6,0,3,0,0,0,1,0.5,0,60.3,4,1,0.3333333333333333,0.5555555555555556,1,Phenol,25.833905067192966,22.020549610296165,0.8523895072394818,-0.23041526097220882,0.056170475340844156,0.13394497965893606,Downregulated
Feature0141,4-Phenylbutyric acid,C10 H12 O2,164.08376,Metabolic pathways;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Degradation of aromatic compounds;Other,4-Phenylbutyric acid,10,12,0,2,0,0,0,1.2,0.2,-0.7999999999999998,83.1,5,3,0.375,0.4444444444444444,3,Phenol,20.9544645957091,28.110940001499035,1.3415250899445736,0.42387403693173337,6.655169365762345e-4,0.00807300979585954,Upregulated
Feature0140,[Similar to: D-(+)-Glucose; ΔMass: 45.0579 Da],C8 H19 N O6,225.12125,NA,[Similar to: D-(+)-Glucose; ΔMass: 45.0579 Da],8,19,1,6,0,0,0,2.375,0.75,-0.5,74.55,0,-6,-7,-1,-7,Carbohydrate,22.309113736377867,22.4213919384517,1.0050328400939903,0.00724264316209095,0.9741135588406749,0.9741135588406749,Upregulated
Feature0139,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,402.16793,NA,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak1",22,26,0,7,0,0,0,1.181818181818182,0.3181818181818182,-0.5454545454545459,75.84545454545456,10,3,0.2,0.35135135135135137,3,Phenol,20.2584342111556,21.018144159029,1.037500921342433,0.05311261763119518,0.24091297313853632,0.386291491411791,Upregulated
Feature0138,Adipic acid,C6 H10 O4,146.0579,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of cofactors;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Other,Adipic acid,6,10,0,4,0,0,0,1.6666666666666667,0.6666666666666666,-0.33333333333333304,69.79999999999998,2,-2,-1,0,-2,Amino Sugar,20.746348713841833,27.502007756199134,1.325631229646206,0.4066794955454165,7.417196234998397e-5,0.004138795499129105,Upregulated
Feature0137,"1-(3,4-Dimethoxyphenyl)-4-(4-hydroxy-3-methoxyphenyl)dihydro-1H,3H-furo[3,4-c]furan-3a(4H)-ol",C21 H24 O7,388.15229,NA,"1-(3,4-Dimethoxyphenyl)-4-(4-hydroxy-3-methoxyphenyl)dihydro-1H,3H-furo[3,4-c]furan-3a(4H)-ol",21,24,0,7,0,0,0,1.1428571428571428,0.3333333333333333,-0.4761904761904763,73.87142857142857,10,3,0.21428571428571427,0.37142857142857144,3,Phenol,20.519885842804335,21.127265992505,1.029599587168934,0.04208338020441969,0.31864224376502354,0.46545123565676216,Upregulated
Feature0136,DL-α-AMINOSUBERIC ACID,C8 H15 N O4,189.10011,NA,DL-α-AMINOSUBERIC ACID-peak1,8,15,1,4,0,0,0,1.875,0.5,-0.5,74.55,2,-2,-1,-0.2,-3,Protein,20.385796590652202,22.159032234270434,1.0869838780021646,0.12033054266622151,0.0043042460432258164,0.021443793215456378,Upregulated
Feature0135,N-Allyl-N'-(4-piperidinylmethyl)ethanediamide,C11 H19 N3 O2,225.14774,NA,N-Allyl-N'-(4-piperidinylmethyl)ethanediamide-peak2,11,19,3,2,0,0,0,1.7272727272727273,0.18181818181818185,-0.5454545454545459,75.84545454545456,4,2,-0.16666666666666666,0,-1,Lipid,24.6073552256457,24.4416064663175,0.9932642594944352,-0.009750494815379606,0.9131760802029247,0.9332458841634285,Downregulated
Feature0134,"6,6-Diethoxy-N,N-diethyl-1-hexanamine",C14 H31 N O2,245.23548,NA,"6,6-Diethoxy-N,N-diethyl-1-hexanamine",14,31,1,2,0,0,0,2.2142857142857144,0.14285714285714285,-1.7142857142857144,109.15714285714286,0,-2,-0.2727272727272727,-0.16666666666666666,-3,Lipid,20.566297662821032,24.974582368297632,1.2143450793987938,0.2801784492662906,0.10264858326241767,0.2059320723823589,Upregulated
Feature0133,methyl N-acetylneuraminate,C12 H21 N O9,323.12166,NA,methyl N-acetylneuraminate-peak1,12,21,1,9,0,0,0,1.75,0.75,0,60.3,3,-6,-3.5,-0.38461538461538464,-7,Carbohydrate,26.284368654237735,20.825446708822266,0.7923129896241451,-0.3358576401145403,0.005130124923434212,0.024259404298951612,Downregulated
Feature0132,Hypoxanthine,C5 H4 N4 O,136.03851,Metabolic pathways;Other,Hypoxanthine-peak3,5,4,4,1,0,0,0,0.8,0.2,2,3.299999999999997,6,5,Inf,3,1,Condensed HC,24.969756844952766,22.5782888286789,0.9042254183281219,-0.14524562162274568,0.3286860320515047,0.4726979533111846,Downregulated
Feature0131,N-Caffeoylputrescine,C13 H18 N2 O3,250.1317,NA,N-Caffeoylputrescine,13,18,2,3,0,0,0,1.3846153846153846,0.2307692307692308,-0.4615384615384617,73.45384615384616,6,3,0.125,0.2631578947368421,1,Phenol,20.6295815487338,20.536106990143768,0.9954689067071373,-0.006551840558840713,0.909163119845239,0.9332458841634285,Downregulated
Feature0130,L-Lysine,C6 H14 N2 O2,146.10554,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;2-Oxocarboxylic acid metabolism;Protein digestion and absorption;D-Amino acid metabolism;Aminoacyl-tRNA biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",L-Lysine,6,14,2,2,0,0,0,2.3333333333333335,0.3333333333333333,-0.666666666666667,79.30000000000001,1,-1,-1.5,-0.6666666666666666,-3,Other,24.450905086104466,26.153759161296634,1.0696438053804358,0.0971304547913079,0.01383407296622381,0.05012605659190186,Upregulated
Feature0129,"7-(tert-butyl)-4-imino-1,2,3,4,5,6-hexahydropyrido[3,4-d]pyridazine-1,5-dione",C11 H14 N4 O2,234.11166,NA,"7-(tert-butyl)-4-imino-1,2,3,4,5,6-hexahydropyrido[3,4-d]pyridazine-1,5-dione-peak2",11,14,4,2,0,0,0,1.2727272727272727,0.18181818181818185,0.18181818181818168,55.11818181818182,7,5,0.2,0.3333333333333333,1,Phenol,25.732177328778235,21.1176862287248,0.8206723418273392,-0.2851217622564029,0.1724893420845537,0.3045856103898132,Downregulated
Feature0128,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",C6 H8 O4,144.04225,Microbial metabolism in diverse environments;Other,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one-peak1",6,8,0,4,0,0,0,1.3333333333333333,0.6666666666666666,0,60.3,3,-1,-0.5,0.25,-1,Other,25.557366622159332,21.6591336937398,0.8474712600069055,-0.23876365141544914,0.003585857000640992,0.02004427441214422,Downregulated
Feature0127,Ala-Leu,C9 H18 N2 O3,202.1317,NA,Ala-Leu,9,18,2,3,0,0,0,2,0.3333333333333333,-0.666666666666667,79.30000000000001,2,-1,-0.75,-0.2727272727272727,-3,Protein,24.522934136863466,22.543863280993534,0.9192971426329061,-0.12139683847233503,0.30208886217382974,0.4483127263111622,Downregulated
Feature0126,Phloroglucinol,C6 H6 O3,126.03165,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other,Phloroglucinol,6,6,0,3,0,0,0,1,0.5,0,60.3,4,1,0.3333333333333333,0.5555555555555556,1,Phenol,25.726621575984268,22.0218766339632,0.8559956684915272,-0.2243245985665522,0.005252818729630431,0.024425607092781507,Downregulated
Feature0125,Inosine,C10 H12 N4 O5,268.0808,Metabolic pathways;ABC transporters;Other,Inosine-peak2,10,12,4,5,0,0,0,1.2,0.5,1,31.799999999999997,7,2,-2,0.14285714285714285,-2,Phenol,25.9013821392825,22.066556677314534,0.851945141716897,-0.23116755917924744,0.1385741416429239,0.25742597341341666,Downregulated
Feature0124,4-Guanidinobutyric acid,C5 H11 N3 O2,145.08514,Metabolic pathways;Other,4-Guanidinobutyric acid-peak1,5,11,3,2,0,0,0,2.2,0.4,0.3999999999999999,48.9,2,0,-Inf,-2,-3,Protein,23.771280829106033,20.3900513963838,0.8577598970358304,-0.22135422785303288,0.10333509008433779,0.2059320723823589,Downregulated
Feature0123,Pyrogallol,C6 H6 O3,126.03165,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other,Pyrogallol-peak2,6,6,0,3,0,0,0,1,0.5,0,60.3,4,1,0.3333333333333333,0.5555555555555556,1,Phenol,25.775183002192566,23.342438755569265,0.9056168002215015,-0.1430273728356908,0.025424796663267978,0.0778321952165009,Downregulated
Feature0122,Phenacetin,C10 H13 N O2,179.0946,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",Phenacetin,10,13,1,2,0,0,0,1.3,0.2,-0.5999999999999996,77.39999999999999,5,3,0.2857142857142857,0.375,2,Phenol,25.449380357501834,26.775408807894667,1.0521045476064785,0.07327807232902961,0.034603783682827224,0.09465152595596858,Upregulated
Feature0121,L-Threonine,C4 H9 N O3,119.05821,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;Protein digestion and absorption;D-Amino acid metabolism;Aminoacyl-tRNA biosynthesis;Other,L-Threonine,4,9,1,3,0,0,0,2.25,0.75,0,60.3,1,-2,-Inf,-1,-3,Carbohydrate,25.394280070384532,26.3809459425743,1.0388538627381858,0.05499272225827653,0.10317775604859741,0.2059320723823589,Upregulated
Feature0120,4-Penten-1-amine,C5 H11 N,85.08916,"Protein digestion and absorption;Tropane, piperidine and pyridine alkaloid biosynthesis",4-Penten-1-amine-peak4,5,11,1,0,0,0,0,2.2,0,-1.5999999999999996,105.89999999999998,1,1,0,0,0,Lipid,21.792296244294967,24.190957644779832,1.110069236100478,0.15064966167784408,0.3524670408934553,0.4941623337149449,Upregulated
Feature0119,N-Allyl-N'-(4-piperidinylmethyl)ethanediamide,C11 H19 N3 O2,225.14773,NA,N-Allyl-N'-(4-piperidinylmethyl)ethanediamide-peak1,11,19,3,2,0,0,0,1.7272727272727273,0.18181818181818185,-0.5454545454545459,75.84545454545456,4,2,-0.16666666666666666,0,-1,Lipid,22.953860472458633,23.342881330431467,1.0169479490580509,0.02424583892248491,0.9127031190730865,0.9332458841634285,Upregulated
Feature0118,Cetrimonium,C19 H41 N,283.3239,NA,Cetrimonium,19,41,1,0,0,0,0,2.1578947368421053,0,-2,117.3,0,0,-0.05555555555555555,-0.05555555555555555,-1,Lipid,20.678363413865767,24.699916832234166,1.194481223580381,0.25638417580313905,0.2209585622748143,0.3653265844612147,Upregulated
Feature0117,Acetyl-L-carnitine,C9 H17 N O4,203.11569,NA,Acetyl-L-carnitine-peak1,9,17,1,4,0,0,0,1.8888888888888888,0.4444444444444444,-0.666666666666667,79.30000000000001,2,-2,-0.75,-0.16666666666666666,-3,Protein,20.009578945529,21.06257905915143,1.0526248011759247,0.07399129206948263,0.06816954214745649,0.14975828550504222,Upregulated
Feature0116,"(2S)-3-Hydroxy-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)propanoic acid (non-preferred name)",C9 H17 N O8,267.09545,Metabolic pathways;ABC transporters;Other,"(2S)-3-Hydroxy-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)propanoic acid (non-preferred name)",9,17,1,8,0,0,0,1.8888888888888888,0.8888888888888888,0.22222222222222232,53.96666666666666,2,-6,-Inf,-0.75,-7,Carbohydrate,25.64895093932307,24.4718597866753,0.9541076297649609,-0.06777607376172198,0.06373718499245505,0.14457459034873948,Downregulated
Feature0115,4-Penten-1-amine,C5 H11 N,85.08917,"Protein digestion and absorption;Tropane, piperidine and pyridine alkaloid biosynthesis",4-Penten-1-amine-peak3,5,11,1,0,0,0,0,2.2,0,-1.5999999999999996,105.89999999999998,1,1,0,0,0,Lipid,23.639867689149966,24.023233142710698,1.0162169035208555,0.02320836690904851,0.8708398774098198,0.9108498021077915,Upregulated
Feature0114,3-Methyl-2-buten-1-amine,C5 H11 N,85.08916,"Protein digestion and absorption;Tropane, piperidine and pyridine alkaloid biosynthesis",3-Methyl-2-buten-1-amine-peak1,5,11,1,0,0,0,0,2.2,0,-1.5999999999999996,105.89999999999998,1,1,0,0,0,Lipid,23.456915774957068,25.526978277633035,1.0882495602804694,0.12200943718869951,0.4943849223971149,0.6196055665015718,Upregulated
Feature0113,Inosine,C10 H12 N4 O5,268.08076,Metabolic pathways;ABC transporters;Other,Inosine-peak1,10,12,4,5,0,0,0,1.2,0.5,1,31.799999999999997,7,2,-2,0.14285714285714285,-2,Phenol,24.225008845814365,22.23607514641357,0.9178975036888605,-0.12359502967467209,0.4297795143676278,0.5682866564387117,Downregulated
Feature0112,methallylamine,C4 H9 N,71.07352,NA,methallylamine,4,9,1,0,0,0,0,2.25,0,-1.5,103.05,1,1,0,0,0,Lipid,25.3663077460361,26.1188668819763,1.029667665608835,0.042178769889794326,0.2027526150487551,0.3449267048695285,Upregulated
Feature0111,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -142.1228 Da],C3 H5 Cl N2 O4 S,199.96577,NA,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -142.1228 Da],4,5,2,4,1,0,1,1.25,1,2.75,-18.075000000000003,3.5,-0.5,1.1666666666666667,1.5,-3.5,Other,25.601402228171835,25.949028673073133,1.01357841425259,0.0194577054572391,0.44753698579594337,0.5889755614956047,Upregulated
Feature0110,"3-(propan-2-yl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione",C10 H16 N2 O2,196.12119,NA,"3-(propan-2-yl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione",10,16,2,2,0,0,0,1.6,0.2,-0.5999999999999996,77.39999999999999,4,2,0,0.14285714285714285,0,Lipid,25.233544494151733,26.568287418274867,1.0528955781234968,0.07436236286551344,0.036694051245182,0.09843884901351709,Upregulated
Feature0109,4-guanidinobutanal,C5 H11 N3 O,129.09017,Metabolic pathways;Other,4-guanidinobutanal,5,11,3,1,0,0,0,2.2,0.2,0,60.3,2,1,-2,-1,-2,Lipid,25.5980545875192,22.0755438933602,0.8623914687690187,-0.2135851886261503,0.001686322807538123,0.014257092827367769,Downregulated
Feature0108,"Methyl 4-hydroxy-2-methoxy-3,6-dimethylbenzoate",C11 H14 O4,210.0892,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids,"Methyl 4-hydroxy-2-methoxy-3,6-dimethylbenzoate",11,14,0,4,0,0,0,1.2727272727272727,0.3636363636363637,-0.5454545454545459,75.84545454545456,5,1,0.14285714285714285,0.3333333333333333,1,Phenol,20.245957125568335,20.814032153182065,1.0280586896480344,0.03992262722369282,0.36444543520202094,0.5033677050562566,Upregulated
Feature0107,Tetrolic Acid,C4 H4 O2,84.02115,Metabolic pathways;Other,Tetrolic Acid-peak2,4,4,0,2,0,0,0,1,0.5,0,60.3,3,1,0.5,0.6666666666666666,1,Phenol,25.261223756459934,22.1266560672977,0.8759138623139487,-0.19113909323750972,0.002179992050146783,0.016005731105025064,Downregulated
Feature0106,"4-({4-[(2,4-Dihydroxy-3,6-dimethylbenzoyl)oxy]-2-methoxy-3,5,6-trimethylbenzoyl}oxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C31 H34 O10,566.21536,Biosynthesis of secondary metabolites;Other,"4-({4-[(2,4-Dihydroxy-3,6-dimethylbenzoyl)oxy]-2-methoxy-3,5,6-trimethylbenzoyl}oxy)-2-methoxy-3,5,6-trimethylbenzoic acid",31,34,0,10,0,0,0,1.096774193548387,0.3225806451612903,-0.4516129032258061,73.17096774193547,15,5,0.23809523809523808,0.38461538461538464,5,Phenol,20.5126140421576,21.3853480370246,1.0425462104963001,0.06011133204050695,0.07196362335913456,0.15685821029061361,Upregulated
Feature0105,C16 phytosphingosine,C16 H35 N O3,289.2617,NA,C16 phytosphingosine,16,35,1,3,0,0,0,2.1875,0.1875,-1.625,106.6125,0,-3,-0.3333333333333333,-0.18518518518518515,-4,Lipid,20.094624917418333,23.953260043464265,1.1920232471073002,0.2534123718398206,0.21275042211117803,0.3575745046326426,Upregulated
Feature0104,"Methyl 4,6-dideoxy-4-[(2,4-dihydroxybutanoyl)amino]hexopyranoside",C11 H21 N O7,279.13182,NA,"Methyl 4,6-dideoxy-4-[(2,4-dihydroxybutanoyl)amino]hexopyranoside",11,21,1,7,0,0,0,1.9090909090909092,0.6363636363636364,-0.3636363636363633,70.66363636363636,2,-5,-2,-0.38461538461538464,-6,Amino Sugar,26.0462651301457,22.531246547095233,0.8650471165256542,-0.20914938071987244,0.11028965445928984,0.2151805146443487,Downregulated
Feature0103,Piptamine(antibiotic),C23 H41 N,331.32395,NA,Piptamine(antibiotic),23,41,1,0,0,0,0,1.7826086956521738,0,-1.6521739130434785,107.38695652173914,4,4,0.13636363636363635,0.13636363636363635,3,Lipid,22.13621982868887,23.7670575530435,1.073672819342038,0.1025544273781619,0.5527457978316788,0.6625567644533237,Upregulated
