FeatureID,Name,Formula,MW,# ChemSpider Results,# mzCloud Results,KEGG Pathways,Area: 60_CTRL_1246.1,Area: 59_CTRL_1154.1,Area: 57_CTRL_1246.3,Area: 47_CTRL_1177.1,Area: 46_CTRL_1154.2,Area: 41_CTRL_CTRL.1,Area: 40_CTRL_CTRL.3,Area: 19_CTRL_1246.2,Area: 14_CTRL_1177.3,Area: 10_CTRL_1154.3,Area: 2_CTRL_CTRL.2,Gap Status: 60_CTRL_1246.1,Gap Status: 59_CTRL_1154.1,Gap Status: 57_CTRL_1246.3,Gap Status: 47_CTRL_1177.1,Gap Status: 46_CTRL_1154.2,Gap Status: 41_CTRL_CTRL.1,Gap Status: 40_CTRL_CTRL.3,Gap Status: 38_BOCU_1177.2,Gap Status: 14_CTRL_1177.3,Gap Status: 10_CTRL_1154.3,Gap Status: 2_CTRL_CTRL.2,name4plot,C,H,N,O,Cl,S,P,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class
Feature0176,Adenosine,C10 H13 N5 O4,267.09676,17,31,Metabolic pathways;ABC transporters;Other,8183506.899,4852387.171,4163737.368,1357879527,622116547.8,189603144.7,157062028.1,1181096043,699617080.9,748308052.2,174025292.4,Full gap,Full gap,Full gap,Missing ions,No gap,No gap,Missing ions,No gap,No gap,Missing ions,No gap,Adenosine,10,13,5,4,0,0,0,1.3,0.4,1,31.799999999999997,7,3,-2,0,-2,Lignin
Feature0175,Adenine,C5 H5 N5,135.05448,11,32,Metabolic pathways;Biosynthesis of secondary metabolites;Other,779278.4099,8015704.776,802925.5658,15699399.2,9181665.181,282345495,258228901.5,1094891.482,3138025.762,7308390.78,270118823.6,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Adenine,5,5,5,0,0,0,0,1,0,2,3.299999999999997,6,6,Inf,Inf,1,Unsaturated HC
Feature0174,Acetyl-L-carnitine,C9 H17 N O4,203.11568,23,109,NA,89314040.6,793617.5258,113958709,787339.3245,267683.1355,1507500.467,1149566.307,159630414,522605.0835,391067.4221,706652.8262,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Acetyl-L-carnitine,9,17,1,4,0,0,0,1.8888888888888888,0.4444444444444444,-0.666666666666667,79.30000000000001,2,-2,-0.75,-0.16666666666666666,-3,Protein
Feature0173,[Similar to: Valylproline; ΔMass: 243.0478 Da],C17 H31 N O13,457.17959,0,44,NA,8109242.04,1778681.665,10390048.46,5544689.195,363167.4833,155941288.4,139553668.4,15021912.02,3046349.317,1681443.332,156868229.9,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,[Similar to: Valylproline; ΔMass: 243.0478 Da],17,31,1,13,0,0,0,1.8235294117647058,0.7647058823529411,-0.117647058823529,63.65294117647058,3,-10,-3.6666666666666665,-0.47368421052631576,-11,Carbohydrate
Feature0172,[Similar to: Trimethoprim impurity C; ΔMass: 188.0284 Da],C24 H32 O7 P2,494.16122,0,2,NA,112465436.2,31993957.98,125278408.2,6141123.584,88576.66199,163247329.3,146192654.9,181078841.8,86738870.1,42562104.15,137111520,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,No gap,No gap,Full gap,[Similar to: Trimethoprim impurity C; ΔMass: 188.0284 Da],24,32,0,7,0,0,2,1.3333333333333333,0.2916666666666667,-1.166666666666667,93.55000000000001,10,3,0.06666666666666667,0.24324324324324326,1,Lignin
Feature0171,[Similar to: Trimethoprim impurity C; ΔMass: -48.0613 Da],C7 H10 N6 O5,258.07153,0,6,NA,1052446029,434368353,1131095709,162251242.7,2653319.352,1362851070,1225068453,1342415660,909513703.5,576470297.9,1193014157,Full gap,No gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,No gap,No gap,Full gap,[Similar to: Trimethoprim impurity C; ΔMass: -48.0613 Da],7,10,6,5,0,0,0,1.4285714285714286,0.7142857142857143,2.571428571428571,-12.98571428571428,6,1,1.25,1.6666666666666667,-5,Tannin
Feature0170,[Similar to: Triethyl phosphate; ΔMass: 17.9743 Da],C5 H13 O6 P,200.04505,0,194,NA,3947438.581,28137749.07,3868073.992,7915789.298,814472.3148,1568733.721,1700540.554,2343318.103,20775866.07,40113404.41,1691355.299,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,[Similar to: Triethyl phosphate; ΔMass: 17.9743 Da],5,13,0,6,0,0,1,2.6,1.2,-1.2000000000000002,94.5,0,-6,3.5,-4,-7,Other
Feature0169,[Similar to: RPH; ΔMass: -155.0695 Da],C11 H19 N5 O2,253.15388,0,9,NA,121147385.3,1646068.21,148226165.1,1144482.267,1001937.177,133154000.9,126653611.5,149244926,1426280.568,1521820.82,120417888.8,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,[Similar to: RPH; ΔMass: -155.0695 Da],11,19,5,2,0,0,0,1.7272727272727273,0.18181818181818182,0,60.3,5,3,-0.5,-0.2,-2,Lipid
Feature0168,[Similar to: NP-020414; ΔMass: -0.0036 Da],C25 H48 N2 O12,568.32251,0,2,NA,113672.7014,40031618.94,116712.6199,18410247.32,90537533.88,134368.9321,138390.4785,132945.7721,17148976.01,19773096.51,134661.4124,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap,[Similar to: NP-020414; ΔMass: -0.0036 Da],25,48,2,12,0,0,0,1.92,0.48,-0.7199999999999998,80.82,3,-9,-1,-0.29411764705882354,-11,Protein
Feature0167,[Similar to: NP-017684; ΔMass: -96.2336 Da],C25 H40 N4 O18,684.2324,0,125,NA,120047478.5,6865112.522,134575931.7,22730812.71,1292563.806,437342039.5,404694621.3,148943599.5,23979023,15336134.06,415740373.5,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,[Similar to: NP-017684; ΔMass: -96.2336 Da],25,40,4,18,0,0,0,1.6,0.72,0.31999999999999984,51.18,8,-10,-4.666666666666667,-0.4166666666666667,-14,Carbohydrate
Feature0166,[Similar to: NP-017684; ΔMass: -74.2515 Da],C30 H44 O15 P2,706.21453,0,47,NA,20635309.69,3852659.648,14961769.88,9075482.582,399928.9491,68110095.37,66939388,18209256.38,10846860.63,7228978.608,55818599.32,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,[Similar to: NP-017684; ΔMass: -74.2515 Da],30,44,0,15,0,0,2,1.4666666666666666,0.5,-0.7999999999999998,83.1,10,-5,-0.5384615384615384,0.024390243902439025,-7,Lignin
Feature0165,[Similar to: NP-016755; ΔMass: -960.7865 Da],C5 H8 N6 O4,216.06096,0,10,NA,108751162.2,39780861.06,123286815.8,40310852.29,37714392.85,145960243.1,139380809.7,196516151.5,70061332.74,50278733.54,127050819.2,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,[Similar to: NP-016755; ΔMass: -960.7865 Da]-peak3,5,8,6,4,0,0,0,1.6,0.8,3.6,-42.30000000000001,5,1,1,1,-5,Carbohydrate
Feature0164,[Similar to: NP-016755; ΔMass: -960.7865 Da],C6 H4 N10,216.06097,0,8,NA,114750874.5,17251800.33,107818499.3,29081953.95,17710980.3,47495531.18,48426208.91,77477477.18,23142282.6,14257128.15,26933618.98,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,[Similar to: NP-016755; ΔMass: -960.7865 Da]-peak2,6,4,10,0,0,0,0,0.6666666666666666,0,4.333333333333333,-63.19999999999999,10,10,-0,-0,0,Condensed HC
Feature0163,[Similar to: NP-016755; ΔMass: -960.7865 Da],C6 H4 N10,216.06097,0,5,NA,41261236.49,41737739.25,37412745.28,37147697.22,25554116.66,63741754.68,59747498.53,65128880.06,49030736.64,51011925.79,32228096.69,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,[Similar to: NP-016755; ΔMass: -960.7865 Da]-peak1,6,4,10,0,0,0,0,0.6666666666666666,0,4.333333333333333,-63.19999999999999,10,10,-0,-0,0,Condensed HC
Feature0162,[Similar to: NP-016129; ΔMass: -205.0627 Da],C6 H15 N O7,213.08483,0,37,NA,5045779.363,2060618.291,6339275.788,1988807.227,499294.5555,12058187.77,13228537.74,9481312.281,1995002.989,578534.909,12656648.94,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,[Similar to: NP-016129; ΔMass: -205.0627 Da],6,15,1,7,0,0,0,2.5,1.1666666666666667,0.3333333333333335,50.8,0,-7,4,-3,-8,Carbohydrate
Feature0161,[Similar to: NP-015005; ΔMass: -441.3129 Da],C28 H47 N O14 P2,683.24858,0,228,NA,46460818.9,4537963.014,58319974.72,1161946.64,1729607.184,311800493.5,230093910.3,66343852.35,1059927.477,1646092.057,278644338.7,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,[Similar to: NP-015005; ΔMass: -441.3129 Da]-peak2,28,47,1,14,0,0,2,1.6785714285714286,0.5,-0.9285714285714288,86.76428571428572,7,-7,-0.9090909090909091,-0.16666666666666666,-10,Protein
Feature0160,[Similar to: NP-015005; ΔMass: -441.3129 Da],C25 H41 N5 O17,683.24859,0,281,NA,35543139.17,3642198.506,56747064.75,2522221.196,4252566.302,163091397.4,131103359.5,75958683.31,1763640.803,2549048.293,128157147.4,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,[Similar to: NP-015005; ΔMass: -441.3129 Da]-peak1,25,41,5,17,0,0,0,1.64,0.68,0.31999999999999984,51.18,8,-9,-4.666666666666667,-0.4782608695652174,-14,Amino Sugar
Feature0159,[Similar to: NP-010746; ΔMass: 146.0345 Da],C25 H29 N4 O9 P,560.16598,0,24,NA,99010862.14,400360.4361,74122840,383646.1157,499090.4834,533191.4494,571263.9947,66619313.45,253620.8923,333014.1304,546633.7001,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,[Similar to: NP-010746; ΔMass: 146.0345 Da],25,29,4,9,0,0,1,1.16,0.36,-0.16000000000000014,64.86,14,5,0,0.2903225806451613,0,Lignin
Feature0158,[Similar to: NP-004022; ΔMass: 150.0295 Da],C27 H24 N6 O8,560.16601,0,38,NA,252861096.2,189955.4066,241873033.1,209671.8879,192394.7924,194395.8611,200296.0846,224158198.3,211915.2947,201064.0108,206849.6993,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,[Similar to: NP-004022; ΔMass: 150.0295 Da],27,24,6,8,0,0,0,0.8888888888888888,0.2962962962962963,0.37037037037037024,49.74444444444445,19,11,0.38461538461538464,0.5294117647058824,5,Lignin
Feature0157,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],C7 H11 N7 O4,257.08751,0,18,NA,15118868.22,48643941.48,6097684.666,147939119.7,75257261.21,330507.4375,641620.5082,18476708.63,26811740.51,24483713.72,255250.3086,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],7,11,7,4,0,0,0,1.5714285714285714,0.5714285714285714,2.571428571428571,-12.98571428571428,6,2,1.25,1.5,-5,Amino Sugar
Feature0156,[Similar to: N-Acetylneuraminic acid; ΔMass: 120.0423 Da],C16 H23 N5 O9,429.1483,0,2,NA,1124002.775,12029177.57,2040734.672,4210891.406,6114734.105,55206234.22,49557288.58,3625975.671,3174442.349,8910579.75,47724782.1,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,[Similar to: N-Acetylneuraminic acid; ΔMass: 120.0423 Da],16,23,5,9,0,0,0,1.4375,0.5625,0.625,42.4875,8,-1,-3,-0.23076923076923078,-6,Lignin
Feature0155,[Similar to: N(6)-OH-Me-Adenosine; ΔMass: 132.0423 Da],C17 H19 N9 O5,429.14957,0,20,NA,4848531.024,1989614.861,39872268.34,2087247.539,1253350.619,69357.39212,2433534.646,1529728.557,1815319.252,1419436.954,67502.63885,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,[Similar to: N(6)-OH-Me-Adenosine; ΔMass: 132.0423 Da],17,19,9,5,0,0,0,1.1176470588235294,0.29411764705882354,1.0588235294117645,30.123529411764707,13,8,-0.3333333333333333,0.2727272727272727,-1,Lignin
Feature0154,[Similar to: N(6)-OH-Me-Adenosine; ΔMass: 132.0422 Da],C16 H23 N5 O9,429.14955,0,10,NA,130231.7526,825057.2649,1909129.161,2087247.539,1253350.619,2747933.759,2433534.646,30632144.7,1046852.38,949754.7693,2525895.808,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,[Similar to: N(6)-OH-Me-Adenosine; ΔMass: 132.0422 Da],16,23,5,9,0,0,0,1.4375,0.5625,0.625,42.4875,8,-1,-3,-0.23076923076923078,-6,Lignin
Feature0153,[Similar to: Muramic acid; ΔMass: 162.0529 Da],C15 H27 N O12,413.15341,0,3,NA,9574786.361,40565079.72,15513720.66,21661274.65,19571700.31,266857583.3,225421914.4,35633754.25,16260605.04,30011088.13,188959762.6,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,[Similar to: Muramic acid; ΔMass: 162.0529 Da],15,27,1,12,0,0,0,1.8,0.8,0,60.3,3,-9,-5,-0.5,-10,Carbohydrate
Feature0152,[Similar to: Maltotriose; ΔMass: -251.0528 Da],C9 H19 N O7,253.11619,0,263,NA,281783903.6,95731065.1,312787258.4,18454954.69,856022.7639,327387429,280832938.8,369533758.5,203036134.9,108588421.4,303225176.5,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,No gap,No gap,Full gap,[Similar to: Maltotriose; ΔMass: -251.0528 Da],9,19,1,7,0,0,0,2.111111111111111,0.7777777777777778,-0.22222222222222232,66.63333333333333,1,-6,-7,-0.7777777777777778,-7,Carbohydrate
Feature0151,[Similar to: Irgarol 1051; ΔMass: -56.0639 Da],C6 H15 N O4 S,197.07222,0,12,NA,76724.00446,20955447.33,112298.3537,34676811.03,14864298.97,320330.6102,255732.3012,125051.0028,5145680.583,10750696.31,254822.2992,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,[Similar to: Irgarol 1051; ΔMass: -56.0639 Da],6,15,1,4,0,1,0,2.5,0.6666666666666666,-0.33333333333333304,69.79999999999998,0,-4,-Inf,-2,-6,Other
Feature0150,[Similar to: HQH; ΔMass: 27.9858 Da],C12 H34 N8 O2 P2 S2,448.17272,0,1,NA,50346779,527174.7627,51358302.53,868080.0927,1788422.691,826510.3836,754946.3483,49276544.14,602716.4752,599875.7483,710038.8042,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,[Similar to: HQH; ΔMass: 27.9858 Da],12,34,8,2,0,2,2,2.8333333333333335,0.16666666666666666,-1,88.8,1,-1,6.5,12,-13,Other
Feature0149,[Similar to: Dimethyl phosphate; ΔMass: 60.0212 Da],C4 H11 O6 P,186.02936,0,4,NA,226569.2581,22189233.07,741949.4549,31723016.63,20315317.48,197235.5677,187999.8484,893772.1212,22934903.49,9956526.617,189494.6676,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,[Similar to: Dimethyl phosphate; ΔMass: 60.0212 Da],4,11,0,6,0,0,1,2.75,1.5,-1,88.8,0,-6,2.3333333333333335,-Inf,-7,Other
Feature0148,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -142.1228 Da],C3 H5 Cl N2 O4 S,199.96577,0,1,NA,57755628.48,74213480.62,65025874.97,84667317.61,48709210.85,110093176,83037260.71,79988425.67,71452525.56,62416790.6,86341603.45,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -142.1228 Da],4,5,2,4,1,1,0,1.25,1,2.75,-18.075000000000003,3.5,-0.5,1.1666666666666667,1.5,-3.5,Tannin
Feature0147,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -124.1122 Da],C3 H7 Cl N2 O5 S,217.97633,0,1,NA,109043725,161244897.2,146181826.9,188150279.7,109003061.8,238486068.9,186723721.1,174959574.4,166754708.2,149654094,199102884.7,Full gap,No gap,No gap,No gap,Missing ions,Missing ions,Missing ions,No gap,Missing ions,No gap,No gap,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -124.1122 Da],4,7,2,5,1,1,0,1.75,1.25,2.75,-18.075000000000003,2.5,-2.5,1.375,2,-5.5,Carbohydrate
Feature0146,[Similar to: D-(+)-Glucose; ΔMass: 45.0579 Da],C8 H19 N O6,225.12125,0,218,NA,8690767.064,39045340.21,10575490.6,14991897.32,48900.68033,7913128.78,7034282.218,14626027.56,131596563.8,55175037.3,6976231.504,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,[Similar to: D-(+)-Glucose; ΔMass: 45.0579 Da],8,19,1,6,0,0,0,2.375,0.75,-0.5,74.55,0,-6,-7,-1,-7,Carbohydrate
Feature0145,[Similar to: D-(+)-Glucose; ΔMass: 31.0422 Da],C7 H17 N O6,211.10558,0,110,NA,38679199.87,8974703.896,41094792.66,12986026.23,6931033.317,1405513.769,475857.9783,36010390.85,5223066.327,6062970.522,1316155.32,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,[Similar to: D-(+)-Glucose; ΔMass: 31.0422 Da],7,17,1,6,0,0,0,2.4285714285714284,0.8571428571428571,-0.2857142857142856,68.44285714285714,0,-6,-Inf,-1.3333333333333333,-7,Carbohydrate
Feature0144,[Similar to: Cytidine 5'-diphosphocholine; ΔMass: -305.0412 Da],C5 H14 N O4 P,183.0661,0,30,NA,34362281.57,259299.8897,34831105.02,1929859.682,1581937.177,6273083.373,2084841.401,35097591.07,520017.9904,1020557.468,3611948.925,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,[Similar to: Cytidine 5'-diphosphocholine; ΔMass: -305.0412 Da],5,14,1,4,0,0,1,2.8,0.8,-1.5999999999999996,105.89999999999998,0,-4,6,-4,-6,Other
Feature0143,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da],C6 H11 N O7,209.05353,0,30,NA,789888069,305290998.1,867246684.9,231988053.3,215677143.8,838917296.9,721840190.1,950451201.9,131596102.5,310465486.6,746995881.3,Full gap,Full gap,No gap,No gap,No gap,No gap,Full gap,No gap,No gap,Full gap,No gap,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da],6,11,1,7,0,0,0,1.8333333333333333,1.1666666666666667,1,31.799999999999997,2,-5,3,-1.6666666666666667,-6,Carbohydrate
Feature0142,[Similar to: AB-CHMINACA metabolite M7; ΔMass: 39.9895 Da],C16 H29 N O12,427.16893,0,4,NA,21175047.25,682945.1182,99747419.31,2026894.264,1520841.662,746104232.2,635866198.4,221008012.3,1676402.411,442444.654,660554013,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,[Similar to: AB-CHMINACA metabolite M7; ΔMass: 39.9895 Da],16,29,1,12,0,0,0,1.8125,0.75,-0.125,63.8625,3,-9,-3.3333333333333335,-0.4444444444444444,-10,Carbohydrate
Feature0141,"[Similar to: [(2R,3S,4S,5R,6R)-6-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-3,4-dihydroxy-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]methyl (2E)-2-methylbut-2-enoate; ΔMass: -42.0492 Da]",C30 H44 O15 P2,706.21457,0,25,NA,33973872.54,152013.9633,31719742.48,498779.3351,115247.6057,77801955.82,92903071.87,36843132.51,677694.6428,556197.3699,77571739.17,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,"[Similar to: [(2R,3S,4S,5R,6R)-6-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-3,4-dihydroxy-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]methyl (2E)-2-methylbut-2-enoate; ΔMass: -42.0492 Da]",30,44,0,15,0,0,2,1.4666666666666666,0.5,-0.7999999999999998,83.1,10,-5,-0.5384615384615384,0.024390243902439025,-7,Lignin
Feature0140,"[Similar to: 6-(2-hydroxy-3-methyl-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}butyl)-5,7-dimethoxy-2H-chromen-2-one; ΔMass: -88.0700 Da]",C11 H14 N10 O6,382.10881,0,45,NA,12153136.32,668316.371,18833449.16,997041.6978,624118.6101,22582712.92,28012453.16,24713412.93,781660.756,739087.8845,23366046.73,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"[Similar to: 6-(2-hydroxy-3-methyl-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}butyl)-5,7-dimethoxy-2H-chromen-2-one; ΔMass: -88.0700 Da]",11,14,10,6,0,0,0,1.2727272727272727,0.5454545454545454,2.5454545454545454,-12.24545454545455,10,4,1.2,1.5,-6,Lignin
Feature0139,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",C8 H14 N6 O5,274.10286,0,16,NA,4373698.123,215346.6335,15489169.25,154728.8187,59357.87842,28379601.04,23369953.08,19976271.31,7067252.651,2803262.966,24753494.31,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]-peak4",8,14,6,5,0,0,0,1.75,0.625,1.75,10.424999999999997,5,0,2,7,-6,Amino Sugar
Feature0138,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",C8 H14 N6 O5,274.10288,0,22,NA,53351658.94,806390.1713,57485765.44,9562299.549,841971.5947,110746813.5,92465339.11,74765967.86,21540437.07,907018.4959,96765591.18,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]-peak3",8,14,6,5,0,0,0,1.75,0.625,1.75,10.424999999999997,5,0,2,7,-6,Amino Sugar
Feature0137,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",C8 H14 N6 O5,274.10288,0,32,NA,11755715.43,150258.2165,17068195.49,279686.1723,168978.878,75197195.08,66405255.23,28305602.39,8896900.784,156980.5538,62050184.92,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]-peak2",8,14,6,5,0,0,0,1.75,0.625,1.75,10.424999999999997,5,0,2,7,-6,Amino Sugar
Feature0136,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",C8 H14 N6 O5,274.10288,0,8,NA,34177989.72,1698500.126,37403091.34,8404100.408,2333035.533,53661854.55,46491094.8,51077795.3,14639336.69,1608912.34,45730673.57,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]-peak1",8,14,6,5,0,0,0,1.75,0.625,1.75,10.424999999999997,5,0,2,7,-6,Amino Sugar
Feature0135,"[Similar to: 5-[4-Bromo-3-(trifluoromethyl)anilino]-3,3-dimethyl-5-oxopentanoic acid; ΔMass: -90.9560 Da]",C6 H11 N8 O4 P,290.06273,0,13,NA,700518.2611,3876219.614,1410468.016,13279878.06,1210693.496,60091380.15,59105176.19,5728804.253,5950984.682,5731201.321,58804858.72,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"[Similar to: 5-[4-Bromo-3-(trifluoromethyl)anilino]-3,3-dimethyl-5-oxopentanoic acid; ΔMass: -90.9560 Da]",6,11,8,4,0,0,1,1.8333333333333333,0.6666666666666666,2.666666666666667,-15.700000000000017,6,2,1,1,-7,Amino Sugar
Feature0134,[Similar to: 4-[4-chloro-2-nitro-5-(1H-pyrrol-1-yl)phenyl]morpholine; ΔMass: 182.0794 Da],C17 H31 N O13 S,489.15177,0,1,NA,723251.2844,516868.8276,1413104.909,244791.9899,431133.4305,31766999.44,28171886.62,3186037.005,155273.0408,441465.0383,30591915.98,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,[Similar to: 4-[4-chloro-2-nitro-5-(1H-pyrrol-1-yl)phenyl]morpholine; ΔMass: 182.0794 Da],17,31,1,13,0,1,0,1.8235294117647058,0.7647058823529411,0,60.3,3,-10,-6,-0.6470588235294118,-12,Carbohydrate
