FeatureID,Name,Formula,MW,# ChemSpider Results,# mzCloud Results,KEGG Pathways,name4plot,C,H,N,O,Cl,S,P,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,SampleID,AUC,gap_status,Study File ID,SampleID1,SampleID2,Batch,RT Range [min],Instrument Name,Software Revision,Ref. File ID,Sample Type,Fungi
Feature0198,Choline,C5 H13 N O,103.09967,18,8,NA,Choline,5,13,1,1,0,0,0,2.6,0.2,-1.5999999999999996,105.89999999999998,0,-1,-0.6666666666666666,-0.42857142857142855,-2,Other,40_CTRL_CTRL.3,1238431112,Missing ions,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0191,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",C12 H20 O10,324.10571,12,104,NA,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride-peak2",12,20,0,10,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,3,-7,-3.5,-0.2857142857142857,-7,Carbohydrate,40_CTRL_CTRL.3,1152462494,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0190,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",C12 H20 O10,324.10571,12,105,NA,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride-peak1",12,20,0,10,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,3,-7,-3.5,-0.2857142857142857,-7,Carbohydrate,40_CTRL_CTRL.3,225596192.5,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0188,Betaine,C5 H11 N O2,117.07895,43,10,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;D-Amino acid metabolism;Cyanoamino acid metabolism;Other,Betaine,5,11,1,2,0,0,0,2.2,0.4,-0.7999999999999998,83.1,1,-1,-1,-0.3333333333333333,-2,Protein,40_CTRL_CTRL.3,1900700950,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0187,"beta-D-Galactopyranosyl-(1->4)-3,6-anhydro-alpha-L-galactopyranosyl-(1->3)-beta-D-galactopyranose",C18 H30 O15,486.15857,1,54,Metabolic pathways;ABC transporters;Other,"beta-D-Galactopyranosyl-(1->4)-3,6-anhydro-alpha-L-galactopyranosyl-(1->3)-beta-D-galactopyranose",18,30,0,15,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,4,-11,-3.6666666666666665,-0.3333333333333333,-11,Carbohydrate,40_CTRL_CTRL.3,107169016.2,Missing ions,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0186,benzylidenemethylamine,C8 H9 N,119.07346,10,132,NA,benzylidenemethylamine,8,9,1,0,0,0,0,1.125,0,-0.75,81.675,5,5,0.5714285714285714,0.5714285714285714,4,Unsaturated HC,40_CTRL_CTRL.3,130805297.7,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0179,AMIDINOPROLINE,C6 H11 N3 O2,157.08515,5,66,NA,AMIDINOPROLINE,6,11,3,2,0,0,0,1.8333333333333333,0.3333333333333333,0.3333333333333335,50.8,3,1,-2,-0.5,-2,Protein,40_CTRL_CTRL.3,118836692.8,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0176,Adenosine,C10 H13 N5 O4,267.09676,17,31,Metabolic pathways;ABC transporters;Other,Adenosine,10,13,5,4,0,0,0,1.3,0.4,1,31.799999999999997,7,3,-2,0,-2,Phenol,40_CTRL_CTRL.3,157062028.1,Missing ions,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0175,Adenine,C5 H5 N5,135.05448,11,32,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Adenine,5,5,5,0,0,0,0,1,0,2,3.299999999999997,6,6,Inf,Inf,1,Unsaturated HC,40_CTRL_CTRL.3,258228901.5,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0173,[Similar to: Valylproline; ΔMass: 243.0478 Da],C17 H31 N O13,457.17959,0,44,NA,[Similar to: Valylproline; ΔMass: 243.0478 Da],17,31,1,13,0,0,0,1.8235294117647058,0.7647058823529411,-0.117647058823529,63.65294117647058,3,-10,-3.6666666666666665,-0.47368421052631576,-11,Carbohydrate,40_CTRL_CTRL.3,139553668.4,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0172,[Similar to: Trimethoprim impurity C; ΔMass: 188.0284 Da],C24 H32 O7 P2,494.16122,0,2,NA,[Similar to: Trimethoprim impurity C; ΔMass: 188.0284 Da],24,32,0,7,0,0,2,1.3333333333333333,0.2916666666666667,-1.166666666666667,93.55000000000001,10,3,0.06666666666666667,0.24324324324324326,1,Phenol,40_CTRL_CTRL.3,146192654.9,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0171,[Similar to: Trimethoprim impurity C; ΔMass: -48.0613 Da],C7 H10 N6 O5,258.07153,0,6,NA,[Similar to: Trimethoprim impurity C; ΔMass: -48.0613 Da],7,10,6,5,0,0,0,1.4285714285714286,0.7142857142857143,2.571428571428571,-12.98571428571428,6,1,1.25,1.6666666666666667,-5,Other,40_CTRL_CTRL.3,1225068453,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0169,[Similar to: RPH; ΔMass: -155.0695 Da],C11 H19 N5 O2,253.15388,0,9,NA,[Similar to: RPH; ΔMass: -155.0695 Da],11,19,5,2,0,0,0,1.7272727272727273,0.18181818181818182,0,60.3,5,3,-0.5,-0.2,-2,Lipid,40_CTRL_CTRL.3,126653611.5,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0167,[Similar to: NP-017684; ΔMass: -96.2336 Da],C25 H40 N4 O18,684.2324,0,125,NA,[Similar to: NP-017684; ΔMass: -96.2336 Da],25,40,4,18,0,0,0,1.6,0.72,0.31999999999999984,51.18,8,-10,-4.666666666666667,-0.4166666666666667,-14,Carbohydrate,40_CTRL_CTRL.3,404694621.3,Missing ions,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0163,[Similar to: NP-016755; ΔMass: -960.7865 Da],C6 H4 N10,216.06097,0,5,NA,[Similar to: NP-016755; ΔMass: -960.7865 Da]-peak1,6,4,10,0,0,0,0,0.6666666666666666,0,4.333333333333333,-63.19999999999999,10,10,-0,-0,0,Condensed HC,40_CTRL_CTRL.3,59747498.53,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0161,[Similar to: NP-015005; ΔMass: -441.3129 Da],C28 H47 N O14 P2,683.24858,0,228,NA,[Similar to: NP-015005; ΔMass: -441.3129 Da]-peak2,28,47,1,14,0,0,2,1.6785714285714286,0.5,-0.9285714285714288,86.76428571428572,7,-7,-0.9090909090909091,-0.16666666666666666,-10,Protein,40_CTRL_CTRL.3,230093910.3,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0160,[Similar to: NP-015005; ΔMass: -441.3129 Da],C25 H41 N5 O17,683.24859,0,281,NA,[Similar to: NP-015005; ΔMass: -441.3129 Da]-peak1,25,41,5,17,0,0,0,1.64,0.68,0.31999999999999984,51.18,8,-9,-4.666666666666667,-0.4782608695652174,-14,Amino Sugar,40_CTRL_CTRL.3,131103359.5,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0156,[Similar to: N-Acetylneuraminic acid; ΔMass: 120.0423 Da],C16 H23 N5 O9,429.1483,0,2,NA,[Similar to: N-Acetylneuraminic acid; ΔMass: 120.0423 Da],16,23,5,9,0,0,0,1.4375,0.5625,0.625,42.4875,8,-1,-3,-0.23076923076923078,-6,Phenol,40_CTRL_CTRL.3,49557288.58,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0153,[Similar to: Muramic acid; ΔMass: 162.0529 Da],C15 H27 N O12,413.15341,0,3,NA,[Similar to: Muramic acid; ΔMass: 162.0529 Da],15,27,1,12,0,0,0,1.8,0.8,0,60.3,3,-9,-5,-0.5,-10,Carbohydrate,40_CTRL_CTRL.3,225421914.4,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0152,[Similar to: Maltotriose; ΔMass: -251.0528 Da],C9 H19 N O7,253.11619,0,263,NA,[Similar to: Maltotriose; ΔMass: -251.0528 Da],9,19,1,7,0,0,0,2.111111111111111,0.7777777777777778,-0.22222222222222232,66.63333333333333,1,-6,-7,-0.7777777777777778,-7,Carbohydrate,40_CTRL_CTRL.3,280832938.8,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0148,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -142.1228 Da],C3 H5 Cl N2 O4 S,199.96577,0,1,NA,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -142.1228 Da],4,5,2,4,1,1,0,1.25,1,2.75,-18.075000000000003,3.5,-0.5,1.1666666666666667,1.5,-3.5,Other,40_CTRL_CTRL.3,83037260.71,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0147,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -124.1122 Da],C3 H7 Cl N2 O5 S,217.97633,0,1,NA,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -124.1122 Da],4,7,2,5,1,1,0,1.75,1.25,2.75,-18.075000000000003,2.5,-2.5,1.375,2,-5.5,Carbohydrate,40_CTRL_CTRL.3,186723721.1,Missing ions,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0142,[Similar to: AB-CHMINACA metabolite M7; ΔMass: 39.9895 Da],C16 H29 N O12,427.16893,0,4,NA,[Similar to: AB-CHMINACA metabolite M7; ΔMass: 39.9895 Da],16,29,1,12,0,0,0,1.8125,0.75,-0.125,63.8625,3,-9,-3.3333333333333335,-0.4444444444444444,-10,Carbohydrate,40_CTRL_CTRL.3,635866198.4,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0141,"[Similar to: [(2R,3S,4S,5R,6R)-6-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-3,4-dihydroxy-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]methyl (2E)-2-methylbut-2-enoate; ΔMass: -42.0492 Da]",C30 H44 O15 P2,706.21457,0,25,NA,"[Similar to: [(2R,3S,4S,5R,6R)-6-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-3,4-dihydroxy-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]methyl (2E)-2-methylbut-2-enoate; ΔMass: -42.0492 Da]",30,44,0,15,0,0,2,1.4666666666666666,0.5,-0.7999999999999998,83.1,10,-5,-0.5384615384615384,0.024390243902439025,-7,Phenol,40_CTRL_CTRL.3,92903071.87,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0138,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",C8 H14 N6 O5,274.10288,0,22,NA,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]-peak3",8,14,6,5,0,0,0,1.75,0.625,1.75,10.424999999999997,5,0,2,7,-6,Amino Sugar,40_CTRL_CTRL.3,92465339.11,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0137,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",C8 H14 N6 O5,274.10288,0,32,NA,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]-peak2",8,14,6,5,0,0,0,1.75,0.625,1.75,10.424999999999997,5,0,2,7,-6,Amino Sugar,40_CTRL_CTRL.3,66405255.23,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0136,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",C8 H14 N6 O5,274.10288,0,8,NA,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]-peak1",8,14,6,5,0,0,0,1.75,0.625,1.75,10.424999999999997,5,0,2,7,-6,Amino Sugar,40_CTRL_CTRL.3,46491094.8,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0130,"[Similar to: 4-[(1R,4R,6S,9S,13R,14R)-6-[(4-methoxy-6-methyl-5-{[3,4,5-trihydroxy-6-({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-9,13-dimethyl-17-oxotetracyclo[11.3.1.0Âa,Âaâ°.0â´,âa]heptadecan-14-yl]-2,5-dihydrofuran-2-one; ΔMass: -157.1657 Da]",C28 H47 N O14 P2,683.24861,0,115,NA,"[Similar to: 4-[(1R,4R,6S,9S,13R,14R)-6-[(4-methoxy-6-methyl-5-{[3,4,5-trihydroxy-6-({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-9,13-dimethyl-17-oxotetracyclo[11.3.1.0Âa,Âaâ°.0â´,âa]heptadecan-14-yl]-2,5-dihydrofuran-2-one; ΔMass: -157.1657 Da]",28,47,1,14,0,0,2,1.6785714285714286,0.5,-0.9285714285714288,86.76428571428572,7,-7,-0.9090909090909091,-0.16666666666666666,-10,Protein,40_CTRL_CTRL.3,97830482.49,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0129,"[Similar to: 3-{[(1,5-Dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)amino]carbonyl}-2-pyrazinecarboxylic acid; ΔMass: 136.0723 Da]",C21 H31 N O12,489.18466,0,2,NA,"[Similar to: 3-{[(1,5-Dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)amino]carbonyl}-2-pyrazinecarboxylic acid; ΔMass: 136.0723 Da]",21,31,1,12,0,0,0,1.4761904761904763,0.5714285714285714,-0.1904761904761907,65.72857142857143,7,-5,-0.75,0,-6,Phenol,40_CTRL_CTRL.3,139658438.9,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0128,[Similar to: 3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile; ΔMass: 200.0995 Da],C19 H29 N5 O8,455.20029,0,5,NA,[Similar to: 3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile; ΔMass: 200.0995 Da],19,29,5,8,0,0,0,1.5263157894736843,0.42105263157894735,0.10526315789473673,57.3,8,0,-0.8333333333333334,-0.1,-5,Protein,40_CTRL_CTRL.3,583126337.3,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0124,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: 19.8921 Da]",C6 H5 N6 O9 P3 S,429.90653,0,3,NA,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: 19.8921 Da]",6,5,6,9,0,1,3,0.8333333333333334,1.5,3,-25.200000000000003,9,0,0.7692307692307693,0.6470588235294118,-10,Other,40_CTRL_CTRL.3,41714172.22,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0123,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -48.0953 Da]",C5 H4 N2 O13 P2,361.91916,0,2,NA,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -48.0953 Da]",5,4,2,13,0,0,2,0.8,2.6,3.6,-42.30000000000001,6,-7,0.9166666666666666,0.8181818181818182,-11,Other,40_CTRL_CTRL.3,34326481.82,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0122,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -184.0702 Da]",C3 H3 N2 O6 P S,225.94422,0,12,Metabolic pathways;Microbial metabolism in diverse environments;Other,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -184.0702 Da]",3,3,2,6,0,1,1,1,2,4,-53.7,4,-2,0.8571428571428571,0.75,-6,Other,40_CTRL_CTRL.3,185576452.2,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0117,"[Similar to: (3beta,9xi,12beta,17xi)-20-{[6-O-(beta-D-Glucopyranosyl)-beta-D-glucopyranosyl]oxy}-12-hydroxydammar-24-en-3-yl 2-O-beta-D-glucopyranosyl-beta-D-glucopyranoside; ΔMass: -407.3437 Da]",C25 H43 N5 O18,701.25923,0,120,NA,"[Similar to: (3beta,9xi,12beta,17xi)-20-{[6-O-(beta-D-Glucopyranosyl)-beta-D-glucopyranosyl]oxy}-12-hydroxydammar-24-en-3-yl 2-O-beta-D-glucopyranosyl-beta-D-glucopyranoside; ΔMass: -407.3437 Da]",25,43,5,18,0,0,0,1.72,0.72,0.31999999999999984,51.18,7,-11,-8,-0.6363636363636364,-16,Carbohydrate,40_CTRL_CTRL.3,217760703.8,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0116,"[Similar to: (2S,4R,5S,6S,7R)-5,6,12,14-tetrahydroxy-4-(hydroxymethyl)-13-methoxy-3,8-dioxatricyclo[8.4.0.0Â?,â·]tetradeca-1(14),10,12-trien-9-one; ΔMass: 306.0930 Da]",C22 H30 N6 O16,634.17239,0,45,NA,"[Similar to: (2S,4R,5S,6S,7R)-5,6,12,14-tetrahydroxy-4-(hydroxymethyl)-13-methoxy-3,8-dioxatricyclo[8.4.0.0Â?,â·]tetradeca-1(14),10,12-trien-9-one; ΔMass: 306.0930 Da]",22,30,6,16,0,0,0,1.3636363636363635,0.7272727272727273,0.9090909090909092,34.39090909090909,11,-5,-Inf,-0.375,-11,Other,40_CTRL_CTRL.3,271014092.1,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0107,8-hydroxy-deoxyguanosine,C10 H13 N5 O5,283.0917,12,33,Metabolic pathways;ABC transporters;Other,8-hydroxy-deoxyguanosine,10,13,5,5,0,0,0,1.3,0.5,1.2000000000000002,26.099999999999994,7,2,-Inf,-0.2,-3,Phenol,40_CTRL_CTRL.3,210154908.8,Missing ions,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0106,"7-(tert-butyl)-4-imino-1,2,3,4,5,6-hexahydropyrido[3,4-d]pyridazine-1,5-dione",C11 H14 N4 O2,234.11166,12,16,NA,"7-(tert-butyl)-4-imino-1,2,3,4,5,6-hexahydropyrido[3,4-d]pyridazine-1,5-dione",11,14,4,2,0,0,0,1.2727272727272727,0.18181818181818182,0.18181818181818166,55.11818181818182,7,5,0.2,0.3333333333333333,1,Phenol,40_CTRL_CTRL.3,91309640.91,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0104,6-hydroxypropylthymine,C8 H12 N2 O3,184.08482,12,20,NA,6-hydroxypropylthymine,8,12,2,3,0,0,0,1.5,0.375,0,60.3,4,1,-0.3333333333333333,0.1111111111111111,-1,Protein,40_CTRL_CTRL.3,65559093.41,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0100,6-(alpha-D-glucosaminyl)-1D-myo-inositol,C12 H23 N O10,341.13224,10,19,Metabolic pathways;Other,6-(alpha-D-glucosaminyl)-1D-myo-inositol,12,23,1,10,0,0,0,1.9166666666666667,0.8333333333333334,0,60.3,2,-8,-9,-0.6666666666666666,-9,Carbohydrate,40_CTRL_CTRL.3,218258317.8,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0097,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",C6 H8 O4,144.04224,43,71,Microbial metabolism in diverse environments;Other,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",6,8,0,4,0,0,0,1.3333333333333333,0.6666666666666666,0,60.3,3,-1,-0.5,0.25,-1,Other,40_CTRL_CTRL.3,233875658.6,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0092,4-Penten-1-amine,C5 H11 N,85.08916,17,0,"Protein digestion and absorption;Tropane, piperidine and pyridine alkaloid biosynthesis",4-Penten-1-amine,5,11,1,0,0,0,0,2.2,0,-1.5999999999999996,105.89999999999998,1,1,0,0,0,Lipid,40_CTRL_CTRL.3,52458471.29,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0087,4-Guanidinobutyric acid,C5 H11 N3 O2,145.08514,7,6,Metabolic pathways;Other,4-Guanidinobutyric acid,5,11,3,2,0,0,0,2.2,0.4,0.3999999999999999,48.9,2,0,-Inf,-2,-3,Protein,40_CTRL_CTRL.3,58028476.03,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0086,4-guanidinobutanal,C5 H11 N3 O,129.09017,7,268,Metabolic pathways;Other,4-guanidinobutanal,5,11,3,1,0,0,0,2.2,0.2,0,60.3,2,1,-2,-1,-2,Lipid,40_CTRL_CTRL.3,87700228.96,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
Feature0078,"3-{[(E)-(6,6-Dimethyl-2,4-dioxodihydro-2H-pyran-3(4H)-ylidene)methyl](methyl)amino}propanenitrile",C12 H16 N2 O3,236.11609,35,41,NA,"3-{[(E)-(6,6-Dimethyl-2,4-dioxodihydro-2H-pyran-3(4H)-ylidene)methyl](methyl)amino}propanenitrile",12,16,2,3,0,0,0,1.3333333333333333,0.25,-0.33333333333333304,69.79999999999998,6,3,0.14285714285714285,0.29411764705882354,1,Phenol,40_CTRL_CTRL.3,41881817.22,No gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,CTRL
