FeatureID,Name,Class,BiogeochemicalClass,FIShScore,Fungi,GFE,Comment,log2FC,pval,pval.adj
Feature0069,3-Carboxytyrosine,Phenol,Benzoic acids,,1177,54.6,Downregulated,-0.19882723,2.59E-05,0.004354784
Feature0067,"3-(propan-2-yl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione",Lipid,Cyclic amines,,1154,77.4,Upregulated,0.058207373,0.011490394,0.030613094
Feature0066,"3-(1-hydroxyethyl)-2,3,6,7,8,8a-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",Protein,Cyclic amines,,1154,66.63333333,Upregulated,0.064517916,0.010179374,0.028362379
Feature0063,"3',4'-Dimethoxyacetophenone",Phenol,Phenols,,1154,77.4,Upregulated,0.780743812,1.65E-04,0.002008641
Feature0062,2050867,Protein,Other,,1246,88.8,Upregulated,0.250339789,0.019602599,0.045572921
Feature0061,2-O-(beta-D-glucosyl)-sn-glycerol 3-phosphate,Carbohydrate,Other,,1246,66.63333333,Upregulated,0.073496354,9.55E-04,0.007140369
Feature0060,2-Methylhippuric Acid,Phenol,Benzoic acids,,1154,66,Upregulated,0.093979217,0.004242769,0.016301166
Feature0056,2-Acetamido-2-deoxyhexitol,Carbohydrate,Amino acids & derivatives,,1246,67.425,Upregulated,0.133200992,0.008719041,0.027249861
Feature0056,2-Acetamido-2-deoxyhexitol,Carbohydrate,Amino acids & derivatives,,1154,67.425,Downregulated,-0.097578213,5.07E-04,0.00410948
Feature0055,"2-[9-(Hydroxyimino)-3,6-diazatricyclo[4.3.1.1~3,8~]undec-1-yl]ethyl acetate",Lipid,Other,,1246,73.45384615,Upregulated,0.249103941,0.007819392,0.025555059
Feature0055,"2-[9-(Hydroxyimino)-3,6-diazatricyclo[4.3.1.1~3,8~]undec-1-yl]ethyl acetate",Lipid,Other,,1154,73.45384615,Upregulated,0.493465979,0.003058969,0.013014119
Feature0055,"2-[9-(Hydroxyimino)-3,6-diazatricyclo[4.3.1.1~3,8~]undec-1-yl]ethyl acetate",Lipid,Other,,1177,73.45384615,Upregulated,0.560713108,7.84E-04,0.011441749
Feature0053,"2,4-Pentadienoic acid",Phenol,Carboxylic acids,,1154,71.7,Upregulated,0.1827525,3.16E-04,0.003201061
Feature0052,"2,4-Diacetamido-2,4,6-trideoxy-alpha-D-mannopyranose",Protein,Amino acids & derivatives,,1246,66,Upregulated,0.108522814,0.017730248,0.042521843
Feature0051,"2,3,9-Trimethoxy-6a,12a-dihydrochromeno[3,4-b]chromen-12(6H)-one",Phenol,Carbohydrates,,1246,69.3,Upregulated,0.437247726,6.08E-04,0.006001074
Feature0051,"2,3,9-Trimethoxy-6a,12a-dihydrochromeno[3,4-b]chromen-12(6H)-one",Phenol,Carbohydrates,,1177,69.3,Downregulated,-0.096403976,0.001646761,0.01853431
Feature0050,2'-Deoxyadenosine,Phenol,Amino acids & derivatives,,1177,37.5,Upregulated,0.101586122,0.004853569,0.037692608
Feature0048,1728928,Protein,Nitrated lipids,,1154,66,Downregulated,-0.095066987,0.005709392,0.019475965
Feature0046,"1-Methyl-5-(1-piperidinyl)-2,4-imidazolidinedione",Lipid,Cyclic amines,,1246,66.63333333,Upregulated,0.064487659,0.005614829,0.021127964
Feature0044,1-Amino-1-deoxyhexitol,Carbohydrate,Amino acids & derivatives,,1246,69.8,Upregulated,0.244623325,0.008266142,0.02670037
Feature0042,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose,Amino Sugar,Aromatic amines,,1246,66,Upregulated,0.075085318,5.24E-04,0.005768213
Feature0042,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose,Amino Sugar,Aromatic amines,,1177,66,Downregulated,-0.220527399,1.71E-04,0.005688743
Feature0041,1-(Dimethylamino)-2-propanyl acetate,Lipid,Amino acids & derivatives,,1246,92.87142857,Upregulated,0.506227996,1.44E-04,0.004783255
Feature0040,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime",Phenol,Cyclic amines,,1246,71.7,Downregulated,-0.123506958,0.001274335,0.007677298
Feature0039,"1-(3,4-Dimethoxyphenyl)-4-(4-hydroxy-3-methoxyphenyl)dihydro-1H,3H-furo[3,4-c]furan-3a(4H)-ol",Phenol,Cyclic amines,,1246,73.87142857,Upregulated,0.408077323,0.001124762,0.00746433
Feature0038,"1-(2-Furyl)-1,2-ethanediol",Phenol,Other,,1246,69.8,Upregulated,0.069774885,0.021681506,0.048850308
Feature0038,"1-(2-Furyl)-1,2-ethanediol",Phenol,Other,,1154,69.8,Upregulated,0.398296843,1.85E-06,1.25E-04
Feature0038,"1-(2-Furyl)-1,2-ethanediol",Phenol,Other,,1177,69.8,Upregulated,0.356829948,0.005659032,0.041310935
Feature0037,"1,4-Anhydro-1-(2,4-dioxo-1,2,3,4-tetrahydro-5-pyrimidinyl)-5-O-phosphonopentitol",Other,Other,,1246,41.3,Downregulated,-0.154921457,0.00904784,0.027249861
Feature0037,"1,4-Anhydro-1-(2,4-dioxo-1,2,3,4-tetrahydro-5-pyrimidinyl)-5-O-phosphonopentitol",Other,Other,,1154,41.3,Downregulated,-0.384434345,0.018380948,0.042462317
Feature0036,"1,2-Dideoxy-5-O-(methylsulfonyl)pentitol",Carbohydrate,Other,,1246,69.8,Upregulated,0.13277139,0.013415608,0.034976406
Feature0032,"(6R)-5-Acetamido-3,5-dideoxy-6-[(1R,2R)-1,2-dihydroxy-3-(lactoyloxy)propyl]-alpha-L-threo-hex-2-ulopyranosonic acid",Carbohydrate,Amino acids & derivatives,,1246,56.22857143,Downregulated,-0.320813885,3.23E-04,0.005123242
Feature0032,"(6R)-5-Acetamido-3,5-dideoxy-6-[(1R,2R)-1,2-dihydroxy-3-(lactoyloxy)propyl]-alpha-L-threo-hex-2-ulopyranosonic acid",Carbohydrate,Amino acids & derivatives,,1177,56.22857143,Downregulated,-0.349637087,0.006148434,0.043157277
Feature0031,"(2Z,4Z)-6-Amino-2,4-diimino-5-nitro-1,3(2H,4H)-pyrimidinediol",Carbohydrate,Aromatic amines,,1154,-82.2,Downregulated,-0.310101034,0.004690142,0.017069897
Feature0030,"(2S)-3-Phenyl-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)propanoic acid (non-preferred name)",Phenol,Nitrated lipids,,1246,67.9,Downregulated,-0.119208894,0.002126278,0.010930866
Feature0029,"(2S)-3-Hydroxy-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)butanoic acid (non-preferred name)",Carbohydrate,Nitrated lipids,,1246,60.3,Downregulated,-0.055127705,0.016900484,0.040852162
Feature0026,(+)-Piperitol,Phenol,Carbohydrates,,1246,71.7,Upregulated,0.446191099,8.10E-04,0.007041725
