"","FeatureID","Name","Formula","MW","KEGG Pathways","Metabolika Pathways","name4plot","C","H","N","O","S","P","F","Cl","H_to_C","O_to_C","NOSC","GFE","DBE","DBE_O","AI","AI_mod","DBE_AI","Class","control_means","treatment_means","ratio","log2FC","pval","pval.adj","Comment","Plant"
"128","Feature0123","1,5-Anhydro-D-fructose","C6 H10 O5",162.0528,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Fructose and mannose metabolism;Other","Superpathway of butirocin biosynthesis;Other","1,5-Anhydro-D-fructose",6,10,0,5,0,0,0,0,1.66666666666667,0.833333333333333,0,60.3,2,-3,-3,-0.142857142857143,-3,"Carbohydrate",4749707.36760984,11761049.2806165,2.47616292338761,1.30810624227046,0.0137424097557259,0.16912126459609,"Upregulated","ERIN"
"129","Feature0122",NA,"C7 H8 O6 S",220.00407,NA,NA,"Feature0122",7,8,0,6,1,0,0,0,1.14285714285714,0.857142857142857,0.857142857142857,35.8714285714286,4,-2,-Inf,0,-3,"Tannin",29141.8383321351,52049.6836332292,1.78608099598965,0.836797505914355,0.0266777030143172,0.16912126459609,"Upregulated","ERIN"
"130","Feature0118","Glyceraldehyde","C3 H6 O3",90.03168,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Galactose metabolism;Carbon metabolism;Fructose and mannose metabolism;Glucagon signaling pathway;Central carbon metabolism in cancer;Other","Superpathway of anaerobic sucrose degradation;Superpathway of microbial D-galacturonate and D-glucuronate degradation;Homolactic fermentation;Superpathway of coenzyme A biosynthesis II (plants);Other","Glyceraldehyde",3,6,0,3,0,0,0,0,2,1,0,60.3,1,-2,-Inf,-0.333333333333333,-2,"Carbohydrate",57527753.0627567,147884441.59256,2.57066257100697,1.36214025230187,0.0198624930176086,0.16912126459609,"Upregulated","ERIN"
"131","Feature0117","D-(+)-Glucose","C6 H12 O6",180.06335,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;ABC transporters;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Galactose metabolism;Carbon metabolism;Biosynthesis of phenylpropanoids;Biosynthesis of plant hormones;Ascorbate and aldarate metabolism;Biosynthesis of terpenoids and steroids;Fructose and mannose metabolism;Glucagon signaling pathway;Central carbon metabolism in cancer;Phosphotransferase system (PTS);Other","Superpathway of anaerobic sucrose degradation;Chitin biosynthesis;Superpathway of scopolin and esculin biosynthesis;Homolactic fermentation;Superpathway of CMP-sialic acids biosynthesis;Superpathway of betalain biosynthesis;Other","D-(+)-Glucose",6,12,0,6,0,0,0,0,2,1,0,60.3,1,-5,-Inf,-0.666666666666667,-5,"Carbohydrate",103951329.442077,266289178.827014,2.56167170017191,1.35708559399225,0.0118894694453166,0.16912126459609,"Upregulated","ERIN"
"132","Feature0111","Perillic acid","C10 H14 O2",166.09931,"Metabolic pathways;Biosynthesis of secondary metabolites;Other",NA,"Perillic acid",10,14,0,2,0,0,0,0,1.4,0.2,-1,88.8,4,2,0.25,0.333333333333333,2,"Lignin",42492.5161230668,67298.250575877,1.5837671363345,0.66336022938727,0.0453279382552112,0.18042689182237,"Upregulated","ERIN"
"133","Feature0109","MFCD00155202","C10 H12 O4",196.07357,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other","Other","MFCD00155202-peak1",10,12,0,4,0,0,0,0,1.2,0.4,-0.4,71.7,5,1,0.166666666666667,0.375,1,"Lignin",945122.091432741,413074.230124142,0.437059120581924,-1.19409964994102,0.00795177023892969,0.159970907159644,"Downregulated","ERIN"
"134","Feature0104",NA,"C10 H5 N2 O6 P",279.98865,NA,NA,"Feature0104",10,5,2,6,0,1,0,0,0.5,0.6,0.8,37.5,10,4,1,1,1,"Condensed HC",26954514.5029745,86427896.4260043,3.20643491525201,1.68097012340957,0.00609795937380243,0.155664545720655,"Upregulated","ERIN"
"135","Feature0102",NA,"C10 H3 N2 O5 P",261.97802,NA,NA,"Feature0102",10,3,2,5,0,1,0,0,0.3,0.5,0.8,37.5,11,6,1.5,1.22222222222222,3,"Condensed HC",35063863.4235763,12871909.2227426,0.367099000679079,-1.4457589077648,0.0207902598398909,0.16912126459609,"Downregulated","ERIN"
"136","Feature0101","Phenylacetaldehyde","C8 H8 O",120.05755,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other","Other","Phenylacetaldehyde",8,8,0,1,0,0,0,0,1,0.125,-0.75,81.675,5,4,0.571428571428571,0.6,4,"Unsaturated HC",48389.6850972776,76637.9930004237,1.58376713645395,0.663360229496081,0.0453279382521703,0.18042689182237,"Upregulated","ERIN"
"137","Feature0091","L-Iditol","C6 H14 O6",182.07903,"Metabolic pathways;ABC transporters;Galactose metabolism;Fructose and mannose metabolism;Phosphotransferase system (PTS);Other","Other","L-Iditol-peak2",6,14,0,6,0,0,0,0,2.33333333333333,1,-0.333333333333333,69.8,0,-6,-Inf,-1,-6,"Carbohydrate",44191410.2600202,13490406.3519939,0.305272139373171,-1.71183216673237,0.0442344304080537,0.18042689182237,"Downregulated","ERIN"
"138","Feature0090","EPERVUDINE","C12 H18 N2 O5",270.12157,"Metabolic pathways;Biosynthesis of secondary metabolites;Other",NA,"EPERVUDINE",12,18,2,5,0,0,0,0,1.5,0.416666666666667,-0.166666666666667,65.05,5,0,-0.4,0.0666666666666667,-2,"Protein",82307.6917684009,149138.653520667,1.81196496118876,0.857555057587259,0.0263871199420224,0.16912126459609,"Upregulated","ERIN"
"139","Feature0085",NA,"C6 H13 N O9",243.05903,NA,NA,"Feature0085",6,13,1,9,0,0,0,0,2.16666666666667,1.5,1.33333333333333,22.3,1,-8,2.25,-9,-9,"Carbohydrate",4680072.45255431,10761597.1006001,2.29945096143258,1.20128943083269,0.00419554217679334,0.155664545720655,"Upregulated","ERIN"
"140","Feature0084","6-Deoxy-3-O-methyl-beta-D-galactopyranose","C7 H14 O5",178.08412,NA,NA,"6-Deoxy-3-O-methyl-beta-D-galactopyranose-peak1",7,14,0,5,0,0,0,0,2,0.714285714285714,-0.571428571428571,76.5857142857143,1,-4,-2,-0.333333333333333,-4,"Carbohydrate",1648784.25550413,533068.045473301,0.323309762143689,-1.6290110254572,0.0169009195427751,0.16912126459609,"Downregulated","ERIN"
"141","Feature0081","9(S)-HpOTrE","C18 H30 O4",310.2145,"Metabolic pathways;Biosynthesis of secondary metabolites;Other","Other","9(S)-HpOTrE",18,30,0,4,0,0,0,0,1.66666666666667,0.222222222222222,-1.22222222222222,95.1333333333333,4,0,0,0.125,0,"Lipid",1504917.27203679,24209896.7702027,16.0871944392242,4.00784084098975,0.0286813840543076,0.16912126459609,"Upregulated","ERIN"
"142","Feature0080","4-(1,3-Benzodioxol-5-ylmethyl)-3-(3,4,5-trimethoxybenzyl)tetrahydro-2-furanol","C22 H26 O7",402.16802,NA,NA,"4-(1,3-Benzodioxol-5-ylmethyl)-3-(3,4,5-trimethoxybenzyl)tetrahydro-2-furanol",22,26,0,7,0,0,0,0,1.18181818181818,0.318181818181818,-0.545454545454546,75.8454545454546,10,3,0.2,0.351351351351351,3,"Lignin",48649.831453995,77050.0042491886,1.58376713641958,0.663360229464768,0.0453279382405995,0.18042689182237,"Upregulated","ERIN"
"143","Feature0077",NA,"C6 H7 N3 O6 P2",278.98094,NA,NA,"Feature0077",6,7,3,6,0,2,0,0,1.16666666666667,1,0.666666666666667,41.3,6,0,1,1,-5,"Tannin",274457.895398266,497433.113029855,1.81242048915383,0.857917705516762,0.0270546419496518,0.16912126459609,"Upregulated","ERIN"
"144","Feature0073","N-Phenylacetylglutamic acid","C13 H15 N O5",265.0951,NA,NA,"N-Phenylacetylglutamic acid",13,15,1,5,0,0,0,0,1.15384615384615,0.384615384615385,-0.153846153846154,64.6846153846154,7,2,0.142857142857143,0.368421052631579,1,"Lignin",1234769.84233339,452814.104666898,0.366719439641641,-1.44725135015974,0.00707594052721469,0.159970907159644,"Downregulated","ERIN"
"145","Feature0067","Propylparaben","C10 H12 O3",180.07863,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of phenylpropanoids;Other",NA,"Propylparaben",10,12,0,3,0,0,0,0,1.2,0.3,-0.6,77.4,5,2,0.285714285714286,0.411764705882353,2,"Lignin",20163440.1399774,9734633.99101286,0.482786365988823,-1.05054316029826,0.0269531290870779,0.16912126459609,"Downregulated","ERIN"
"146","Feature0060",NA,"C9 H18 O10",286.09013,NA,NA,"Feature0060",9,18,0,10,0,0,0,0,2,1.11111111111111,0.222222222222222,53.9666666666667,1,-9,9,-1,-9,"Carbohydrate",110584.175266841,196002.604984083,1.77242905244919,0.82572787980428,0.0262029501691994,0.16912126459609,"Upregulated","ERIN"
"147","Feature0057",NA,"C17 H32 O17",508.16405,NA,NA,"Feature0057",17,32,0,17,0,0,0,0,1.88235294117647,1,0.117647058823529,56.9470588235294,2,-15,-Inf,-0.764705882352941,-15,"Carbohydrate",70818.9850144029,124742.788977712,1.76143147141042,0.816748347793701,0.041643920644069,0.18042689182237,"Upregulated","ERIN"
"148","Feature0053","Uridine 5'-diphosphogalactose","C15 H24 N2 O17 P2",566.05509,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Galactose metabolism;Ascorbate and aldarate metabolism;Other","Superpathway of anaerobic sucrose degradation;Superpathway of scopolin and esculin biosynthesis;Superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;Superpathway of betalain biosynthesis;Other","Uridine 5'-diphosphogalactose",15,24,2,17,0,2,0,0,1.6,1.13333333333333,0.4,48.9,6,-11,2.5,-2.6,-15,"Carbohydrate",3610015.17600338,5139285.07690914,1.42361869032329,0.509562778856458,0.0215388348114058,0.16912126459609,"Upregulated","ERIN"
"149","Feature0043",NA,"C7 H7 N3 O6 P2",290.98097,NA,NA,"Feature0043",7,7,3,6,0,2,0,0,1,0.857142857142857,0.571428571428572,44.0142857142857,7,1,1,1,-4,"Tannin",149076.20133377,264449.791287367,1.77392359693472,0.82694387395855,0.0305241720020245,0.170782059322899,"Upregulated","ERIN"
"150","Feature0042",NA,"C19 H30 O16",514.15333,NA,NA,"Feature0042",19,30,0,16,0,0,0,0,1.57894736842105,0.842105263157895,0.105263157894737,57.3,5,-11,-3.66666666666667,-0.272727272727273,-11,"Carbohydrate",98150.4517880898,177160.435273297,1.80498848498215,0.851989633393807,0.0274653854383509,0.16912126459609,"Upregulated","ERIN"
"151","Feature0037",NA,"C16 H26 N2 O10",406.15889,NA,NA,"Feature0037",16,26,2,10,0,0,0,0,1.625,0.625,0,60.3,5,-5,-1.75,-0.222222222222222,-7,"Amino Sugar",285546.43438147,498629.267122164,1.74622830854904,0.804242194751076,0.0392675010692289,0.179059804875684,"Upregulated","ERIN"
"152","Feature0022","Caffeic acid","C9 H8 O4",180.04224,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Degradation of aromatic compounds;Biosynthesis of amino acids;Biosynthesis of phenylpropanoids;2-Oxocarboxylic acid metabolism;Other","Superpathway of scopolin and esculin biosynthesis;Superpathway of chorismate metabolism;Other","Caffeic acid",9,8,0,4,0,0,0,0,0.888888888888889,0.444444444444444,0,60.3,6,2,0.4,0.571428571428571,2,"Lignin",6730256.60713894,2957832.19669606,0.439482826488164,-1.18612130409078,0.0231315681808464,0.16912126459609,"Downregulated","ERIN"
"153","Feature0021",NA,"C6 H15 N O9",245.07472,NA,NA,"Feature0021",6,15,1,9,0,0,0,0,2.5,1.5,1,31.8,0,-9,2.5,-11,-10,"Carbohydrate",15278018.5398266,23287929.4114222,1.5242768131689,0.608124924302116,0.041901229578615,0.18042689182237,"Upregulated","ERIN"
"154","Feature0020",NA,"C27 H24 N6 O8",560.16569,NA,NA,"Feature0020",27,24,6,8,0,0,0,0,0.888888888888889,0.296296296296296,0.37037037037037,49.7444444444444,19,11,0.384615384615385,0.529411764705882,5,"Lignin",74139.3784630665,112197.825092813,1.51333646732291,0.597732784495387,0.0305656154590069,0.170782059322899,"Upregulated","ERIN"
"155","Feature0018",NA,"C10 H3 N2 O4 P",245.98313,NA,NA,"Feature0018",10,3,2,4,0,1,0,0,0.3,0.4,0.6,43.2,11,7,1.33333333333333,1.2,4,"Condensed HC",1759432.9054388,729830.678340047,0.414810178941167,-1.26947679830671,0.0282965945828516,0.16912126459609,"Downregulated","ERIN"
"156","Feature0013",NA,"C10 H16 O8",264.08464,NA,NA,"Feature0013",10,16,0,8,0,0,0,0,1.6,0.8,0,60.3,3,-5,-2.5,-0.166666666666667,-5,"Carbohydrate",98950.1727687698,174422.97016785,1.762735377688,0.817815913142804,0.0409865598596861,0.18042689182237,"Upregulated","ERIN"
"157","Feature0008","α,α-Trehalose","C12 H22 O11",342.11636,"Metabolic pathways;Biosynthesis of secondary metabolites;ABC transporters;Galactose metabolism;Phosphotransferase system (PTS);Other","Superpathway of anaerobic sucrose degradation;Chitin biosynthesis;Superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;Other","α,α-Trehalose-peak1",12,22,0,11,0,0,0,0,1.83333333333333,0.916666666666667,0,60.3,2,-9,-9,-0.538461538461538,-9,"Carbohydrate",1282176.41672887,1946967.27260363,1.51848626070568,0.602633855030594,0.0362504756061099,0.172529338368857,"Upregulated","ERIN"
"158","Feature0007","Cytidine","C9 H13 N3 O5",243.08554,"Metabolic pathways;ABC transporters;Other","Other","Cytidine",9,13,3,5,0,0,0,0,1.44444444444444,0.555555555555556,0.666666666666667,41.3,5,0,-3,-0.142857142857143,-3,"Lignin",224524.238939761,497309.758535572,2.21494908916715,1.14727353866734,0.037330909471624,0.172529338368857,"Upregulated","ERIN"
"159","Feature0006","D-(−)-Erythrose","C4 H8 O4",120.04223,NA,NA,"D-(−)-Erythrose-peak1",4,8,0,4,0,0,0,0,2,1,0,60.3,1,-3,-Inf,-0.5,-3,"Carbohydrate",30115288.0526894,70749506.1239637,2.34928870679175,1.23222401869818,0.00779289368882281,0.159970907159644,"Upregulated","ERIN"
"160","Feature0320","Phenyl D-glucopyranosiduronic acid","C12 H14 O7",270.074,NA,NA,"Phenyl D-glucopyranosiduronic acid",12,14,0,7,0,0,0,0,1.16666666666667,0.583333333333333,0,60.3,6,-1,-0.2,0.294117647058824,-1,"Lignin",2356008.72617479,2637378.57980697,1.11942649044811,0.162759793623336,0.0483469678429088,0.999161322630535,"Upregulated","BOCU"
"161","Feature0307","2,4-Dihydroxybenzoic acid","C7 H6 O4",154.02667,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Biosynthesis of phenylpropanoids;Other","Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Superpathway of aromatic compound degradation via 3-oxoadipate;Superpathway of chorismate metabolism;Other","2,4-Dihydroxybenzoic acid",7,6,0,4,0,0,0,0,0.857142857142857,0.571428571428571,0.285714285714286,52.1571428571429,5,1,0.333333333333333,0.6,1,"Lignin",6280809.63329692,8594571.01425353,1.36838584769239,0.452475088457278,0.0167909174636129,0.999161322630535,"Upregulated","BOCU"
"162","Feature0163","MFCD00025555","C9 H18 N2 O3",202.13173,NA,NA,"MFCD00025555",9,18,2,3,0,0,0,0,2,0.333333333333333,-0.666666666666667,79.3,2,-1,-0.75,-0.272727272727273,-3,"Protein",504148.387791363,1526737.80127688,3.02835006170584,1.59853198309654,0.0402493551052095,0.999161322630535,"Upregulated","BOCU"
"163","Feature0102",NA,"C10 H3 N2 O5 P",261.97802,NA,NA,"Feature0102",10,3,2,5,0,1,0,0,0.3,0.5,0.8,37.5,11,6,1.5,1.22222222222222,3,"Condensed HC",35063863.4235763,28511678.2205068,0.813135674072244,-0.298432004603411,0.0358484140588111,0.999161322630535,"Downregulated","BOCU"
"164","Feature0271",NA,"C11 H9 N S",187.04563,NA,NA,"Feature0271",11,9,1,0,1,0,0,0,0.818181818181818,0,-0.363636363636363,70.6636363636364,8,8,0.666666666666667,0.666666666666667,6,"Unsaturated HC",2557193.87576806,4300912.91972325,1.68188769747912,0.750081377591299,0.0136613710461619,0.803392554653925,"Upregulated","LEDU"
"165","Feature0218","2'-Deoxyinosine","C10 H12 N4 O4",252.08587,"Metabolic pathways;ABC transporters;Other","Other","2'-Deoxyinosine",10,12,4,4,0,0,0,0,1.2,0.4,0.8,37.5,7,3,-0.5,0.25,-1,"Lignin",346971.023832898,1015375.06661618,2.92639729796339,1.54912564811322,0.0350366338035299,0.803392554653925,"Upregulated","LEDU"
"166","Feature0130","Adenosine","C10 H13 N5 O4",267.09685,"Metabolic pathways;ABC transporters;Other","Superpathway of purine nucleotide salvage;Other","Adenosine-peak2",10,13,5,4,0,0,0,0,1.3,0.4,1,31.8,7,3,-2,0,-2,"Lignin",132616214.358838,177498530.179383,1.33843761894078,0.420549900321975,0.0389607944547494,0.803392554653925,"Upregulated","LEDU"
"167","Feature0124","Acrylic acid","C3 H4 O2",72.02115,"Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other","Superpathway of L-threonine metabolism;Other","Acrylic acid-peak1",3,4,0,2,0,0,0,0,1.33333333333333,0.666666666666667,0,60.3,2,0,0,0.5,0,"Tannin",5315265.16880823,9969228.19102527,1.87558435457333,0.907340149796443,0.0219632737329215,0.803392554653925,"Upregulated","LEDU"
"168","Feature0095","1-Deoxy-L-mannitol","C6 H14 O5",166.08409,NA,NA,"1-Deoxy-L-mannitol-peak1",6,14,0,5,0,0,0,0,2.33333333333333,0.833333333333333,-0.666666666666667,79.3,0,-5,-5,-0.714285714285714,-5,"Carbohydrate",44609103.4742505,51101239.4106203,1.14553388054788,0.196020128721659,0.0178150486204588,0.803392554653925,"Upregulated","LEDU"
"169","Feature0085",NA,"C6 H13 N O9",243.05903,NA,NA,"Feature0085",6,13,1,9,0,0,0,0,2.16666666666667,1.5,1.33333333333333,22.3,1,-8,2.25,-9,-9,"Carbohydrate",4680072.45255431,7968913.38041267,1.70273290877439,0.767852151160516,0.0446061316878422,0.803392554653925,"Upregulated","LEDU"
"170","Feature0069","L-Serine","C3 H7 N O3",105.04262,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;ABC transporters;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Carbon metabolism;Biosynthesis of amino acids;Central carbon metabolism in cancer;Other","Methanobacterium thermoautotrophicum biosynthetic metabolism;Superpathway of chorismate metabolism;Other","L-Serine",3,7,1,3,0,0,0,0,2.33333333333333,1,0.666666666666667,41.3,1,-2,3,-3,-3,"Carbohydrate",7681765.90124349,13055738.2210581,1.69957512229639,0.765174131323083,0.012080937218912,0.803392554653925,"Upregulated","LEDU"
"171","Feature0046","Threonine","C4 H9 N O3",119.0583,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;ABC transporters;Biosynthesis of plant secondary metabolites;Biosynthesis of amino acids;Other","Superpathway of branched chain amino acid biosynthesis;Superpathway of L-threonine metabolism;Superpathway of L-isoleucine biosynthesis I;Other","Threonine",4,9,1,3,0,0,0,0,2.25,0.75,0,60.3,1,-2,-Inf,-1,-3,"Carbohydrate",6418755.47953387,10237873.8571878,1.59499359180003,0.673550627691151,0.00478976116653649,0.803392554653925,"Upregulated","LEDU"
"172","Feature0024","2-Oxo-4-pentenoic acid","C5 H6 O3",114.03175,"Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other","Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Superpathway of aromatic compound degradation via 3-oxoadipate;Other","2-Oxo-4-pentenoic acid",5,6,0,3,0,0,0,0,1.2,0.6,0,60.3,3,0,0,0.428571428571429,0,"Lignin",165169.164048961,411062.284139272,2.48873502815223,1.31541263694005,0.0111370583567403,0.803392554653925,"Upregulated","LEDU"
